player_name,first_name,middle_name,last_name,nick_name,suffix,player_url,player_id
Doc Medich,Doc,NULL,Medich,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=medicdo01,707
Dock Ellis,Dock,NULL,Ellis,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=ellisdo01,708
Domingo Ramos,Domingo,NULL,Ramos,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=ramosdo01,709
Don Aase,Don,NULL,Aase,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=aasedo01,710
Don August,Don,NULL,August,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=augusdo01,711
Don Baylor,Don,NULL,Baylor,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=baylodo01,712
Don Bosch,Don,NULL,Bosch,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=boschdo01,713
Don Bryant,Don,NULL,Bryant,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bryando01,714
Don Buford,Don,NULL,Buford,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bufordo01,715
Don Cardwell,Don,NULL,Cardwell,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=cardwdo01,716
Don Carman,Don,NULL,Carman,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=carmado01,717
Don Carrithers,Don,NULL,Carrithers,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=carrido01,718
Don Cooper,Don,NULL,Cooper,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=coopedo01,719
Don DeMola,Don,NULL,DeMola,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=demoldo01,720
Don Gordon,Don,NULL,Gordon,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=gordodo01,721
Don Gullett,Don,NULL,Gullett,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=gulledo01,722
Don Gutteridge,Don,NULL,Gutteridge,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=guttedo01,723
Don Hahn,Don,NULL,Hahn,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hahndo01,724
Don Heinkel,Don,NULL,Heinkel,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=heinkdo01,725
Don Hood,Don,NULL,Hood,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hooddo01,726
Don Kessinger,Don,NULL,Kessinger,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kessido01,727
Don Kirkwood,Don,NULL,Kirkwood,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kirkwdo01,728
Don Mason,Don,NULL,Mason,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=masondo01,729
Don Mattingly,Don,NULL,Mattingly,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=mattido01,730
Don McMahon,Don,NULL,McMahon,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=mcmahdo02,731
Don Mincher,Don,NULL,Mincher,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=minchdo01,732
Don Money,Don,NULL,Money,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=moneydo01,733
Don Newhauser,Don,NULL,Newhauser,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=newhado01,734
Don O'Riley,Don,NULL,O'Riley,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=orildo01,735
Don Pavletich,Don,NULL,Pavletich,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=pavledo01,736
Don Reynolds,Don,NULL,Reynolds,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=reynodo01,737
Don Robinson,Don,NULL,Robinson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=robindo01,738
Don Schulze,Don,NULL,Schulze,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=schuldo01,739
Don Shaw,Don,NULL,Shaw,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=shawdo01,740
Don Slaught,Don,NULL,Slaught,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=slaugdo01,741
Don Stanhouse,Don,NULL,Stanhouse,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=stanhdo01,742
Don Sutton,Don,NULL,Sutton,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=suttodo01,743
Don Werner,Don,NULL,Werner,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wernedo01,744
Don Wert,Don,NULL,Wert,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wertdo01,745
Don Wilson,Don,NULL,Wilson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wilsodo01,746
Don Young,Don,NULL,Young,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=youngdo01,747
Don Zimmer,Don,NULL,Zimmer,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=zimmedo01,748
Donald Harris,Donald,NULL,Harris,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=harrido01,749
Donell Nixon,Donell,NULL,Nixon,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=nixondo01,750
Donn Clendenon,Donn,NULL,Clendenon,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=clenddo01,751
Donn Pall,Donn,NULL,Pall,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=palldo01,752
Donnie Hill,Donnie,NULL,Hill,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hilldo01,753
Donnie Moore,Donnie,NULL,Moore,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=mooredo01,754
Donnie Scott,Donnie,NULL,Scott,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=scottdo01,755
Doug Ault,Doug,NULL,Ault,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=aultdo01,756
Doug Bair,Doug,NULL,Bair,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bairdo01,757
Doug Baker,Doug,NULL,Baker,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bakerdo01,758
Doug Bird,Doug,NULL,Bird,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=birddo01,759
Doug Capilla,Doug,NULL,Capilla,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=capildo01,760
Doug Corbett,Doug,NULL,Corbett,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=corbedo01,761
Doug Dascenzo,Doug,NULL,Dascenzo,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=dascedo01,762
Doug DeCinces,Doug,NULL,DeCinces,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=decindo01,763
Doug Drabek,Doug,NULL,Drabek,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=drabedo01,764
Doug Flynn,Doug,NULL,Flynn,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=flynndo01,765
Doug Frobel,Doug,NULL,Frobel,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=frobedo01,766
Doug Griffin,Doug,NULL,Griffin,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=griffdo01,767
Doug Gwosdz,Doug,NULL,Gwosdz,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=gwosddo01,768
Doug Jennings,Doug,NULL,Jennings,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=jennido01,769
Doug Jones,Doug,NULL,Jones,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=jonesdo01,770
Doug Konieczny,Doug,NULL,Konieczny,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=koniedo01,771
Doug Rader,Doug,NULL,Rader,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=raderdo02,772
Doug Rau,Doug,NULL,Rau,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=raudo01,773
Doug Sisk,Doug,NULL,Sisk,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=siskdo01,774
Doug Strange,Doug,NULL,Strange,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=strando01,775
Doyle Alexander,Doyle,NULL,Alexander,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=alexado01,776
Drew Hall,Drew,NULL,Hall,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=halldr01,777
Duane Josephson,Duane,NULL,Josephson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=josepdu01,778
Duane Kuiper,Duane,NULL,Kuiper,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kuipedu01,779
Duane Walker,Duane,NULL,Walker,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=walkedu01,780
Duane Ward,Duane,NULL,Ward,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=warddu01,781
Duffy Dyer,Duffy,NULL,Dyer,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=dyerdu01,782
Duke Sims,Duke,NULL,Sims,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=simsdu01,783
Dusty Baker,Dusty,NULL,Baker,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bakerdu01,784
Dwayne Henry,Dwayne,NULL,Henry,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=henrydw01,785
Dwayne Murphy,Dwayne,NULL,Murphy,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=murphdw01,786
Dwight Bernard,Dwight,NULL,Bernard,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bernadw01,787
Dwight Evans,Dwight,NULL,Evans,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=evansdw01,788
Dwight Gooden,Dwight,NULL,Gooden,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=goodedw01,789
Dwight Lowry,Dwight,NULL,Lowry,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=lowrydw01,790
Dyar Miller,Dyar,NULL,Miller,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=milledy01,791
Earl Cunningham,Earl,NULL,Cunningham,NULL,NULL,NULL,792
Earl Williams,Earl,NULL,Williams,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=williea02,793
Earl Wilson,Earl,NULL,Wilson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wilsoea01,794
Ed Acosta,Ed,NULL,Acosta,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=acosted01,795
Ed Armbrister,Ed,NULL,Armbrister,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=armbred01,796
Ed Brinkman,Ed,NULL,Brinkman,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=brinked01,797
Ed Correa,Ed,NULL,Correa,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=correed01,798
Ed Crosby,Ed,NULL,Crosby,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=crosbed01,799
Ed Farmer,Ed,NULL,Farmer,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=farmeed01,800
Ed Figueroa,Ed,NULL,Figueroa,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=figueed01,801
Ed Glynn,Ed,NULL,Glynn,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=glynned01,802
Ed Goodson,Ed,NULL,Goodson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=goodsed01,803
Ed Halicki,Ed,NULL,Halicki,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=haliced01,804
Ed Hearn,Ed,NULL,Hearn,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hearned02,805
Ed Hearne,Ed,NULL,Hearne,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hearned01,806
Ed Herrmann,Ed,NULL,Herrmann,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=herrmed01,807
Ed Hodge,Ed,NULL,Hodge,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hodgeed01,808
Ed Jurak,Ed,NULL,Jurak,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=juraked01,809
Ed Kirkpatrick,Ed,NULL,Kirkpatrick,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kirkped01,810
Ed Kranepool,Ed,NULL,Kranepool,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kraneed01,811
Ed Lynch,Ed,NULL,Lynch,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=lynched01,812
Ed Olwine,Ed,NULL,Olwine,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=olwined01,813
Ed Ott,Ed,NULL,Ott,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=otted01,814
Ed Putman,Ed,NULL,Putman,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=putmaed01,815
Ed Romero,Ed,NULL,Romero,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=romered01,816
Ed Spiezio,Ed,NULL,Spiezio,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=spiezed01,817
Ed Sprague,Ed,NULL,Sprague,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=spraged01,818
Ed Stroud,Ed,NULL,Stroud,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=stroued01,819
Ed Vande Berg,Ed,Vande,Berg,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=vandeed01,820
Ed Whited,Ed,NULL,Whited,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=whiteed02,821
Ed Whitson,Ed,NULL,Whitson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=whitsed01,822
Ed Wojna,Ed,NULL,Wojna,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wojnaed01,823
Eddie Bane,Eddie,NULL,Bane,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=baneed01,824
Eddie Fisher,Eddie,NULL,Fisher,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=fisheed02,825
Eddie Kasko,Eddie,NULL,Kasko,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kaskoed01,826
Eddie Leon,Eddie,NULL,Leon,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=leoned01,827
Eddie Miller,Eddie,NULL,Miller,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=milleed04,828
Eddie Milner,Eddie,NULL,Milner,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=milneed01,829
Eddie Murray,Eddie,NULL,Murray,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=murraed02,830
Eddie Solomon,Eddie,NULL,Solomon,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=solomed01,831
Eddie Watt,Eddie,NULL,Watt,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=watted01,832
Eddie Williams,Eddie,NULL,Williams,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=willied01,833
Eduardo Rodriguez,Eduardo,NULL,Rodriguez,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=rodried01,834
Edwin Nunez,Edwin,NULL,Nunez,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=nunezed01,835
Elias Sosa,Elias,NULL,Sosa,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=sosael01,836
Ellie Hendricks,Ellie,NULL,Hendricks,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hendrel01,837
Ellie Rodriguez,Ellie,NULL,Rodriguez,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=rodriel01,838
Elliott Maddox,Elliott,NULL,Maddox,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=maddoel01,839
Ellis Burks,Ellis,NULL,Burks,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=burksel01,840
Ellis Valentine,Ellis,NULL,Valentine,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=valenel01,841
Enos Cabell,Enos,NULL,Cabell,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=cabelen01,842
Enrique Romo,Enrique,NULL,Romo,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=romoen01,843
Enzo Hernandez,Enzo,NULL,Hernandez,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hernaen01,844
Eric Anthony,Eric,NULL,Anthony,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=anthoer01,845
Eric Bell,Eric,NULL,Bell,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=beller01,846
Eric Davis,Eric,NULL,Davis,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=daviser01,847
Eric King,Eric,NULL,King,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kinger01,848
Eric Nolte,Eric,NULL,Nolte,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=nolteer01,849
Eric Plunk,Eric,NULL,Plunk,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=plunker01,850
Eric Raich,Eric,NULL,Raich,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=raicher01,851
Eric Rasmussen,Eric,NULL,Rasmussen,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=rasmuer01,852
Eric Show,Eric,NULL,Show,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=shower01,853
Eric Soderholm,Eric,NULL,Soderholm,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=soderer01,854
Eric Wilkins,Eric,NULL,Wilkins,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wilkier01,855
Eric Yelding,Erick,NULL,Yelding,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=yeldier01,856
Ernest Riles,Ernest,NULL,Riles,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=rileser01,857
Ernie Banks,Ernie,NULL,Banks,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bankser01,858
Ernie Camacho,Ernie,NULL,Camacho,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=camacer01,859
Ernie McAnally,Ernie,NULL,McAnally,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=mcanaer01,860
Ernie Whitt,Ernie,NULL,Whitt,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=whitter01,861
Felipe Alou,Felipe,NULL,Alou,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=aloufe01,862
Felix Fermin,Felix,NULL,Fermin,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=fermife01,863
Felix Millan,Felix,NULL,Millan,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=millafe01,864
Fergie Jenkins,Fergie,NULL,Jenkins,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=jenkife01,865
Fernando Arroyo,Fernando,NULL,Arroyo,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=arroyfe01,866
Fernando Gonzalez,Fernando,NULL,Gonzalez,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=gonzafe01,867
Fernando Valenzuela,Fernando,NULL,Valenzuela,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=valenfe01,868
Floyd Bannister,Floyd,NULL,Bannister,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bannifl01,869
Floyd Chiffer,Floyd,NULL,Chiffer,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=chifffl01,870
Floyd Rayford,Floyd,NULL,Rayford,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=rayfofl01,871
Floyd Weaver,Floyd,NULL,Weaver,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=weavefl01,872
Floyd Wicker,Floyd,NULL,Wicker,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wickefl01,873
Floyd Youmans,Floyd,NULL,Youmans,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=youmafl01,874
Fran Healy,Fran,NULL,Healy,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=healyfr02,875
Fran Mullins,Fran,NULL,Mullins,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=mullifr01,876
Francisco Barrios,Francisco,NULL,Barrios,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=barrifr01,877
Frank Baker,Frank,NULL,Baker,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bakerfr02,878
Frank Bertaina,Frank,NULL,Bertaina,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bertafr01,879
Frank DiPino,Frank,NULL,DiPino,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=dipinfr01,880
Frank Duffy,Frank,NULL,Duffy,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=duffyfr01,881
Frank Eufemia,Frank,NULL,Eufemia,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=eufemfr01,882
Frank Fernandez,Frank,NULL,Fernandez,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=fernafr01,883
Frank Howard,Frank,NULL,Howard,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=howarfr01,884
Frank Johnson,Frank,NULL,Johnson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=johnsfr03,885
Frank LaCorte,Frank,NULL,LaCorte,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=lacorfr01,886
Frank Linzy,Frank,NULL,Linzy,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=linzyfr01,887
Frank Pastore,Frank,NULL,Pastore,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=pastofr01,888
Frank Quilici,Frank,NULL,Quilici,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=quilifr01,889
Frank Reberger,Frank,NULL,Reberger,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=reberfr01,890
Frank Riccelli,Frank,NULL,Riccelli,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=riccefr01,891
Frank Robinson,Frank,NULL,Robinson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=robinfr02,892
Frank Tanana,Frank,NULL,Tanana,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=tananfr01,893
Frank Taveras,Frank,NULL,Taveras,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=taverfr01,894
Frank Tepedino,Frank,NULL,Tepedino,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=tepedfr01,895
Frank Viola,Frank,NULL,Viola,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=violafr01,896
Frank White,Frank,NULL,White,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=whitefr01,897
Frank Williams,Frank,NULL,Williams,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=willifr01,898
Frank Wills,Frank,NULL,Wills,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=willsfr01,899
Franklin Stubbs,Franklin,NULL,Stubbs,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=stubbfr01,900
Fred Beene,Fred,NULL,Beene,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=beenefr01,901
Fred Breining,Fred,NULL,Breining,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=breinfr01,902
Fred Gladding,Fred,NULL,Gladding,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=gladdfr01,903
Fred Holdsworth,Fred,NULL,Holdsworth,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=holdsfr01,904
Fred Howard,Fred,NULL,Howard,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=howarfr02,905
Fred Kendall,Fred,NULL,Kendall,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=kendafr01,906
Fred Lasher,Fred,NULL,Lasher,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=lashefr01,907
Fred Lynn,Fred,NULL,Lynn,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=lynnfr01,908
Fred Manrique,Fred,NULL,Manrique,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=manrifr01,909
Fred McGriff,Fred,NULL,McGriff,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=mcgrifr01,910
Fred Norman,Fred,NULL,Norman,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=normafr01,911
Fred Scherman,Fred,NULL,Scherman,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=scherfr01,912
Fred Stanley,Fred,NULL,Stanley,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=stanlfr01,913
Fred Talbot,Fred,NULL,Talbot,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=talbofr01,914
Fred Wenz,Fred,NULL,Wenz,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=wenzfr01,915
Freddie Martinez,Freddie,NULL,Martinez,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=martial02,916
Freddie Patek,Freddie,NULL,Patek,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=patekfr01,917
Freddie Toliver,Freddie,NULL,Toliver,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=tolivfr01,918
Fritz Peterson,Fritz,NULL,Peterson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=peterfr01,919
Gail Hopkins,Gail,NULL,Hopkins,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hopkiga01,920
Garry Hancock,Garry,NULL,Hancock,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=hancoga01,921
Garry Jestadt,Garry,NULL,Jestadt,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=jestaga01,922
Garry Maddox,Garry,NULL,Maddox,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=maddoga01,923
Garry Templeton,Garry,NULL,Templeton,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=templga01,924
Garth Iorg,Garth,NULL,Iorg,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=iorgga01,925
Gary Alexander,Gary,NULL,Alexander,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=alexaga01,926
Gary Allenson,Gary,NULL,Allenson,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=allenga01,927
Gary Beare,Gary,NULL,Beare,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=bearega01,928
Gary Carter,Gary,NULL,Carter,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=cartega01,929
Gary Gaetti,Gary,NULL,Gaetti,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=gaettga01,930
Gary Gentry,Gary,NULL,Gentry,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=gentrga01,931
Gary Gray,Gary,NULL,Gray,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=grayga01,932
Gary Green,Gary,NULL,Green,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=greenga01,933
Gary Lavelle,Gary,NULL,Lavelle,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=lavelga01,934
Gary Lucas,Gary,NULL,Lucas,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=lucasga01,935
Gary Matthews,Gary,NULL,Matthews,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=matthga01,936
Gary Mielke,Gary,NULL,Mielke,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=mielkga01,937
Gary Neibauer,Gary,NULL,Neibauer,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=neibaga01,938
Gary Nolan,Gary,NULL,Nolan,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=nolanga01,939
Gary Peters,Gary,NULL,Peters,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=peterga01,940
Gary Pettis,Gary,NULL,Pettis,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=pettiga01,941
Gary Rajsich,Gary,NULL,Rajsich,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=rajsiga01,942
Gary Redus,Gary,NULL,Redus,NULL,NULL,https://www.baseball-almanac.com/players/player.php?p=redusga01,943
