card_year,card_num,card_stat_year,card_desc,card_notes,card_player_url,card_player_id,,,
1970,372,1969,Dave Giusti,,https://www.baseball-almanac.com/players/player.php?p=giustda01,583,,Dave Giustihttps://www.baseball-almanac.com/players/player.php?p=giustda01,
1974,636,1973,Dave Goltz,,https://www.baseball-almanac.com/players/player.php?p=goltzda01,584,,Dave Goltzhttps://www.baseball-almanac.com/players/player.php?p=goltzda01,
1984,371,1983,Dave Gumpert,,https://www.baseball-almanac.com/players/player.php?p=gumpeda01,585,,Dave Gumperthttps://www.baseball-almanac.com/players/player.php?p=gumpeda01,
1974,633,1973,Dave Hamilton,,https://www.baseball-almanac.com/players/player.php?p=hamilda01,586,,Dave Hamiltonhttps://www.baseball-almanac.com/players/player.php?p=hamilda01,
1976,213,1975,Dave Heaverlo,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=heaveda01,587,,Dave Heaverlohttps://www.baseball-almanac.com/players/player.php?p=heaveda01,
1983,732,1982,Dave Henderson,,https://www.baseball-almanac.com/players/player.php?p=hendeda01,588,,Dave Hendersonhttps://www.baseball-almanac.com/players/player.php?p=hendeda01,
1989,531,1988,Dave Hengel,,https://www.baseball-almanac.com/players/player.php?p=hengeda01,589,,Dave Hengelhttps://www.baseball-almanac.com/players/player.php?p=hengeda01,
1974,148,1973,Dave Hilton,,https://www.baseball-almanac.com/players/player.php?p=hiltoda01,590,,Dave Hiltonhttps://www.baseball-almanac.com/players/player.php?p=hiltoda01,
1983,584,1982,Dave Hostetler,,https://www.baseball-almanac.com/players/player.php?p=hosteda01,591,,Dave Hostetlerhttps://www.baseball-almanac.com/players/player.php?p=hosteda01,
1978,627,1977,Dave Johnson,,https://www.baseball-almanac.com/players/player.php?p=johnsda03,592,,Dave Johnsonhttps://www.baseball-almanac.com/players/player.php?p=johnsda03,
1987,543,1986,Dave Johnson,Manager Card,https://www.baseball-almanac.com/players/player.php?p=johnsda04,592,,Dave Johnsonhttps://www.baseball-almanac.com/players/player.php?p=johnsda04,
1972,147,1971,Dave Kingman,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=kingmda01,594,,Dave Kingmanhttps://www.baseball-almanac.com/players/player.php?p=kingmda01,
1983,438,1982,Dave LaPoint,,https://www.baseball-almanac.com/players/player.php?p=lapoida01,595,,Dave LaPointhttps://www.baseball-almanac.com/players/player.php?p=lapoida01,
1971,174,1970,Dave LaRoche,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=larocda01,596,,Dave LaRochehttps://www.baseball-almanac.com/players/player.php?p=larocda01,
1987,441,1986,Dave Leiper,,https://www.baseball-almanac.com/players/player.php?p=leipeda01,597,,Dave Leiperhttps://www.baseball-almanac.com/players/player.php?p=leipeda01,
1975,571,1974,Dave Lemanczyk,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=lemanda01,598,,Dave Lemanczykhttps://www.baseball-almanac.com/players/player.php?p=lemanda01,
1970,674,1969,Dave Leonhard,,https://www.baseball-almanac.com/players/player.php?p=leonhda01,599,,Dave Leonhardhttps://www.baseball-almanac.com/players/player.php?p=leonhda01,
1987,512,1986,Dave Magadan,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=magadda01,600,,Dave Magadanhttps://www.baseball-almanac.com/players/player.php?p=magadda01,
1970,58,1969,Dave Marshall,,https://www.baseball-almanac.com/players/player.php?p=marshda01,601,,Dave Marshallhttps://www.baseball-almanac.com/players/player.php?p=marshda01,
1988,439,1987,Dave Martinez,,https://www.baseball-almanac.com/players/player.php?p=martida01,602,,Dave Martinezhttps://www.baseball-almanac.com/players/player.php?p=martida01,
1970,81,1969,Dave May,,https://www.baseball-almanac.com/players/player.php?p=mayda01,603,,Dave Mayhttps://www.baseball-almanac.com/players/player.php?p=mayda01,
1977,377,1976,Dave McKay,,https://www.baseball-almanac.com/players/player.php?p=mckayda01,604,,Dave McKayhttps://www.baseball-almanac.com/players/player.php?p=mckayda01,
1970,20,1969,Dave McNally,,https://www.baseball-almanac.com/players/player.php?p=mcnalda01,605,,Dave McNallyhttps://www.baseball-almanac.com/players/player.php?p=mcnalda01,
1988,199,1987,Dave Meads,,https://www.baseball-almanac.com/players/player.php?p=meadsda01,606,,Dave Meadshttps://www.baseball-almanac.com/players/player.php?p=meadsda01,
1985,356,1984,Dave Meier,,https://www.baseball-almanac.com/players/player.php?p=meierda01,607,,Dave Meierhttps://www.baseball-almanac.com/players/player.php?p=meierda01,
1976,327,1975,Dave Moates,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=moateda01,608,,Dave Moateshttps://www.baseball-almanac.com/players/player.php?p=moateda01,
1970,495,1969,Dave Morehead,,https://www.baseball-almanac.com/players/player.php?p=morehda01,609,,Dave Moreheadhttps://www.baseball-almanac.com/players/player.php?p=morehda01,
1970,112,1969,Dave Nelson,,https://www.baseball-almanac.com/players/player.php?p=nelsoda01,610,,Dave Nelsonhttps://www.baseball-almanac.com/players/player.php?p=nelsoda01,
1989,131,1988,Dave Otto,,https://www.baseball-almanac.com/players/player.php?p=ottoda01,611,,Dave Ottohttps://www.baseball-almanac.com/players/player.php?p=ottoda01,
1985,642,1984,Dave Owen,,https://www.baseball-almanac.com/players/player.php?p=owenda01,612,,Dave Owenhttps://www.baseball-almanac.com/players/player.php?p=owenda01,
1975,648,1974,Dave Pagan,,https://www.baseball-almanac.com/players/player.php?p=paganda01,613,,Dave Paganhttps://www.baseball-almanac.com/players/player.php?p=paganda01,
1980,42,1979,Dave Palmer,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=palmeda01,614,,Dave Palmerhttps://www.baseball-almanac.com/players/player.php?p=palmeda01,
1974,252,1973,Dave Parker,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=parkeda01,615,,Dave Parkerhttps://www.baseball-almanac.com/players/player.php?p=parkeda01,
1974,213,1973,Dave Rader,,https://www.baseball-almanac.com/players/player.php?p=raderda01,616,,Dave Raderhttps://www.baseball-almanac.com/players/player.php?p=raderda01,
1980,548,1979,Dave Rajsich,,https://www.baseball-almanac.com/players/player.php?p=rajsida01,617,,Dave Rajsichhttps://www.baseball-almanac.com/players/player.php?p=rajsida01,
1979,224,1978,Dave Revering,,https://www.baseball-almanac.com/players/player.php?p=reverda01,618,,Dave Reveringhttps://www.baseball-almanac.com/players/player.php?p=reverda01,
1970,626,1969,Dave Ricketts,,https://www.baseball-almanac.com/players/player.php?p=rickeda01,619,,Dave Rickettshttps://www.baseball-almanac.com/players/player.php?p=rickeda01,
1982,439,1981,Dave Righetti,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=righeda01,620,,Dave Righettihttps://www.baseball-almanac.com/players/player.php?p=righeda01,
1970,151,1969,Dave Roberts,,https://www.baseball-almanac.com/players/player.php?p=roberda05,621,,Dave Robertshttps://www.baseball-almanac.com/players/player.php?p=roberda05,
1974,309,1973,Dave Roberts,,https://www.baseball-almanac.com/players/player.php?p=roberda06,621,,Dave Robertshttps://www.baseball-almanac.com/players/player.php?p=roberda06,
1980,212,1979,Dave Roberts,,,621,,Dave Roberts,
1976,546,1975,Dave Rosello,,https://www.baseball-almanac.com/players/player.php?p=roselda01,622,,Dave Rosellohttps://www.baseball-almanac.com/players/player.php?p=roselda01,
1978,124,1977,Dave Rozema,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=rozemda01,623,,Dave Rozemahttps://www.baseball-almanac.com/players/player.php?p=rozemda01,
1983,304,1982,Dave Rucker,,https://www.baseball-almanac.com/players/player.php?p=ruckeda01,624,,Dave Ruckerhttps://www.baseball-almanac.com/players/player.php?p=ruckeda01,
1986,307,1985,Dave Sax,,https://www.baseball-almanac.com/players/player.php?p=saxda01,625,,Dave Saxhttps://www.baseball-almanac.com/players/player.php?p=saxda01,
1983,116,1982,Dave Schmidt,,https://www.baseball-almanac.com/players/player.php?p=schmida01,626,,Dave Schmidthttps://www.baseball-almanac.com/players/player.php?p=schmida01,
1974,37,1973,Dave Sells,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=sellsda01,627,,Dave Sellshttps://www.baseball-almanac.com/players/player.php?p=sellsda01,
1978,593,1977,Dave Skaggs,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=skaggda01,628,,Dave Skaggshttps://www.baseball-almanac.com/players/player.php?p=skaggda01,
1981,534,1980,Dave Smith,,https://www.baseball-almanac.com/players/player.php?p=smithda01,629,,Dave Smithhttps://www.baseball-almanac.com/players/player.php?p=smithda01,
1982,761,1981,Dave Smith,,https://www.baseball-almanac.com/players/player.php?p=smithda02,629,,Dave Smithhttps://www.baseball-almanac.com/players/player.php?p=smithda02,
1981,81,1980,Dave Stapleton,,https://www.baseball-almanac.com/players/player.php?p=staplda01,630,,Dave Stapletonhttps://www.baseball-almanac.com/players/player.php?p=staplda01,
1984,664,1983,Dave Stegman,,https://www.baseball-almanac.com/players/player.php?p=stegmda01,631,,Dave Stegmanhttps://www.baseball-almanac.com/players/player.php?p=stegmda01,
1982,213,1981,Dave Stewart,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=stewada01,632,,Dave Stewarthttps://www.baseball-almanac.com/players/player.php?p=stewada01,
1980,77,1979,Dave Stieb,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=stiebda01,633,,Dave Stiebhttps://www.baseball-almanac.com/players/player.php?p=stiebda01,
1980,269,1979,Dave Tobik,,https://www.baseball-almanac.com/players/player.php?p=tobikda01,634,,Dave Tobikhttps://www.baseball-almanac.com/players/player.php?p=tobikda01,
1975,578,1974,Dave Tomlin,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=tomlida01,635,,Dave Tomlinhttps://www.baseball-almanac.com/players/player.php?p=tomlida01,
1988,583,1987,Dave Valle,,https://www.baseball-almanac.com/players/player.php?p=valleda01,636,,Dave Vallehttps://www.baseball-almanac.com/players/player.php?p=valleda01,
1983,322,1982,Dave Van Gorder,,https://www.baseball-almanac.com/players/player.php?p=vangoda01,637,,Dave Van Gorderhttps://www.baseball-almanac.com/players/player.php?p=vangoda01,
1985,177,1984,Dave Von Ohlen,,https://www.baseball-almanac.com/players/player.php?p=vonohda01,638,,Dave Von Ohlenhttps://www.baseball-almanac.com/players/player.php?p=vonohda01,
1970,168,1969,Dave Watkins,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=watkida01,639,,Dave Watkinshttps://www.baseball-almanac.com/players/player.php?p=watkida01,
1982,694,1981,Dave Wehrmeister,,https://www.baseball-almanac.com/players/player.php?p=wehrmda01,640,,Dave Wehrmeisterhttps://www.baseball-almanac.com/players/player.php?p=wehrmda01,
1974,456,1973,Dave Winfield,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=winfida01,641,,Dave Winfieldhttps://www.baseball-almanac.com/players/player.php?p=winfida01,
1970,45,1969,Davey Johnson,,https://www.baseball-almanac.com/players/player.php?p=johnsda02,642,,Davey Johnsonhttps://www.baseball-almanac.com/players/player.php?p=johnsda02,
1974,112,1973,Davey Lopes,,https://www.baseball-almanac.com/players/player.php?p=lopesda01,643,,Davey Lopeshttps://www.baseball-almanac.com/players/player.php?p=lopesda01,
1974,133,1973,David Clyde,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=clydeda01,644,,David Clydehttps://www.baseball-almanac.com/players/player.php?p=clydeda01,
1988,181,1987,David Cone,,https://www.baseball-almanac.com/players/player.php?p=coneda01,645,,David Conehttps://www.baseball-almanac.com/players/player.php?p=coneda01,
1983,578,1982,David Green,,https://www.baseball-almanac.com/players/player.php?p=greenda03,646,,David Greenhttps://www.baseball-almanac.com/players/player.php?p=greenda03,
1989,567,1988,David Wells,,https://www.baseball-almanac.com/players/player.php?p=wellsda01,647,,David Wellshttps://www.baseball-almanac.com/players/player.php?p=wellsda01,
1989,787,1988,David West,,https://www.baseball-almanac.com/players/player.php?p=westda01,648,,David Westhttps://www.baseball-almanac.com/players/player.php?p=westda01,
1989,147,1988,De Wayne Buice,,https://www.baseball-almanac.com/players/player.php?p=buicede01,649,,De Wayne Buicehttps://www.baseball-almanac.com/players/player.php?p=buicede01,
1970,625,1969,Dean Chance,,https://www.baseball-almanac.com/players/player.php?p=chancde01,650,,Dean Chancehttps://www.baseball-almanac.com/players/player.php?p=chancde01,
1975,384,1974,Del Crandall,Milwaukee Brewers Team Photo,https://www.baseball-almanac.com/players/player.php?p=crandde01,651,,Del Crandallhttps://www.baseball-almanac.com/players/player.php?p=crandde01,
1972,718,1971,Del Rice,Manager Card,https://www.baseball-almanac.com/players/player.php?p=ricede01,652,,Del Ricehttps://www.baseball-almanac.com/players/player.php?p=ricede01,
1970,336,1969,Del Unser,,https://www.baseball-almanac.com/players/player.php?p=unserde01,653,,Del Unserhttps://www.baseball-almanac.com/players/player.php?p=unserde01,
1990,224,1989,Delino DeShields,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=deshide01,654,,Delino DeShieldshttps://www.baseball-almanac.com/players/player.php?p=deshide01,
1979,54,1978,Dell Alston,,https://www.baseball-almanac.com/players/player.php?p=alstode01,655,,Dell Alstonhttps://www.baseball-almanac.com/players/player.php?p=alstode01,
1970,155,1969,Denis Menke,,https://www.baseball-almanac.com/players/player.php?p=menkede01,656,,Denis Menkehttps://www.baseball-almanac.com/players/player.php?p=menkede01,
1975,521,1974,Dennis Blair,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=blairde01,657,,Dennis Blairhttps://www.baseball-almanac.com/players/player.php?p=blairde01,
1976,98,1975,Dennis Eckersley,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=eckerde01,658,,Dennis Eckersleyhttps://www.baseball-almanac.com/players/player.php?p=eckerde01,
1970,257,1969,Dennis Higgins,,https://www.baseball-almanac.com/players/player.php?p=higgide01,659,,Dennis Higginshttps://www.baseball-almanac.com/players/player.php?p=higgide01,
1981,599,1980,Dennis Kinney,,https://www.baseball-almanac.com/players/player.php?p=kinnede01,660,,Dennis Kinneyhttps://www.baseball-almanac.com/players/player.php?p=kinnede01,
1979,153,1978,Dennis Lamp,,https://www.baseball-almanac.com/players/player.php?p=lampde01,661,,Dennis Lamphttps://www.baseball-almanac.com/players/player.php?p=lampde01,
1976,334,1975,Dennis Leonard,,https://www.baseball-almanac.com/players/player.php?p=leonade01,662,,Dennis Leonardhttps://www.baseball-almanac.com/players/player.php?p=leonade01,
1982,356,1981,Dennis Lewallyn,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=lewalde01,663,,Dennis Lewallynhttps://www.baseball-almanac.com/players/player.php?p=lewalde01,
1981,561,1980,Dennis Littlejohn,,https://www.baseball-almanac.com/players/player.php?p=littlde01,664,,Dennis Littlejohnhttps://www.baseball-almanac.com/players/player.php?p=littlde01,
1978,119,1977,Dennis Martinez,,https://www.baseball-almanac.com/players/player.php?p=martide01,665,,Dennis Martinezhttps://www.baseball-almanac.com/players/player.php?p=martide01,
1987,47,1986,Dennis Powell,,https://www.baseball-almanac.com/players/player.php?p=powelde01,666,,Dennis Powellhttps://www.baseball-almanac.com/players/player.php?p=powelde01,
1985,691,1984,Dennis Rasmussen,,https://www.baseball-almanac.com/players/player.php?p=rasmude01,667,,Dennis Rasmussenhttps://www.baseball-almanac.com/players/player.php?p=rasmude01,
1982,154,1981,Dennis Werth,,https://www.baseball-almanac.com/players/player.php?p=werthde01,668,,Dennis Werthhttps://www.baseball-almanac.com/players/player.php?p=werthde01,
1971,352,1970,Denny Doyle,,https://www.baseball-almanac.com/players/player.php?p=doylede01,669,,Denny Doylehttps://www.baseball-almanac.com/players/player.php?p=doylede01,
1986,746,1985,Denny Gonzalez,,https://www.baseball-almanac.com/players/player.php?p=gonzade01,670,,Denny Gonzalezhttps://www.baseball-almanac.com/players/player.php?p=gonzade01,
1970,178,1969,Denny Lemaster,,https://www.baseball-almanac.com/players/player.php?p=lemasde01,671,,Denny Lemasterhttps://www.baseball-almanac.com/players/player.php?p=lemasde01,
1970,400,1969,Denny McLain,,https://www.baseball-almanac.com/players/player.php?p=mclaide01,672,,Denny McLainhttps://www.baseball-almanac.com/players/player.php?p=mclaide01,
1972,642,1971,Denny Riddleberger,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=riddlde01,673,,Denny Riddlebergerhttps://www.baseball-almanac.com/players/player.php?p=riddlde01,
1979,553,1978,Denny Walling,,https://www.baseball-almanac.com/players/player.php?p=wallide01,674,,Denny Wallinghttps://www.baseball-almanac.com/players/player.php?p=wallide01,
1970,125,1969,Deron Johnson,,https://www.baseball-almanac.com/players/player.php?p=johnsde01,675,,Deron Johnsonhttps://www.baseball-almanac.com/players/player.php?p=johnsde01,
1974,518,1973,Derrel Thomas,,https://www.baseball-almanac.com/players/player.php?p=thomade01,676,,Derrel Thomashttps://www.baseball-almanac.com/players/player.php?p=thomade01,
1987,139,1986,Devon White,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=whitede03,677,,Devon Whitehttps://www.baseball-almanac.com/players/player.php?p=whitede03,
1981,487,1980,Dewey Robinson,,https://www.baseball-almanac.com/players/player.php?p=robinde01,678,,Dewey Robinsonhttps://www.baseball-almanac.com/players/player.php?p=robinde01,
1984,742,1983,Dib Williams,,https://www.baseball-almanac.com/players/player.php?p=willidi01,679,,Dib Williamshttps://www.baseball-almanac.com/players/player.php?p=willidi01,
1970,40,1969,Dick Allen,,https://www.baseball-almanac.com/players/player.php?p=allendi01,680,,Dick Allenhttps://www.baseball-almanac.com/players/player.php?p=allendi01,
1971,729,1970,Dick Billings,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=billidi01,681,,Dick Billingshttps://www.baseball-almanac.com/players/player.php?p=billidi01,
1970,175,1969,Dick Bosman,,https://www.baseball-almanac.com/players/player.php?p=bosmadi01,682,,Dick Bosmanhttps://www.baseball-almanac.com/players/player.php?p=bosmadi01,
1979,474,1978,Dick Davis,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=davisdi02,683,,Dick Davishttps://www.baseball-almanac.com/players/player.php?p=davisdi02,
1970,135,1969,Dick Dietz,,https://www.baseball-almanac.com/players/player.php?p=dietzdi01,684,,Dick Dietzhttps://www.baseball-almanac.com/players/player.php?p=dietzdi01,
1970,37,1969,Dick Drago,,https://www.baseball-almanac.com/players/player.php?p=dragodi01,685,,Dick Dragohttps://www.baseball-almanac.com/players/player.php?p=dragodi01,
1970,59,1969,Dick Ellsworth,,https://www.baseball-almanac.com/players/player.php?p=ellswdi01,686,,Dick Ellsworthhttps://www.baseball-almanac.com/players/player.php?p=ellswdi01,
1970,311,1969,Dick Green,,https://www.baseball-almanac.com/players/player.php?p=greendi01,687,,Dick Greenhttps://www.baseball-almanac.com/players/player.php?p=greendi01,
1970,182,1969,Dick Hall,,https://www.baseball-almanac.com/players/player.php?p=halldi01,688,,Dick Hallhttps://www.baseball-almanac.com/players/player.php?p=halldi01,
1980,424,1979,Dick Howser,New York Yankees Team Checklist,https://www.baseball-almanac.com/players/player.php?p=howsedi01,689,,Dick Howserhttps://www.baseball-almanac.com/players/player.php?p=howsedi01,
1970,474,1969,Dick Kelley,,https://www.baseball-almanac.com/players/player.php?p=kelledi01,690,,Dick Kelleyhttps://www.baseball-almanac.com/players/player.php?p=kelledi01,
1974,429,1973,Dick Lange,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=langedi01,691,,Dick Langehttps://www.baseball-almanac.com/players/player.php?p=langedi01,
1970,475,1969,Dick McAuliffe,,https://www.baseball-almanac.com/players/player.php?p=mcauldi01,692,,Dick McAuliffehttps://www.baseball-almanac.com/players/player.php?p=mcauldi01,
1975,513,1974,Dick Pole,,https://www.baseball-almanac.com/players/player.php?p=poledi01,693,,Dick Polehttps://www.baseball-almanac.com/players/player.php?p=poledi01,
1974,47,1973,Dick Ruthven,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=ruthvdi01,694,,Dick Ruthvenhttps://www.baseball-almanac.com/players/player.php?p=ruthvdi01,
1970,251,1969,Dick Schofield,,https://www.baseball-almanac.com/players/player.php?p=schofdi01,695,,Dick Schofieldhttps://www.baseball-almanac.com/players/player.php?p=schofdi01,
1985,629,1984,Dick Schofield,,https://www.baseball-almanac.com/players/player.php?p=schofdi02,695,,Dick Schofieldhttps://www.baseball-almanac.com/players/player.php?p=schofdi02,
1970,24,1969,Dick Selma,,https://www.baseball-almanac.com/players/player.php?p=selmadi01,696,,Dick Selmahttps://www.baseball-almanac.com/players/player.php?p=selmadi01,
1974,48,1973,Dick Sharon,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=sharodi01,697,,Dick Sharonhttps://www.baseball-almanac.com/players/player.php?p=sharodi01,
1971,283,1970,Dick Such,,https://www.baseball-almanac.com/players/player.php?p=suchdi01,698,,Dick Suchhttps://www.baseball-almanac.com/players/player.php?p=suchdi01,
1974,231,1973,Dick Tidrow,,https://www.baseball-almanac.com/players/player.php?p=tidrodi01,699,,Dick Tidrowhttps://www.baseball-almanac.com/players/player.php?p=tidrodi01,
1971,714,1970,Dick Williams,Manager,https://www.baseball-almanac.com/players/player.php?p=willidi02,700,,Dick Williamshttps://www.baseball-almanac.com/players/player.php?p=willidi02,
1977,647,1976,Dick Williams,Montreal Expos Team Checklist,,700,,Dick Williams,
1970,479,1969,Dick Woodson,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=woodsdi01,701,,Dick Woodsonhttps://www.baseball-almanac.com/players/player.php?p=woodsdi01,
1981,406,1980,Dickie Noles,,https://www.baseball-almanac.com/players/player.php?p=nolesdi01,702,,Dickie Noleshttps://www.baseball-almanac.com/players/player.php?p=nolesdi01,
1981,209,1980,Dickie Thon,,https://www.baseball-almanac.com/players/player.php?p=thondi01,703,,Dickie Thonhttps://www.baseball-almanac.com/players/player.php?p=thondi01,
1970,2,1969,Diego Segui,,https://www.baseball-almanac.com/players/player.php?p=seguidi01,704,,Diego Seguihttps://www.baseball-almanac.com/players/player.php?p=seguidi01,
1985,228,1984,Dion James,,https://www.baseball-almanac.com/players/player.php?p=jamesdi01,705,,Dion Jameshttps://www.baseball-almanac.com/players/player.php?p=jamesdi01,
1988,374,1987,Doc Edwards,Manager,https://www.baseball-almanac.com/players/player.php?p=edwardo01,706,,Doc Edwardshttps://www.baseball-almanac.com/players/player.php?p=edwardo01,
1974,445,1973,Doc Medich,,https://www.baseball-almanac.com/players/player.php?p=medicdo01,707,,Doc Medichhttps://www.baseball-almanac.com/players/player.php?p=medicdo01,
1970,551,1969,Dock Ellis,,https://www.baseball-almanac.com/players/player.php?p=ellisdo01,708,,Dock Ellishttps://www.baseball-almanac.com/players/player.php?p=ellisdo01,
1984,194,1983,Domingo Ramos,,https://www.baseball-almanac.com/players/player.php?p=ramosdo01,709,,Domingo Ramoshttps://www.baseball-almanac.com/players/player.php?p=ramosdo01,
1978,12,1977,Don Aase,,https://www.baseball-almanac.com/players/player.php?p=aasedo01,710,,Don Aasehttps://www.baseball-almanac.com/players/player.php?p=aasedo01,
1985,392,1984,Don August,Team USA Baseball Card,https://www.baseball-almanac.com/players/player.php?p=augusdo01,711,,Don Augusthttps://www.baseball-almanac.com/players/player.php?p=augusdo01,
1974,187,1973,Don Baylor,,https://www.baseball-almanac.com/players/player.php?p=baylodo01,712,,Don Baylorhttps://www.baseball-almanac.com/players/player.php?p=baylodo01,
1970,527,1969,Don Bosch,,https://www.baseball-almanac.com/players/player.php?p=boschdo01,713,,Don Boschhttps://www.baseball-almanac.com/players/player.php?p=boschdo01,
1970,473,1969,Don Bryant,,https://www.baseball-almanac.com/players/player.php?p=bryando01,714,,Don Bryanthttps://www.baseball-almanac.com/players/player.php?p=bryando01,
1970,305,1969,Don Buford,World Series Game 1,https://www.baseball-almanac.com/players/player.php?p=bufordo01,715,,Don Bufordhttps://www.baseball-almanac.com/players/player.php?p=bufordo01,
1970,83,1969,Don Cardwell,,https://www.baseball-almanac.com/players/player.php?p=cardwdo01,716,,Don Cardwellhttps://www.baseball-almanac.com/players/player.php?p=cardwdo01,
1986,532,1985,Don Carman,,https://www.baseball-almanac.com/players/player.php?p=carmado01,717,,Don Carmanhttps://www.baseball-almanac.com/players/player.php?p=carmado01,
1972,76,1971,Don Carrithers,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=carrido01,718,,Don Carrithershttps://www.baseball-almanac.com/players/player.php?p=carrido01,
1982,409,1981,Don Cooper,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=coopedo01,719,,Don Cooperhttps://www.baseball-almanac.com/players/player.php?p=coopedo01,
1975,391,1974,Don DeMola,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=demoldo01,720,,Don DeMolahttps://www.baseball-almanac.com/players/player.php?p=demoldo01,
1988,144,1987,Don Gordon,,https://www.baseball-almanac.com/players/player.php?p=gordodo01,721,,Don Gordonhttps://www.baseball-almanac.com/players/player.php?p=gordodo01,
1971,124,1970,Don Gullett,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=gulledo01,722,,Don Gulletthttps://www.baseball-almanac.com/players/player.php?p=gulledo01,
1970,123,1969,Don Gutteridge,,https://www.baseball-almanac.com/players/player.php?p=guttedo01,723,,Don Gutteridgehttps://www.baseball-almanac.com/players/player.php?p=guttedo01,
1971,94,1970,Don Hahn,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hahndo01,724,,Don Hahnhttps://www.baseball-almanac.com/players/player.php?p=hahndo01,
1989,499,1988,Don Heinkel,,https://www.baseball-almanac.com/players/player.php?p=heinkdo01,725,,Don Heinkelhttps://www.baseball-almanac.com/players/player.php?p=heinkdo01,
1974,436,1973,Don Hood,,https://www.baseball-almanac.com/players/player.php?p=hooddo01,726,,Don Hoodhttps://www.baseball-almanac.com/players/player.php?p=hooddo01,
1970,80,1969,Don Kessinger,,https://www.baseball-almanac.com/players/player.php?p=kessido01,727,,Don Kessingerhttps://www.baseball-almanac.com/players/player.php?p=kessido01,
1976,108,1975,Don Kirkwood,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=kirkwdo01,728,,Don Kirkwoodhttps://www.baseball-almanac.com/players/player.php?p=kirkwdo01,
1971,548,1970,Don Mason,,https://www.baseball-almanac.com/players/player.php?p=masondo01,729,,Don Masonhttps://www.baseball-almanac.com/players/player.php?p=masondo01,
1984,8,1983,Don Mattingly,,https://www.baseball-almanac.com/players/player.php?p=mattido01,730,,Don Mattinglyhttps://www.baseball-almanac.com/players/player.php?p=mattido01,
1970,519,1969,Don McMahon,,https://www.baseball-almanac.com/players/player.php?p=mcmahdo02,731,,Don McMahonhttps://www.baseball-almanac.com/players/player.php?p=mcmahdo02,
1970,185,1969,Don Mincher,,https://www.baseball-almanac.com/players/player.php?p=minchdo01,732,,Don Mincherhttps://www.baseball-almanac.com/players/player.php?p=minchdo01,
1970,645,1969,Don Money,,https://www.baseball-almanac.com/players/player.php?p=moneydo01,733,,Don Moneyhttps://www.baseball-almanac.com/players/player.php?p=moneydo01,
1974,33,1973,Don Newhauser,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=newhado01,734,,Don Newhauserhttps://www.baseball-almanac.com/players/player.php?p=newhado01,
1971,679,1970,Don O'Riley,,https://www.baseball-almanac.com/players/player.php?p=orildo01,735,,Don O'Rileyhttps://www.baseball-almanac.com/players/player.php?p=orildo01,
1970,504,1969,Don Pavletich,,https://www.baseball-almanac.com/players/player.php?p=pavledo01,736,,Don Pavletichhttps://www.baseball-almanac.com/players/player.php?p=pavledo01,
1979,292,1978,Don Reynolds,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=reynodo01,737,,Don Reynoldshttps://www.baseball-almanac.com/players/player.php?p=reynodo01,
1979,264,1978,Don Robinson,,https://www.baseball-almanac.com/players/player.php?p=robindo01,738,,Don Robinsonhttps://www.baseball-almanac.com/players/player.php?p=robindo01,
