card_year,card_num,card_stat_year,card_desc,card_notes,card_player_url,card_player_id,,,
1978,316,1977,Henry Cruz,,https://www.baseball-almanac.com/players/player.php?p=cruzhe02,1070,,Henry Cruzhttps://www.baseball-almanac.com/players/player.php?p=cruzhe02,
1975,407,1974,Herb Washington,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=washihe01,1071,,Herb Washingtonhttps://www.baseball-almanac.com/players/player.php?p=washihe01,
1986,448,1985,Herm Winningham,,https://www.baseball-almanac.com/players/player.php?p=winnihe01,1072,,Herm Winninghamhttps://www.baseball-almanac.com/players/player.php?p=winnihe01,
1977,518,1976,Herman Franks,Chicago Cubs Team Checklist,https://www.baseball-almanac.com/players/player.php?p=frankhe01,1073,,Herman Frankshttps://www.baseball-almanac.com/players/player.php?p=frankhe01,
1989,109,1988,Hipolito Pena,,https://www.baseball-almanac.com/players/player.php?p=penahi01,1074,,Hipolito Penahttps://www.baseball-almanac.com/players/player.php?p=penahi01,
1976,344,1975,Honus Wagner,All-Time Greats Card,https://www.baseball-almanac.com/players/player.php?p=wagneho01,1075,,Honus Wagnerhttps://www.baseball-almanac.com/players/player.php?p=wagneho01,
1970,623,1969,Horace Clarke,,https://www.baseball-almanac.com/players/player.php?p=clarkho01,1076,,Horace Clarkehttps://www.baseball-almanac.com/players/player.php?p=clarkho01,
1979,438,1978,Horace Speed,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=speedho01,1077,,Horace Speedhttps://www.baseball-almanac.com/players/player.php?p=speedho01,
1971,497,1970,Horacio Pina,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=pinaho01,1078,,Horacio Pinahttps://www.baseball-almanac.com/players/player.php?p=pinaho01,
1979,656,1978,Hosken Powell,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=powelho01,1079,,Hosken Powellhttps://www.baseball-almanac.com/players/player.php?p=powelho01,
1984,411,1983,Houston Jimenez,,https://www.baseball-almanac.com/players/player.php?p=jimenho01,1080,,Houston Jimenezhttps://www.baseball-almanac.com/players/player.php?p=jimenho01,
1984,284,1983,Howard Bailey,,https://www.baseball-almanac.com/players/player.php?p=baileho01,1081,,Howard Baileyhttps://www.baseball-almanac.com/players/player.php?p=baileho01,
1985,192,1984,Howard Johnson,,https://www.baseball-almanac.com/players/player.php?p=johnsho01,1082,,Howard Johnsonhttps://www.baseball-almanac.com/players/player.php?p=johnsho01,
1970,548,1969,Howie Reed,,https://www.baseball-almanac.com/players/player.php?p=reedho01,1083,,Howie Reedhttps://www.baseball-almanac.com/players/player.php?p=reedho01,
1970,17,1969,Hoyt Wilhelm,,https://www.baseball-almanac.com/players/player.php?p=wilheho01,1084,,Hoyt Wilhelmhttps://www.baseball-almanac.com/players/player.php?p=wilheho01,
1982,494,1981,Hubie Brooks,,https://www.baseball-almanac.com/players/player.php?p=brookhu01,1085,,Hubie Brookshttps://www.baseball-almanac.com/players/player.php?p=brookhu01,
1970,152,1969,Ike Brown,,https://www.baseball-almanac.com/players/player.php?p=brownik01,1086,,Ike Brownhttps://www.baseball-almanac.com/players/player.php?p=brownik01,
1978,503,1977,Ike Hampton,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hamptik01,1087,,Ike Hamptonhttps://www.baseball-almanac.com/players/player.php?p=hamptik01,
1989,452,1988,Israel Sanchez,,https://www.baseball-almanac.com/players/player.php?p=sanchis01,1088,,Israel Sanchezhttps://www.baseball-almanac.com/players/player.php?p=sanchis01,
1986,382,1985,Ivan Calderon,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=caldeiv01,1089,,Ivan Calderonhttps://www.baseball-almanac.com/players/player.php?p=caldeiv01,
1978,152,1977,Ivan DeJesus,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=dejesiv01,1090,,Ivan DeJesushttps://www.baseball-almanac.com/players/player.php?p=dejesiv01,
1970,179,1969,Ivan Murrell,,https://www.baseball-almanac.com/players/player.php?p=murreiv01,1091,,Ivan Murrellhttps://www.baseball-almanac.com/players/player.php?p=murreiv01,
1970,308,1969,J.C. Martin,World Series Game 4,https://www.baseball-almanac.com/players/player.php?p=martij01,1092,,J.C. Martinhttps://www.baseball-almanac.com/players/player.php?p=martij01,
1974,522,1973,J.R. Richard,,https://www.baseball-almanac.com/players/player.php?p=richaj01,1093,,J.R. Richardhttps://www.baseball-almanac.com/players/player.php?p=richaj01,
1970,43,1969,Jack Aker,,https://www.baseball-almanac.com/players/player.php?p=akerja01,1094,,Jack Akerhttps://www.baseball-almanac.com/players/player.php?p=akerja01,
1989,317,1988,Jack Armstrong,,https://www.baseball-almanac.com/players/player.php?p=armstja01,1095,,Jack Armstronghttps://www.baseball-almanac.com/players/player.php?p=armstja01,
1970,284,1969,Jack Baldschun,,https://www.baseball-almanac.com/players/player.php?p=baldsja01,1096,,Jack Baldschunhttps://www.baseball-almanac.com/players/player.php?p=baldsja01,
1970,701,1969,Jack Billingham,,https://www.baseball-almanac.com/players/player.php?p=billija01,1097,,Jack Billinghamhttps://www.baseball-almanac.com/players/player.php?p=billija01,
1974,586,1973,Jack Brohamer,,https://www.baseball-almanac.com/players/player.php?p=brohaja01,1098,,Jack Brohamerhttps://www.baseball-almanac.com/players/player.php?p=brohaja01,
1978,384,1977,Jack Clark,,https://www.baseball-almanac.com/players/player.php?p=clarkja01,1099,,Jack Clarkhttps://www.baseball-almanac.com/players/player.php?p=clarkja01,
1990,52,1989,Jack Daugherty,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=daughja01,1100,,Jack Daughertyhttps://www.baseball-almanac.com/players/player.php?p=daughja01,
1970,382,1969,Jack DiLauro,,https://www.baseball-almanac.com/players/player.php?p=dilauja01,1101,,Jack DiLaurohttps://www.baseball-almanac.com/players/player.php?p=dilauja01,
1984,263,1983,Jack Fimple,,https://www.baseball-almanac.com/players/player.php?p=fimplja01,1102,,Jack Fimplehttps://www.baseball-almanac.com/players/player.php?p=fimplja01,
1970,684,1969,Jack Fisher,,https://www.baseball-almanac.com/players/player.php?p=fisheja01,1103,,Jack Fisherhttps://www.baseball-almanac.com/players/player.php?p=fisheja01,
1971,87,1970,Jack Heidemann,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=heideja01,1104,,Jack Heidemannhttps://www.baseball-almanac.com/players/player.php?p=heideja01,
1970,13,1969,Jack Hiatt,,https://www.baseball-almanac.com/players/player.php?p=hiattja01,1105,,Jack Hiatthttps://www.baseball-almanac.com/players/player.php?p=hiattja01,
1986,127,1985,Jack Howell,,https://www.baseball-almanac.com/players/player.php?p=howelja02,1106,,Jack Howellhttps://www.baseball-almanac.com/players/player.php?p=howelja02,
1977,623,1976,Jack Kucek,,https://www.baseball-almanac.com/players/player.php?p=kucekja01,1107,,Jack Kucekhttps://www.baseball-almanac.com/players/player.php?p=kucekja01,
1985,317,1984,Jack Lazorko,,https://www.baseball-almanac.com/players/player.php?p=lazorja01,1108,,Jack Lazorkohttps://www.baseball-almanac.com/players/player.php?p=lazorja01,
1989,486,1988,Jack McDowell,,https://www.baseball-almanac.com/players/player.php?p=mcdowja01,1109,,Jack McDowellhttps://www.baseball-almanac.com/players/player.php?p=mcdowja01,
1979,251,1978,Jack Morris,,https://www.baseball-almanac.com/players/player.php?p=morrija02,1110,,Jack Morrishttps://www.baseball-almanac.com/players/player.php?p=morrija02,
1982,353,1981,Jack O'Connor,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=oconja02,1111,,Jack O'Connorhttps://www.baseball-almanac.com/players/player.php?p=oconja02,
1983,569,1982,Jack Perconte,,https://www.baseball-almanac.com/players/player.php?p=percoja01,1112,,Jack Percontehttps://www.baseball-almanac.com/players/player.php?p=percoja01,
1976,162,1975,Jack Pierce,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=piercja01,1113,,Jack Piercehttps://www.baseball-almanac.com/players/player.php?p=piercja01,
1971,591,1970,Jackie Brown,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=brownja01,1114,,Jackie Brownhttps://www.baseball-almanac.com/players/player.php?p=brownja01,
1985,89,1984,Jackie Gutierrez,,https://www.baseball-almanac.com/players/player.php?p=gutieja01,1115,,Jackie Gutierrezhttps://www.baseball-almanac.com/players/player.php?p=gutieja01,
1970,686,1969,Jackie Hernandez,,https://www.baseball-almanac.com/players/player.php?p=hernaja01,1116,,Jackie Hernandezhttps://www.baseball-almanac.com/players/player.php?p=hernaja01,
1985,38,1984,Jackie Moore,Manager Card,https://www.baseball-almanac.com/players/player.php?p=mooreja01,1117,,Jackie Moorehttps://www.baseball-almanac.com/players/player.php?p=mooreja01,
1978,481,1977,Jackson Todd,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=toddja01,1118,,Jackson Toddhttps://www.baseball-almanac.com/players/player.php?p=toddja01,
1985,576,1984,Jaime Cocanower,,https://www.baseball-almanac.com/players/player.php?p=cocanja01,1119,,Jaime Cocanowerhttps://www.baseball-almanac.com/players/player.php?p=cocanja01,
1970,594,1969,Jake Gibbs,,https://www.baseball-almanac.com/players/player.php?p=gibbsja01,1120,,Jake Gibbshttps://www.baseball-almanac.com/players/player.php?p=gibbsja01,
1984,744,1983,Jamie Allen,,https://www.baseball-almanac.com/players/player.php?p=allenja02,1121,,Jamie Allenhttps://www.baseball-almanac.com/players/player.php?p=allenja02,
1976,511,1975,Jamie Easterly,,https://www.baseball-almanac.com/players/player.php?p=easteja01,1122,,Jamie Easterlyhttps://www.baseball-almanac.com/players/player.php?p=easteja01,
1987,227,1986,Jamie Moyer,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=moyerja01,1123,,Jamie Moyerhttps://www.baseball-almanac.com/players/player.php?p=moyerja01,
1984,166,1983,Jamie Nelson,,https://www.baseball-almanac.com/players/player.php?p=nelsoja01,1124,,Jamie Nelsonhttps://www.baseball-almanac.com/players/player.php?p=nelsoja01,
1977,463,1976,Jamie Quirk,,https://www.baseball-almanac.com/players/player.php?p=quirkja01,1125,,Jamie Quirkhttps://www.baseball-almanac.com/players/player.php?p=quirkja01,
1971,159,1970,Jarvis Tatum,,https://www.baseball-almanac.com/players/player.php?p=tatumja01,1126,,Jarvis Tatumhttps://www.baseball-almanac.com/players/player.php?p=tatumja01,
1990,493,1989,Jason Grimsley,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=grimsja01,1127,,Jason Grimsleyhttps://www.baseball-almanac.com/players/player.php?p=grimsja01,
1977,291,1976,Jason Thompson,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=thompja01,1128,,Jason Thompsonhttps://www.baseball-almanac.com/players/player.php?p=thompja01,
1983,730,1982,Jason Thompson,,,1128,,Jason Thompson,
1988,616,1987,Jay Aldrich,,https://www.baseball-almanac.com/players/player.php?p=aldrija01,1129,,Jay Aldrichhttps://www.baseball-almanac.com/players/player.php?p=aldrija01,
1988,717,1987,Jay Baller,,https://www.baseball-almanac.com/players/player.php?p=balleja01,1130,,Jay Ballerhttps://www.baseball-almanac.com/players/player.php?p=balleja01,
1988,637,1987,Jay Bell,,https://www.baseball-almanac.com/players/player.php?p=bellja01,1131,,Jay Bellhttps://www.baseball-almanac.com/players/player.php?p=bellja01,
1989,223,1988,Jay Buhner,,https://www.baseball-almanac.com/players/player.php?p=buhneja01,1132,,Jay Buhnerhttps://www.baseball-almanac.com/players/player.php?p=buhneja01,
1984,239,1983,Jay Howell,,https://www.baseball-almanac.com/players/player.php?p=howelja01,1133,,Jay Howellhttps://www.baseball-almanac.com/players/player.php?p=howelja01,
1970,485,1969,Jay Johnstone,,https://www.baseball-almanac.com/players/player.php?p=johnsja01,1134,,Jay Johnstonehttps://www.baseball-almanac.com/players/player.php?p=johnsja01,
1985,573,1984,Jay Tibbs,,https://www.baseball-almanac.com/players/player.php?p=tibbsja01,1135,,Jay Tibbshttps://www.baseball-almanac.com/players/player.php?p=tibbsja01,
1988,782,1987,Jeff Ballard,,https://www.baseball-almanac.com/players/player.php?p=ballaje01,1136,,Jeff Ballardhttps://www.baseball-almanac.com/players/player.php?p=ballaje01,
1986,567,1985,Jeff Barkley,,https://www.baseball-almanac.com/players/player.php?p=barklje01,1137,,Jeff Barkleyhttps://www.baseball-almanac.com/players/player.php?p=barklje01,
1989,209,1988,Jeff Bittiger,,https://www.baseball-almanac.com/players/player.php?p=bittije01,1138,,Jeff Bittigerhttps://www.baseball-almanac.com/players/player.php?p=bittije01,
1989,83,1988,Jeff Blauser,,https://www.baseball-almanac.com/players/player.php?p=blausje01,1139,,Jeff Blauserhttps://www.baseball-almanac.com/players/player.php?p=blausje01,
1972,191,1971,Jeff Burroughs,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=burroje01,1140,,Jeff Burroughshttps://www.baseball-almanac.com/players/player.php?p=burroje01,
1978,667,1977,Jeff Byrd,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=byrdje01,1141,,Jeff Byrdhttps://www.baseball-almanac.com/players/player.php?p=byrdje01,
1986,534,1985,Jeff Calhoun,,https://www.baseball-almanac.com/players/player.php?p=calhoje01,1142,,Jeff Calhounhttps://www.baseball-almanac.com/players/player.php?p=calhoje01,
1985,514,1984,Jeff Cornell,,https://www.baseball-almanac.com/players/player.php?p=corneje01,1143,,Jeff Cornellhttps://www.baseball-almanac.com/players/player.php?p=corneje01,
1981,133,1980,Jeff Cox,,https://www.baseball-almanac.com/players/player.php?p=coxje01,1144,,Jeff Coxhttps://www.baseball-almanac.com/players/player.php?p=coxje01,
1985,602,1984,Jeff Dedmon,,https://www.baseball-almanac.com/players/player.php?p=dedmoje01,1145,,Jeff Dedmonhttps://www.baseball-almanac.com/players/player.php?p=dedmoje01,
1987,266,1986,Jeff Hamilton,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hamilje01,1146,,Jeff Hamiltonhttps://www.baseball-almanac.com/players/player.php?p=hamilje01,
1987,274,1986,Jeff Hearron,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hearrje01,1147,,Jeff Hearronhttps://www.baseball-almanac.com/players/player.php?p=hearrje01,
1979,371,1978,Jeff Holly,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hollyje01,1148,,Jeff Hollyhttps://www.baseball-almanac.com/players/player.php?p=hollyje01,
1990,72,1989,Jeff Huson,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=husonje01,1149,,Jeff Husonhttps://www.baseball-almanac.com/players/player.php?p=husonje01,
1990,557,1989,Jeff Innis,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=innisje01,1150,,Jeff Innishttps://www.baseball-almanac.com/players/player.php?p=innisje01,
1990,74,1989,Jeff Jackson,Rookie Card,,1151,,Jeff Jackson,
1970,302,1969,Jeff James,,https://www.baseball-almanac.com/players/player.php?p=jamesje01,1152,,Jeff Jameshttps://www.baseball-almanac.com/players/player.php?p=jamesje01,
1981,687,1980,Jeff Jones,,https://www.baseball-almanac.com/players/player.php?p=jonesje01,1153,,Jeff Joneshttps://www.baseball-almanac.com/players/player.php?p=jonesje01,
1990,164,1989,Jeff Juden,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=judenje01,1154,,Jeff Judenhttps://www.baseball-almanac.com/players/player.php?p=judenje01,
1985,288,1984,Jeff Kunkel,,https://www.baseball-almanac.com/players/player.php?p=kunkeje01,1155,,Jeff Kunkelhttps://www.baseball-almanac.com/players/player.php?p=kunkeje01,
1983,284,1982,Jeff Lahti,,https://www.baseball-almanac.com/players/player.php?p=lahtije01,1156,,Jeff Lahtihttps://www.baseball-almanac.com/players/player.php?p=lahtije01,
1983,499,1982,Jeff Little,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=littlje01,1157,,Jeff Littlehttps://www.baseball-almanac.com/players/player.php?p=littlje01,
1988,447,1987,Jeff Montgomery,,https://www.baseball-almanac.com/players/player.php?p=montgje01,1158,,Jeff Montgomeryhttps://www.baseball-almanac.com/players/player.php?p=montgje01,
1988,229,1987,Jeff Musselman,,https://www.baseball-almanac.com/players/player.php?p=musseje01,1159,,Jeff Musselmanhttps://www.baseball-almanac.com/players/player.php?p=musseje01,
1977,204,1976,Jeff Newman,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=newmaje01,1160,,Jeff Newmanhttps://www.baseball-almanac.com/players/player.php?p=newmaje01,
1988,588,1987,Jeff Parrett,,https://www.baseball-almanac.com/players/player.php?p=parreje01,1161,,Jeff Parretthttps://www.baseball-almanac.com/players/player.php?p=parreje01,
1989,262,1988,Jeff Pico,,https://www.baseball-almanac.com/players/player.php?p=picoje01,1162,,Jeff Picohttps://www.baseball-almanac.com/players/player.php?p=picoje01,
1981,456,1980,Jeff Reardon,,https://www.baseball-almanac.com/players/player.php?p=reardje01,1163,,Jeff Reardonhttps://www.baseball-almanac.com/players/player.php?p=reardje01,
1987,247,1986,Jeff Reed,,https://www.baseball-almanac.com/players/player.php?p=reedje02,1164,,Jeff Reedhttps://www.baseball-almanac.com/players/player.php?p=reedje02,
1985,592,1984,Jeff Robinson,,https://www.baseball-almanac.com/players/player.php?p=robinje01,1165,,Jeff Robinsonhttps://www.baseball-almanac.com/players/player.php?p=robinje01,
1987,389,1986,Jeff Robinson,,https://www.baseball-almanac.com/players/player.php?p=robinje02,1165,,Jeff Robinsonhttps://www.baseball-almanac.com/players/player.php?p=robinje02,
1984,270,1983,Jeff Russell,,https://www.baseball-almanac.com/players/player.php?p=russeje01,1166,,Jeff Russellhttps://www.baseball-almanac.com/players/player.php?p=russeje01,
1987,12,1986,Jeff Sellers,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=selleje01,1167,,Jeff Sellershttps://www.baseball-almanac.com/players/player.php?p=selleje01,
1985,476,1984,Jeff Stone,,https://www.baseball-almanac.com/players/player.php?p=stoneje01,1168,,Jeff Stonehttps://www.baseball-almanac.com/players/player.php?p=stoneje01,
1977,137,1976,Jeff Terpko,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=terpkje01,1169,,Jeff Terpkohttps://www.baseball-almanac.com/players/player.php?p=terpkje01,
1970,54,1969,Jeff Torborg,,https://www.baseball-almanac.com/players/player.php?p=torboje01,1170,,Jeff Torborghttps://www.baseball-almanac.com/players/player.php?p=torboje01,
1989,685,1988,Jeff Treadway,,https://www.baseball-almanac.com/players/player.php?p=treadje01,1171,,Jeff Treadwayhttps://www.baseball-almanac.com/players/player.php?p=treadje01,
1990,142,1989,Jeff Wetherby,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=wetheje01,1172,,Jeff Wetherbyhttps://www.baseball-almanac.com/players/player.php?p=wetheje01,
1980,106,1979,Jeffrey Leonard,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=leonaje01,1173,,Jeffrey Leonardhttps://www.baseball-almanac.com/players/player.php?p=leonaje01,
1970,525,1969,Jerry Adair,,https://www.baseball-almanac.com/players/player.php?p=adairje01,1174,,Jerry Adairhttps://www.baseball-almanac.com/players/player.php?p=adairje01,
1977,577,1976,Jerry Augustine,,https://www.baseball-almanac.com/players/player.php?p=augusje01,1175,,Jerry Augustinehttps://www.baseball-almanac.com/players/player.php?p=augusje01,
1974,261,1973,Jerry Bell,,https://www.baseball-almanac.com/players/player.php?p=bellje01,1176,,Jerry Bellhttps://www.baseball-almanac.com/players/player.php?p=bellje01,
1988,139,1987,Jerry Browne,,https://www.baseball-almanac.com/players/player.php?p=brownje01,1177,,Jerry Brownehttps://www.baseball-almanac.com/players/player.php?p=brownje01,
1980,356,1979,Jerry Coleman,San Diego Padres Team Checklist,https://www.baseball-almanac.com/players/player.php?p=colemje01,1178,,Jerry Colemanhttps://www.baseball-almanac.com/players/player.php?p=colemje01,
1971,113,1970,Jerry Crider,,https://www.baseball-almanac.com/players/player.php?p=crideje01,1179,,Jerry Criderhttps://www.baseball-almanac.com/players/player.php?p=crideje01,
1971,32,1970,Jerry DaVanon,,https://www.baseball-almanac.com/players/player.php?p=davanje01,1180,,Jerry DaVanonhttps://www.baseball-almanac.com/players/player.php?p=davanje01,
1982,371,1981,Jerry Don Gleaton,,https://www.baseball-almanac.com/players/player.php?p=gleatje01,1181,,Jerry Don Gleatonhttps://www.baseball-almanac.com/players/player.php?p=gleatje01,
1981,198,1980,Jerry Dybzinski,,https://www.baseball-almanac.com/players/player.php?p=dybzije01,1182,,Jerry Dybzinskihttps://www.baseball-almanac.com/players/player.php?p=dybzije01,
1978,419,1977,Jerry Garvin,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=garvije01,1183,,Jerry Garvinhttps://www.baseball-almanac.com/players/player.php?p=garvije01,
1970,183,1969,Jerry Grote,,https://www.baseball-almanac.com/players/player.php?p=groteje01,1184,,Jerry Grotehttps://www.baseball-almanac.com/players/player.php?p=groteje01,
1974,96,1973,Jerry Hairston,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=hairsje01,1185,,Jerry Hairstonhttps://www.baseball-almanac.com/players/player.php?p=hairsje01,
1971,673,1970,Jerry Janeski,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=janesje01,1186,,Jerry Janeskihttps://www.baseball-almanac.com/players/player.php?p=janesje01,
1970,162,1969,Jerry Johnson,,https://www.baseball-almanac.com/players/player.php?p=johnsje01,1187,,Jerry Johnsonhttps://www.baseball-almanac.com/players/player.php?p=johnsje01,
1970,219,1969,Jerry Kenney,,https://www.baseball-almanac.com/players/player.php?p=kenneje01,1188,,Jerry Kenneyhttps://www.baseball-almanac.com/players/player.php?p=kenneje01,
1970,309,1969,Jerry Koosman,World Series Game 5,https://www.baseball-almanac.com/players/player.php?p=koosmje01,1189,,Jerry Koosmanhttps://www.baseball-almanac.com/players/player.php?p=koosmje01,
1977,596,1976,Jerry Martin,,https://www.baseball-almanac.com/players/player.php?p=martije01,1190,,Jerry Martinhttps://www.baseball-almanac.com/players/player.php?p=martije01,
1970,423,1969,Jerry May,,https://www.baseball-almanac.com/players/player.php?p=mayje01,1191,,Jerry Mayhttps://www.baseball-almanac.com/players/player.php?p=mayje01,
1970,158,1969,Jerry McNertney,,https://www.baseball-almanac.com/players/player.php?p=mcnerje01,1192,,Jerry McNertneyhttps://www.baseball-almanac.com/players/player.php?p=mcnerje01,
1971,696,1970,Jerry Morales,,https://www.baseball-almanac.com/players/player.php?p=moralje01,1193,,Jerry Moraleshttps://www.baseball-almanac.com/players/player.php?p=moralje01,
1970,104,1969,Jerry Moses,,https://www.baseball-almanac.com/players/player.php?p=mosesje01,1194,,Jerry Moseshttps://www.baseball-almanac.com/players/player.php?p=mosesje01,
1977,136,1976,Jerry Mumphrey,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=mumphje01,1195,,Jerry Mumphreyhttps://www.baseball-almanac.com/players/player.php?p=mumphje01,
1980,16,1979,Jerry Narron,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=narroje01,1196,,Jerry Narronhttps://www.baseball-almanac.com/players/player.php?p=narroje01,
1970,644,1969,Jerry Nyman,,https://www.baseball-almanac.com/players/player.php?p=nymanje01,1197,,Jerry Nymanhttps://www.baseball-almanac.com/players/player.php?p=nymanje01,
1986,172,1985,Jerry Reed,,https://www.baseball-almanac.com/players/player.php?p=reedje01,1198,,Jerry Reedhttps://www.baseball-almanac.com/players/player.php?p=reedje01,
1976,229,1975,Jerry Remy,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=remyje01,1199,,Jerry Remyhttps://www.baseball-almanac.com/players/player.php?p=remyje01,
1971,158,1970,Jerry Reuss,,https://www.baseball-almanac.com/players/player.php?p=reussje01,1200,,Jerry Reusshttps://www.baseball-almanac.com/players/player.php?p=reussje01,
1970,661,1969,Jerry Robertson,,https://www.baseball-almanac.com/players/player.php?p=roberje01,1201,,Jerry Robertsonhttps://www.baseball-almanac.com/players/player.php?p=roberje01,
1977,549,1976,Jerry Royster,,https://www.baseball-almanac.com/players/player.php?p=roystje01,1202,,Jerry Roysterhttps://www.baseball-almanac.com/players/player.php?p=roystje01,
1971,488,1970,Jerry Stephenson,,https://www.baseball-almanac.com/players/player.php?p=stephje01,1203,,Jerry Stephensonhttps://www.baseball-almanac.com/players/player.php?p=stephje01,
1978,224,1977,Jerry Tabb,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=tabbje01,1204,,Jerry Tabbhttps://www.baseball-almanac.com/players/player.php?p=tabbje01,
1974,481,1973,Jerry Terrell,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=terreje01,1205,,Jerry Terrellhttps://www.baseball-almanac.com/players/player.php?p=terreje01,
1977,447,1976,Jerry Turner,,https://www.baseball-almanac.com/players/player.php?p=turneje01,1206,,Jerry Turnerhttps://www.baseball-almanac.com/players/player.php?p=turneje01,
1983,174,1982,Jerry Ujdur,,https://www.baseball-almanac.com/players/player.php?p=ujdurje01,1207,,Jerry Ujdurhttps://www.baseball-almanac.com/players/player.php?p=ujdurje01,
1977,557,1976,Jerry White,,https://www.baseball-almanac.com/players/player.php?p=whiteje01,1208,,Jerry Whitehttps://www.baseball-almanac.com/players/player.php?p=whiteje01,
1985,504,1984,Jerry Willard,,https://www.baseball-almanac.com/players/player.php?p=willaje01,1209,,Jerry Willardhttps://www.baseball-almanac.com/players/player.php?p=willaje01,
1983,257,1982,Jesse Barfield,,https://www.baseball-almanac.com/players/player.php?p=barfije01,1210,,Jesse Barfieldhttps://www.baseball-almanac.com/players/player.php?p=barfije01,
1974,509,1973,Jesse Jefferson,,https://www.baseball-almanac.com/players/player.php?p=jeffeje01,1211,,Jesse Jeffersonhttps://www.baseball-almanac.com/players/player.php?p=jeffeje01,
1983,369,1982,Jesse Orosco,,https://www.baseball-almanac.com/players/player.php?p=oroscje01,1212,,Jesse Oroscohttps://www.baseball-almanac.com/players/player.php?p=oroscje01,
1970,248,1969,Jesus Alou,,https://www.baseball-almanac.com/players/player.php?p=alouje01,1213,,Jesus Alouhttps://www.baseball-almanac.com/players/player.php?p=alouje01,
1981,533,1980,Jesus Figueroa,,https://www.baseball-almanac.com/players/player.php?p=figueje01,1214,,Jesus Figueroahttps://www.baseball-almanac.com/players/player.php?p=figueje01,
1983,308,1982,Jesus Vega,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=vegaje01,1215,,Jesus Vegahttps://www.baseball-almanac.com/players/player.php?p=vegaje01,
1989,573,1988,Jim Abbott,All Star,https://www.baseball-almanac.com/players/player.php?p=abbotji01,1216,,Jim Abbotthttps://www.baseball-almanac.com/players/player.php?p=abbotji01,
1984,359,1983,Jim Acker,,https://www.baseball-almanac.com/players/player.php?p=ackerji01,1217,,Jim Ackerhttps://www.baseball-almanac.com/players/player.php?p=ackerji01,
1989,338,1988,Jim Adduci,,https://www.baseball-almanac.com/players/player.php?p=adducji01,1218,,Jim Adducihttps://www.baseball-almanac.com/players/player.php?p=adducji01,
1980,183,1979,Jim Anderson,,https://www.baseball-almanac.com/players/player.php?p=anderji01,1219,,Jim Andersonhttps://www.baseball-almanac.com/players/player.php?p=anderji01,
1974,233,1973,Jim Barr,,https://www.baseball-almanac.com/players/player.php?p=barrji01,1220,,Jim Barrhttps://www.baseball-almanac.com/players/player.php?p=barrji01,
1979,179,1978,Jim Beattie,Rookie Card,https://www.baseball-almanac.com/players/player.php?p=beattji01,1221,,Jim Beattiehttps://www.baseball-almanac.com/players/player.php?p=beattji01,
1971,322,1970,Jim Beauchamp,,https://www.baseball-almanac.com/players/player.php?p=beaucji01,1222,,Jim Beauchamphttps://www.baseball-almanac.com/players/player.php?p=beaucji01,
1974,11,1973,Jim Bibby,,https://www.baseball-almanac.com/players/player.php?p=bibbyji01,1223,,Jim Bibbyhttps://www.baseball-almanac.com/players/player.php?p=bibbyji01,
1970,571,1969,Jim Brewer,,https://www.baseball-almanac.com/players/player.php?p=breweji01,1224,,Jim Brewerhttps://www.baseball-almanac.com/players/player.php?p=breweji01,
