bills_card_cert,bills_card_spec,bills_card_num,bills_card_year,bills_card_psa_desc,bills_card_grade,bills_card_pop,bills_card_pop_higher,bills_card_stat_year,bills_card_player_id
24748355,101724370,437,1972,MAURY WILLS,8,139,65,1971,1764
23639071,101724380,438,1972,MAURY WILLS IA,8,110,24,1971,1764
11191250,101724920,492,1972,MEL STOTTLEMYRE,8,105,86,1971,1771
11907864,101723250,325,1972,MEL STOTTLEMYRE,9,141,22,1971,1771
40238473,101721960,196,1972,MEL QUEEN,9,84,14,1971,1770
16159642,101722350,235,1972,MERV RETTENMUND,8.5,10,120,1971,1773
26145951,101724500,450,1972,MICKEY LOLICH,8,142,57,1971,1780
25092945,101722720,272,1972,MICKEY RIVERS,10,9,0,1971,1782
18732518,101723850,385,1972,MICKEY STANLEY,8,99,43,1971,1784
30005424,101723610,361,1972,MIKE ANDREWS,8,139,165,1971,1791
24210634,101726080,608,1972,MIKE CORKINS,9,206,36,1971,1807
25520668,101720700,70,1972,MIKE CUELLAR,8,131,75,1971,1810
16495878,101727150,715,1972,MIKE EPSTEIN,8,126,36,1971,1818
90428622,101726130,613,1972,MIKE FERRARO,8,155,117,1971,1820
23478607,101721990,199,1972,MIKE FIORE,8,164,88,1971,1822
30937790,101720810,81,1972,MIKE HEDLUND,8,170,112,1971,1835
14344589,101726320,632,1972,MIKE HEGAN,8,141,61,1971,1836
21849718,101720160,16,1972,MIKE JORGENSON,8,129,48,1971,1842
18773792,101721380,138,1972,MIKE KEKICH,8,125,53,1971,1843
90317845,101723370,337,1972,MIKE KILKENNY,9,110,17,1971,1845
30663284,101726410,641,1972,MIKE LUM,8,118,47,1971,1852
25520721,101725050,505,1972,MIKE MARSHALL,8,108,50,1971,1856
25520748,101726820,682,1972,MIKE MCCORMICK,8,154,50,1971,1858
23124119,101722140,214,1972,MIKE MCQUEEN,8,170,103,1971,1859
17673706,101724880,488,1972,MIKE NAGY,8,150,153,1971,1863
11265559,101725770,577,1972,MIKE PAUL,8,125,71,1971,1868
24286021,101723240,324,1972,MIKE RYAN,8,138,98,1971,1876
20066684,101722080,208,1972,MILT PAPPAS,8,113,51,1971,1904
17272580,101722470,247,1972,MILT MAY,9,81,20,1971,1903
31100242,101721110,111,1972,JIM GRANT,8,136,88,1971,1918
4448212,101725710,571,1972,NATE COLBERT,8,148,160,1971,1919
25520716,101725720,572,1972,NATE COLBERT IA,8,146,48,1971,1919
23237097,101735710,571,1973,RUSTY TORRES   ,8,108,42,1972,1919
22377985,101735720,572,1973,GARY SUTHERLAND ,8,96,44,1972,1919
23813228,101732470,247,1973,DEL UNSER   ,8,84,13,1972,1903
24221572,101732080,208,1973,WORLD SERIES GAME 6,9,105,11,1972,1904
22478649,101734880,488,1973,DAVE CAMPBELL   ,8,109,97,1972,1863
23979190,101735770,577,1973,ERIC SODERHOLM ,8,89,54,1972,1868
16874293,101732140,214,1973,DAVE HAMILTON ,8,76,70,1972,1859
31715593,101733370,337,1973,DAVE DUNCAN  ,8,69,50,1972,1845
23987804,101735050,505,1973,BOB BAILEY   ,9,69,9,1972,1856
23987822,101730700,70,1973,MILT PAPPAS   ,9,139,16,1972,1810
16697835,101730160,16,1973,STEVE BRAUN ,8,95,113,1972,1842
24431162,101736410,641,1973,REDS TEAM   ,8,125,65,1972,1852
23432405,101731380,138,1973,HORACIO PINA  ,8,84,57,1972,1843
90235883,101736320,632,1973,DICK SELMA   ,8,121,40,1972,1836
43032085,101730811,81,1973,CUBS MGR./COACHES SOLID BACKGROUND,8,55,22,1972,1835
24358309,101730812,81,1973,CUBS MGR./COACHES NATURAL BACKGROUND,9,123,14,1972,1835
11733764,101736130,613,1973,ROOKIE CATCHERS   ,9,76,4,1972,1820
30953990,101731990,199,1973,BERT BLYLEVEN ,8,253,138,1972,1822
19308172,101733610,361,1973,FRANK HEALY  ,8,73,57,1972,1791
24754065,101736080,608,1973,ROOKIE PITCHERS   ,8,116,24,1972,1807
23969550,101733850,385,1973,JIM PERRY  ,8,80,51,1972,1784
40218099,101732720,272,1973,ED FARMER   ,8,104,54,1972,1782
26547784,101732350,235,1973,JIM HUNTER   ,8,258,138,1972,1773
81897608,101734500,450,1973,JOE TORRE   ,8,196,121,1972,1780
14719669,101731960,196,1973,KEN MCMULLEN    ,8,100,71,1972,1770
14136108,101733250,325,1973,BOOG POWELL  ,8,147,81,1972,1771
4725655,101734920,492,1973,PEDRO BORBON  ,8,75,117,1972,1771
15692554,101734370,437,1973,JOHN KENNEDY  ,8,81,83,1972,1764
15855830,101734380,438,1973,ENZO HERNANDEZ ,8,110,108,1972,1764
19541934,101734560,456,1973,DICK GREEN   ,8.5,3,91,1972,1710
81881356,101733950,395,1973,ROGER METZGER ,8,76,75,1972,1762
21087217,101731190,119,1973,LARRY BOWA  ,8,136,141,1972,1751
21498728,101733360,336,1973,TOM BRADLEY  ,8,74,54,1972,1749
90321256,101731440,144,1973,MARTY PEREZ   ,8,69,41,1972,1750
24492315,101735960,596,1973,RED SOX TEAM ,8,108,63,1972,1695
24100738,101736520,652,1973,TED KUBIAK  ,8.5,7,64,1972,1703
15695225,101730600,60,1973,KEN HOLTZMAN  ,8,129,98,1972,1696
19634222,101732250,225,1973,AL OLIVER  ,8,137,112,1972,1696
18888791,101734840,484,1973,ERNIE MCANALLY  ,9,118,13,1972,1687
18847670,101736060,606,1973,ROOKIE OUTFIELDERS,8,186,60,1972,1678
9215077,101732000,200,1973,BILLY WILLIAMS,8,228,88,1972,1659
14480427,101734710,471,1973,TY COBB    ,8,198,43,1972,1686
20244302,101733130,313,1973,JIM RAY   ,8,83,55,1972,1671
31726844,101733140,314,1973,RON SWOBODA  ,8,94,57,1972,1671
12485079,101734910,491,1973,BOB MONTGOMERY  ,8,92,83,1972,1663
24212910,101735800,580,1973,JOE PEPITONE   ,8,121,82,1972,1663
11575499,101735130,513,1973,DAVE MARSHALL,8,93,57,1972,1653
22297018,101735920,592,1973,JOHN BOCCABELLA,9,55,2,1972,1652
18798585,101731020,102,1973,RUDY MAY   ,8,136,109,1972,1654
23981873,101735760,576,1973,EXPOS TEAM   ,9,69,6,1972,1639
16565983,101732380,238,1973,TONY MUSER  ,8,103,120,1972,1645
24023391,101735610,561,1973,JIM GEDDES   ,8,96,28,1972,1638
11847824,101735620,562,1973,WAYNE GARRETT,9,45,4,1972,1638
21868231,101734800,480,1973,JUAN MARICHAL   ,8,284,72,1972,1622
14480428,101734760,476,1973,WALTER JOHNSON  ,8,166,51,1972,1625
17173486,101733980,398,1973,RICH HAND   ,8,97,93,1972,1603
21243546,101732790,279,1973,MIKE STRAHLER ,8,75,46,1972,1592
60119891,101735200,520,1973,MEL STOTTLEMYRE ,8,153,115,1972,1590
26547783,101731930,193,1973,CARLTON FISK    ,8,668,217,1972,1579
23398936,101731550,155,1973,SAL BANDO  ,8,97,70,1972,1597
81844483,101731220,122,1973,JIM STRICKLAND ,8,94,56,1972,1589
8220076,101736380,638,1973,KEN REYNOLDS   ,8,81,47,1972,1553
17782116,101733640,364,1973,RICK WISE     ,8,102,65,1972,1445
20894183,101734830,483,1973,DAL MAXVILL   ,8,64,69,1972,1549
90343566,101732522,252,1973,GIANTS MGR./COACHES DARK PALE BACKGROUND ,8,24,12,1972,1544
21474701,101732521,252,1973,GIANTS MGR./COACHES ORANGE BACKGROUND ,8,59,30,1972,1544
24212870,101733910,391,1973,LEE LACY   ,8,104,75,1972,1546
23224852,101734250,425,1973,ALEX JOHNSON  ,9,66,5,1972,1548
23433507,101734260,426,1973,DAVE LAROCHE  ,8,85,69,1972,1548
18563296,101732710,271,1973,TOM HUTTON  ,8,76,111,1972,1545
15692546,101734430,443,1973,DANNY THOMPSON    ,8,110,71,1972,1533
11765272,101734440,444,1973,KEN BRETT   ,8,75,57,1972,1533
20445116,101733940,394,1973,SPARKY LYLE  ,8,141,69,1972,1528
22706148,101735171,517,1973,PIRATES MGR./COACHES MZRSK.RIGHT EAR SHOWING ,8,47,24,1972,1523
21093363,101735172,517,1973,PIRATES MGR./COACHES MAZEROSKI NO RIGHT EAR ,8,66,87,1972,1523
27248582,101733050,305,1973,WILLIE MAYS   ,8,809,176,1972,1521
81653114,101733060,306,1973,TOM BURGMEIER  ,8,79,56,1972,1521
20520255,101730180,18,1973,LEROY STANTON  ,8,96,52,1972,1489
11075443,101735670,567,1973,BOB FENWICK  ,9,50,1,1972,1487
18929797,101735680,568,1973,RAY NEWMAN   ,8,104,55,1972,1487
23053239,101733790,379,1973,CY ACOSTA   ,8,114,76,1972,1520
20487453,101733220,322,1973,GARRY MADDOX   ,8,116,55,1972,1473
15945760,101731070,107,1973,PHIL HENNIGAN  ,8,116,122,1972,1464
9140065,101734330,433,1973,WILLIE HORTON ,8,97,51,1972,1443
19253413,101734340,434,1973,GIANTS TEAM   ,8,88,104,1972,1443
50263033,101730121,12,1973,PADRES MGR./COACHES PODRES HAS NO RIGHT EAR,8,78,35,1972,1462
15080025,101730122,12,1973,PADRES MGR./COACHES PODRES HAS RIGHT EAR,8,73,53,1972,1462
40182809,101732880,288,1973,GARY GENTRY  ,8,80,54,1972,1449
17827617,101734160,416,1973,PAUL SCHAAL   ,8,85,94,1972,1446
15819852,101731970,197,1973,ED GOODSON   ,8,91,61,1972,1444
18500620,101733730,373,1973,CLYDE WRIGHT   ,8,59,45,1972,1411
24492308,101736310,631,1973,TOM MATCHICK   ,8,84,33,1972,1432
41148244,101734861,486,1973,PHILLIES MGR./COACHES DARK PALE BACKGROUND ,8,29,15,1972,1407
15692541,101734862,486,1973,PHILLIES MGR./COACHES ORANGE BACKGROUND  ,8,64,66,1972,1407
19344745,101730470,47,1973,LUIS MELENDEZ   ,8,132,133,1972,1389
90438179,101730480,48,1973,PAUL SPLITTORFF ,8,125,116,1972,1389
8203638,101731320,132,1973,MATTY ALOU   ,8,155,119,1972,1346
23394600,101734030,403,1973,SONNY JACKSON ,8,94,82,1972,1381
23169957,101730050,5,1973,ED BRINKMAN   ,9,70,8,1972,1372
20225274,101731590,159,1973,CLARENCE GASTON   ,8,93,78,1972,1373
23970614,101735000,500,1973,AS TEAM   ,8,101,129,1972,1359
23888949,101733410,341,1973,JIM PALMER  ,8,127,78,1972,1359
24212826,101732090,209,1973,WORLD SERIES GAME 7,8,91,85,1972,1354
24212829,101732160,216,1973,TOBY HARRAH    ,8,65,42,1972,1347
25978013,101731330,133,1973,DAVE ROBERTS  ,8,72,56,1972,1336
11179962,101733030,303,1973,NELSON BRILES    ,8,82,62,1972,1350
16168952,101733040,304,1973,DUKE SIMS   ,8,85,69,1972,1350
19207291,101733210,321,1973,RICH HINTON  ,8,96,79,1972,1338
40221876,101735460,546,1973,JIM YORK   ,9,81,3,1972,1331
20979236,101734820,482,1973,RICK REUSCHEL   ,8,127,103,1972,1333
25061738,101730130,13,1973,GEORGE HENDRICK,9,126,8,1972,1330
3655736,101733820,382,1973,MIKE HEGAN  ,8,100,25,1972,1329
25978037,101736160,616,1973,ROOKIE PITCHERS    ,9,57,2,1972,1326
2203595,101736120,612,1973,ROOKIE PITCHERS   ,8,127,95,1972,1324
23170129,101736400,640,1973,DICK BOSMAN ,8,107,69,1972,1322
22463063,101733660,366,1973,BROCK DAVIS   ,8,70,70,1972,1306
22878709,101730680,68,1973,LEADING FIREMEN   ,8,132,108,1972,1302
21868229,101734640,464,1973,CUBS TEAM   ,8,74,64,1972,1284
24317886,101734190,419,1973,CASEY COX   ,8,83,56,1972,1289
30775882,101732200,220,1973,NOLAN RYAN   ,8,860,162,1972,1277
24211816,101736030,603,1973,ROOKIE 3RD BASEMAN,8,100,18,1972,1281
21093343,101000395,497,1973,CARDINALS MGR./COACHES ORANGE BACKGROUND,8,43,29,1972,1277
23066300,101732700,270,1973,LUIS TIANT     ,8,162,115,1972,1275
19699131,101734080,408,1973,JIM COLBORN   ,8,87,138,1972,1274
23995434,101731312,131,1973,RED SOX MGR./COACHES ORANGE BACKGROUND,8,50,15,1972,1272
23641551,101736530,653,1973,JOE HOERNER ,8,110,36,1972,1239
12541329,101734010,401,1973,CLYDE MASHORE ,8,89,50,1972,1270
20520201,101732360,236,1973,TITO FUENTES   ,8,112,81,1972,1267
23544108,101736450,645,1973,BOB LOCKER   ,8,109,40,1972,1263
14990580,101736480,648,1973,TOM EGAN   ,8,74,51,1972,1260
23544156,101735970,597,1973,MICKEY RIVERS   ,8,101,68,1972,1261
30069559,101732550,255,1973,REGGIE JACKSON  ,8,770,116,1972,1259
6488827,101733690,369,1973,LERRIN LAGROW    ,8,80,86,1972,1257
17947172,101735340,534,1973,DAVE LEMONDS ,8,90,23,1972,1250
24317875,101735880,588,1973,CHECKLIST 529-660 ,8,155,26,1972,1252
16159771,101732870,287,1973,EDDIE LEON   ,8,106,76,1972,1249
24212858,101733460,346,1973,GAYLORD PERRY ,8,99,59,1972,1241
25978016,101731150,115,1973,RON SANTO     ,8,325,232,1972,1241
40218263,101733860,386,1973,DON MONEY  ,9,71,2,1972,1230
31753831,101735940,594,1973,VIC HARRIS    ,8,67,18,1972,1222
28509467,101731510,151,1973,WES PARKER ,9,71,5,1972,1224
18847658,101735840,584,1973,CHRIS ARNOLD ,8,62,27,1972,1192
30288714,101736550,655,1973,CLAY KIRBY  ,8,79,40,1972,1184
90609237,101731090,109,1973,DOYLE ALEXANDER ,8,102,117,1972,1191
24212863,101733560,356,1973,WHITE SOX MGR./COACHES   ,8,71,42,1972,1194
23824348,101731580,158,1973,ASTROS TEAM   ,9,67,3,1972,1188
90436824,101730350,35,1973,WILLIE DAVIS  ,8,106,141,1972,1187
21375614,101730360,36,1973,STEVE BARBER  ,9,112,13,1972,1187
19938643,101731910,191,1973,TIGERS TEAM    ,8,124,46,1972,1140
18563433,101734040,404,1973,CHUCK BRINKMAN ,8,74,76,1972,1170
18563264,101732330,233,1973,ED KIRKPATRICK,8,110,71,1972,1134
90082676,101733740,374,1973,DARRELL EVANS   ,8,102,61,1972,1104
27209905,101735020,502,1973,BOBBY VALENTINE ,9,58,6,1972,1116
23923427,101736330,633,1973,IKE BROWN   ,8,111,41,1972,1105
23979165,101735420,542,1973,PAT CORRALES,8,92,55,1972,1097
23641552,101736390,639,1973,WILLIE CRAWFORD ,8,88,67,1972,1092
20883663,101732840,284,1973,GLENN BORGMANN ,8,90,77,1972,1086
24185990,101733870,387,1973,JIM BARR   ,9,99,5,1972,1076
31288895,101736540,654,1973,TWINS TEAM  ,9,28,1,1972,1078
12483986,101732490,249,1973,LARRY BIITNER   ,8,88,73,1972,1065
18886817,101730510,51,1973,CHUCK SEELBACH  ,9,143,5,1972,1059
18500528,101730520,52,1973,DENIS MENKE   ,9,108,10,1972,1059
14567794,101732120,212,1973,JOE LAHOUD    ,8,113,106,1972,1026
23534158,101735980,598,1973,PHIL ROOF   ,8,84,47,1972,1052
15743012,101732910,291,1973,ROGELIO MORET,8,93,92,1972,1054
24212847,101732920,292,1973,JOSE CRUZ   ,8,102,68,1972,1054
12115689,101732990,299,1973,TED FORD   ,8,72,83,1972,1055
30003547,101733000,300,1973,STEVE CARLTON  ,8,429,131,1972,1055
24218758,101735890,589,1973,KEN FORSCH  ,8,105,52,1972,1053
24212800,101731120,112,1973,GARY ROSS   ,8,118,127,1972,1038
21388616,101735900,590,1973,DERON JOHNSON  ,8,59,23,1972,1025
15855931,101730450,45,1973,ELLIE RODRIGUEZ ERR   ,8,86,86,1972,1011
2286671,101730460,46,1973,LINDY MCDANIEL  ,8,158,130,1972,1011
18563499,101734650,465,1973,DAVE GIUSTI ,8,74,80,1972,1007
18563233,101731890,189,1973,GREG LUZINSKI ,8,136,67,1972,972
8220068,101736010,601,1973,ROOKIE CATCHERS   ,8,114,47,1972,992
18320062,101735850,585,1973,JOE NIEKRO   ,8,131,68,1972,990
54639493,101733010,301,1973,BILLY GRABARKEWITZ   ,9,76,5,1972,988
21093162,101733020,302,1973,TERRY CROWLEY    ,8,95,51,1972,988
19987966,101734060,406,1973,PAUL LINDBLAD ,8,80,53,1972,986
12117037,101732560,256,1973,CHRIS ZACHARY   ,8,78,77,1972,984
90633594,101732760,276,1973,JOE LOVITTO ,8,106,75,1972,967
24212799,101731080,108,1973,BILL RUSSELL   ,8,91,77,1972,954
19814184,101732850,285,1973,DON KESSINGER,8,82,43,1972,958
20454164,101732860,286,1973,FRANK LINZY  ,8,79,70,1972,959
18500514,101731520,152,1973,DAVE MAY   ,9,82,4,1972,961
25978010,101731870,187,1973,LUKE WALKER ,8,77,81,1972,957
11759189,101731490,149,1973,RON HUNT   ,8,59,37,1972,938
21243517,101735030,503,1973,PHIL NIEKRO  ,8,202,107,1972,940
15695231,101732110,211,1973,BALOR MOORE    ,8,82,48,1972,948
23833519,101734750,475,1973,TY COBB    ,8,266,63,1972,939
30259754,101731050,105,1973,CARLOS MAY    ,9,139,9,1972,931
28747164,101731430,143,1973,JOHN CURTIS   ,9,60,3,1972,922
23543479,101735310,531,1973,RON WOODS ,8,64,44,1972,917
23970587,101735730,573,1973,FRED BEENE   ,8,108,53,1972,919
14050001,101735740,574,1973,BOB DIDIER   ,8,74,26,1972,919
17782127,101730590,59,1973,STEVE YEAGER  ,8,112,97,1972,913
12485085,101735070,507,1973,DARREL CHANEY   ,8,120,51,1972,903
15968011,101730060,6,1973,MAC SCARCE   ,8,79,87,1972,912
40207641,101731940,194,1973,JORGE ORTA   ,8,81,44,1972,911
23114669,101735320,532,1973,STEVE MINGORI ,8,102,61,1972,906
17949351,101731000,100,1973,HANK AARON   ,8,991,257,1972,892
18563439,101734090,409,1973,IVAN MURRELL  ,8,100,70,1972,878
26547787,101733500,350,1973,TOM SEAVER   ,8,776,283,1972,884
24754057,101735480,548,1973,DON DURHAM   ,8,70,38,1972,890
20828384,101732430,243,1973,ANGELS TEAM ,8,111,69,1972,887
20693698,101736070,607,1973,ROOKIE SHORTSTOPS   ,8,157,66,1972,881
24492331,101735400,540,1973,CLEON JONES ,8,87,55,1972,864
10358547,101734100,410,1973,WILLIE MCCOVEY ,8,374,106,1972,865
19344746,101730580,58,1973,MIKE PAUL   ,8,146,127,1972,860
90609157,101730070,7,1973,RANGERS TEAM   ,8,103,102,1972,844
16113462,101732630,263,1973,GEORGE SCOTT  ,8,104,97,1972,862
24358296,101732770,277,1973,BOB MILLER  ,9,80,6,1972,839
46367532,101734211,421,1973,ANGELS MGR./COACHES ORANGE BACKGROUND,9,26,3,1972,838
44570213,101734212,421,1973,ANGELS MGR./COACHES DARK PALE BACKGROUND,8,31,18,1972,838
15855858,101731280,128,1973,TED SIZEMORE   ,8,89,50,1972,832
90506383,101735080,508,1973,GATES BROWN,8,78,48,1972,837
15945739,101732180,218,1973,AURELIO RODRIGUEZ,8,92,76,1972,826
25977993,101733800,380,1973,JOHNNY BENCH,8,578,91,1972,793
14738401,101731210,121,1973,DAVE RADER  ,8,76,74,1972,818
48687203,101000504,504,1973,EARL WILLIAMS NO GAPS IN BORDER,8,39,25,1972,817
23467952,101731810,181,1973,JACK BROHAMER,8,101,55,1972,811
23224842,101731820,182,1973,MIKE CALDWELL,9,61,4,1972,811
19634085,101734520,452,1973,PAUL CASANOVA ,8,91,59,1972,807
20251144,101735690,569,1973,DODGERS MGR./COACHES,8,125,42,1972,810
23237096,101735700,570,1973,BILL SINGER  ,8,149,69,1972,810
43219792,101731161,116,1973,YANKEES MGR./COACHES SOLID BACKGROUND   ,8,61,45,1972,800
21332529,101731162,116,1973,YANKEES MGR./COACHES NATURAL BACKGROUND   ,8,82,91,1972,800
24332289,101735350,535,1973,JOHN CALLISON ,8,115,47,1972,797
19500113,101731230,123,1973,SANDY ALOMAR   ,8,112,89,1972,795
22883564,101731270,127,1973,BREWERS TEAM   ,8,116,142,1972,782
20828370,101733590,359,1973,CECIL UPSHAW   ,8,79,52,1972,736
40063864,101730630,63,1973,RBI LEADERS    ,8,192,67,1972,783
16841567,101735430,543,1973,ALAN FOSTER ,8,115,80,1972,778
23641539,101735790,579,1973,TOM GRIEVE     ,8,101,85,1972,776
24754054,101735360,536,1973,PHILLIES TEAM ,8,111,79,1972,772
23675264,101005715,20,1973,STAN BAHNSEN SMALL GAP IN LEFT BORDER  ,8,30,8,1972,746
26770736,101005716,20,1973,STAN BAHNSEN - NO GAP,9,64,5,1972,746
40548531,101736350,635,1973,GENE ALLEY   ,8,113,52,1972,733
31726897,101735300,530,1973,JIM KAAT  ,8,103,61,1972,743
31810114,101734790,479,1973,HAL LANIER  ,8,115,92,1972,740
20333813,101732420,242,1973,GEORGE CULVER   ,8,124,93,1972,732
20843187,101731570,157,1973,DENNY RIDDLEBERGER   ,8,92,29,1972,722
31842534,101731450,145,1973,BOBBY BONDS    ,8,101,56,1972,727
15693471,101735090,509,1973,JIM NASH   ,8,111,68,1972,731
19917476,101732690,269,1973,TIM MCCARVER  ,8,123,71,1972,724
22883558,101731370,137,1973,JIM BEAUCHAMP ,9,94,5,1972,700
14822057,101733700,370,1973,WILLIE STARGELL ,8,258,152,1972,715
18773200,101730760,76,1973,DOUG RADER  ,8,146,174,1972,718
21868263,101731791,179,1973,AS MGR./COACHES HOSCHEIT LEFT EAR SHOWING ,8,58,31,1972,708
22708295,101731792,179,1973,AS MGR./COACHES HOSCHEIT LFT.EAR NOT SHOW ,8,84,65,1972,708
18888900,101731800,180,1973,FERGIE JENKINS ,8,349,157,1972,708
20605241,101736340,634,1973,ALAN CLOSTER ,8,89,66,1972,701
24212874,101734120,412,1973,MANNY MOTA   ,8,83,68,1972,690
30823169,101732950,295,1973,BERT CAMPANERIS ,8,116,101,1972,684
90630570,101732960,296,1973,SPARKY ANDERSON ,8,129,56,1972,684
31726806,101732050,205,1973,WORLD SERIES GAME 3,8,101,83,1972,685
15692544,101733650,365,1973,RICO PETROCELLI    ,8,163,113,1972,682
24218760,101732780,278,1973,ORIOLES TEAM  ,8,109,53,1972,659
15693547,101731480,148,1973,DAVE GOLTZ ,8.5,1,90,1972,681
24370490,101732400,240,1973,BOBBY MURCER,8,157,61,1972,680
24212827,101732100,210,1973,WORLD CHAMPIONS     ,8,79,102,1972,672
15693525,101731670,167,1973,STEVE STONE    ,8,98,83,1972,675
10510372,101731680,168,1973,JIM NORTHRUP  ,8,113,83,1972,675
24691160,101736420,642,1973,JOSE LABOY  ,8,94,59,1972,673
20829321,101733710,371,1973,MIKE KEKICH   ,8,92,69,1972,671
8220057,101735860,586,1973,BILL SUDAKIS ,8,92,74,1972,656
15693494,101735270,527,1973,DAN MCGINN   ,8,93,58,1972,599
4590165,101733600,360,1973,JOE RUDI   ,8,97,55,1972,621
23970582,101735290,529,1973,MILT MAY  ,8,96,79,1972,610
81844572,101732230,223,1973,BUD HARRELSON  ,8,104,54,1972,605
40081826,101734900,490,1973,CLAUDE OSTEEN  ,8,76,165,1972,605
4533622,101733440,344,1973,CATFISH HUNTER ,8,83,71,1972,605
25087514,101735490,549,1973,RANGERS MGR./COACHES,8,67,19,1972,603
19541933,101733520,352,1973,DON STANHOUSE   ,8,96,88,1972,596
20037928,101731470,147,1973,MIKE ANDERSON ,8,95,97,1972,594
18563290,101732670,267,1973,LLOYD ALLEN  ,8,93,70,1972,571
25978009,101731900,190,1973,BOB GIBSON    ,8,494,141,1972,583
18931752,101730170,17,1973,FRED GLADDING  ,8,64,80,1972,573
30590620,101731250,125,1973,RON FAIRLY  ,9,108,8,1972,567
50837759,101731361,136,1973,ORIOLES MGR./COACHES BROWN BACKGROUND  ,8,32,21,1972,546
22326289,101731362,136,1973,ORIOLES MGR./COACHES ORANGE BACKGROUND  ,8,130,44,1972,546
21339363,101734730,473,1973,HANK AARON ,8,208,39,1972,512
21868252,101733840,384,1973,DON BAYLOR   ,8,117,71,1972,566
90437577,101731710,171,1973,BERNIE CARBO  ,8,93,60,1972,548
14080059,101731720,172,1973,STEVE KLINE   ,8,142,125,1972,548
23979174,101735830,583,1973,BILL GREIF   ,8,80,62,1972,544
20496940,101732930,293,1973,BERNIE ALLEN  ,8,104,109,1972,533
21243547,101732940,294,1973,STEVE ARLIN  ,8,58,63,1972,533
20828764,101733680,368,1973,BILL BUCKNER    ,8,100,71,1972,540
11075124,101730550,55,1973,JON MATLACK  ,8,147,181,1972,469
25061733,101730830,83,1973,LERON LEE    ,9,130,8,1972,502
20758480,101732060,206,1973,WORLD SERIES GAME 4,8,110,62,1972,495
81908381,101733930,393,1973,JOSE CARDENAL ,8,103,68,1972,490
24212875,101734150,415,1973,MARTY PATTIN  ,8,93,68,1972,471
41382746,101005717,31,1973,BUDDY BELL SMALL GAP IN RIGHT BORDER,8,42,14,1972,463
41382745,101005718,31,1973,BUDDY BELL NO GAP ,8,89,51,1972,463
17173482,101730320,32,1973,FRED NORMAN  ,8,84,140,1972,463
30090784,101731730,173,1973,HAL BREEDEN   ,8,75,19,1972,461
1780561,101731740,174,1973,RICH GOSSAGE  ,8,797,258,1972,461
90186783,101733110,311,1973,JOE DECKER  ,9,87,4,1972,458
30439784,101733120,312,1973,OSCAR BROWN  ,9,62,4,1972,458
23460343,101733880,388,1973,BEN OGLIVIE  ,8,84,54,1972,413
90437639,101731170,117,1973,RAMON HERNANDEZ,8,107,53,1972,462
21087249,101732970,297,1973,WALT WILLIAMS    ,9,55,10,1972,455
15692582,101732980,298,1973,RON BRYANT     ,8,83,33,1972,455
23888784,101730980,98,1973,DICK WOODSON   ,8.5,4,58,1972,451
81908376,101734070,407,1973,FELIX MILLAN  ,8,116,74,1972,452
31643520,101734310,431,1973,GERRY MOSES   ,8,88,71,1972,454
18563461,101734320,432,1973,DAN FRISELLA  ,8,72,46,1972,454
18443605,101735230,523,1973,WAYNE GRANGER   ,8,102,64,1972,442
20828377,101731650,165,1973,LUIS APARICIO  ,8,325,199,1972,433
16656345,101731660,166,1973,TERRY HARMON    ,8,124,112,1972,433
31842521,101731420,142,1973,THURMAN MUNSON ,8,542,161,1972,426
14050005,101736460,646,1973,BREWERS MGR./COACHES  ,8,74,42,1972,416
23723027,101735380,538,1973,JIM HART   ,8,127,67,1972,411
25978015,101731290,129,1973,TERRY FORSTER  ,9,99,7,1972,398
25087516,101732750,275,1973,TONY PEREZ  ,8,197,78,1972,394
17173485,101732310,231,1973,BILL PARSONS  ,8,95,88,1972,383
26547786,101733300,330,1973,ROD CAREW  ,8,409,94,1972,384
23813223,101730650,65,1973,1972 E.R.A.LEADERS   ,8,231,181,1972,391
18932923,101730740,74,1973,BILLY CHAMPION ,8,140,224,1972,389
18592157,101731340,134,1973,MILT WILCOX   ,8,95,52,1972,369
16195281,101735250,525,1973,JIM FREGOSI  ,8,105,86,1972,375
14103412,101730370,37,1973,BILL ROBINSON  ,8,131,100,1972,372
16656323,101730380,38,1973,MIKE EPSTEIN  ,8,137,171,1972,372
3465675,101730720,72,1973,RONALD REED   ,9,153,15,1972,329
14599532,101730530,53,1973,STEVE DUNNING  ,8,148,114,1972,347
21087203,101730540,54,1973,CHECKLIST 1-132  ,8,125,69,1972,347
22180329,101734960,496,1973,RAY LAMB     ,8,67,32,1972,347
23473620,101733320,332,1973,JOHN FELSKE   ,8,90,54,1972,340
90343401,101732830,283,1973,RAY SADECKI   ,8,61,35,1972,342
22914757,101735500,550,1973,DAVE JOHNSON ,8,107,25,1972,318
15090407,101734980,498,1973,GRAIG NETTLES   ,8,169,76,1972,318
19500102,101731610,161,1973,TED MARTINEZ ,8,128,111,1972,315
18501343,101732540,254,1973,BILL STONEMAN   ,9,111,4,1972,287
23981866,101733830,383,1973,DIEGO SEGUI  ,9,59,4,1972,297
26686919,101732500,250,1973,MANNY SANGUILLEN ,8,104,72,1972,286
22045137,101730110,11,1973,CHRIS CHAMBLISS,8,124,94,1972,282
15692592,101732730,273,1973,CHRIS SPEIER  ,8,71,83,1972,271
23970597,101736570,657,1973,BOB JOHNSON   ,8,96,44,1972,283
