bills_card_cert,bills_card_spec,bills_card_num,bills_card_year,bills_card_psa_desc,bills_card_grade,bills_card_pop,bills_card_pop_higher,bills_card_stat_year,bills_card_player_id
16188934,101742480,248,1974,TOM HALL ,9,64,7,1973,2526
23343352,101742480,248,1974,TOM HALL ,9,64,7,1973,2526
11781075,101740130,13,1974,TOM HILGENDORF,9,74,2,1973,2531
24883866,101740130,13,1974,TOM HILGENDORF,9,74,2,1973,2531
81729550,101741640,164,1974,TOM HOUSE,9,59,2,1973,2532
24889901,101741640,164,1974,TOM HOUSE,9,59,2,1973,2532
90439834,101744430,443,1974,TOM HUTTON,9,99,9,1973,2534
24371289,101744430,443,1974,TOM HUTTON,9,99,9,1973,2534
14420483,101741270,127,1974,TOM PACIOREK,9,52,2,1973,2544
24284095,101741270,127,1974,TOM PACIOREK,9,52,2,1973,2544
90631845,101744960,496,1974,TOM MURPHY,9,116,16,1973,2540
24368717,101744960,496,1974,TOM MURPHY,9,116,16,1973,2540
24660383,101740800,80,1974,TOM SEAVER,10,18,0,1973,2551
5340425,101740800,80,1974,TOM SEAVER,9,202,18,1973,2551
11781088,101743270,327,1974,TOM TIMMERMANN,9,57,1,1973,2554
81907756,101743270,327,1974,TOM TIMMERMANN,8,75,59,1973,2554
14132950,101741930,193,1974,TOM WALKER,10,12,0,1973,2560
81810638,101741930,193,1974,TOM WALKER,9,82,12,1973,2560
30993661,101746300,630,1974,TOMMIE AGEE,9,69,6,1973,2562
21327795,101746300,630,1974,TOMMIE AGEE,8,104,76,1973,2562
90439832,101744410,441,1974,TOM RAGLAND,9,133,11,1973,2549
21327748,101744410,441,1974,TOM RAGLAND,8.5,3,144,1973,2549
31079552,101743960,396,1974,TOMMY DAVIS,9,71,1,1973,2568
24749105,101743960,396,1974,TOMMY DAVIS,9,71,1,1973,2568
90590678,101740670,67,1974,TOMMY HELMS,9,82,8,1973,2573
24746252,101740670,67,1974,TOMMY HELMS,9,82,8,1973,2573
90439814,101743250,325,1974,TOMMY HARPER,9,76,2,1973,2572
14706335,101743250,325,1974,TOMMY HARPER,8,91,79,1973,2572
30183441,101744510,451,1974,TOMMY JOHN,9,86,6,1973,2575
24953945,101744510,451,1974,TOMMY JOHN,8,137,96,1973,2575
22542195,101744490,449,1974,TOM MCCRAW,10,15,0,1973,2577
90041077,101744490,449,1974,TOM MCCRAW,9,96,15,1973,2577
18898743,101742300,230,1974,TONY PEREZ,9,101,6,1973,2593
24295877,101742300,230,1974,TONY PEREZ,8,288,109,1973,2593
4232812,101741900,190,1974,TONY OLIVA,9,96,8,1973,2591
23991790,101741900,190,1974,TONY OLIVA,8,186,109,1973,2591
24061135,101742860,286,1974,TONY MUSER,10,17,0,1973,2590
40044652,101742860,286,1974,TONY MUSER,9,130,17,1973,2590
90041062,101742650,265,1974,TUG MCGRAW,9,64,3,1973,2603
24791670,101742650,265,1974,TUG MCGRAW,8,91,70,1973,2603
11792298,101741570,157,1974,VIC HARRIS,9,68,7,1973,2616
24971474,101741570,157,1974,VIC HARRIS,8,90,80,1973,2616
24827242,101744900,490,1974,VADA PINSON,9,43,4,1973,2609
16407821,101744900,490,1974,VADA PINSON,8,77,51,1973,2609
90041075,101744440,444,1974,VIC DAVALILLO,9,95,7,1973,2615
24284088,101744440,444,1974,VIC DAVALILLO,9,95,7,1973,2615
24782700,101741971,197,1974,VICENTE ROMO WA,9,26,2,1973,2618
24367201,101741972,197,1974,VICENTE ROMO SD,9,46,3,1973,2618
18771895,101741971,197,1974,VICENTE ROMO WA,8,105,31,1973,2618
23729645,101741972,197,1974,VICENTE ROMO SD,8,96,52,1973,2618
3611681,101742900,290,1974,VIDA BLUE,9,165,11,1973,2620
15689625,101742900,290,1974,VIDA BLUE,8,145,180,1973,2620
6398488,101745100,510,1974,WAYNE GARRETT,9,117,14,1973,2644
9099592,101745100,510,1974,WAYNE GARRETT,8,89,138,1973,2644
30839036,101746440,644,1974,WAYNE GRANGER,10,13,0,1973,2645
40157610,101746440,644,1974,WAYNE GRANGER,9,170,13,1973,2645
30640582,101744180,418,1974,WALT WILLIAMS,9,97,13,1973,2636
14095126,101744180,418,1974,WALT WILLIAMS,9,97,13,1973,2636
40157595,101745510,551,1974,VON JOSHUA,9,53,2,1973,2624
24983954,101745510,551,1974,VON JOSHUA,8,78,55,1973,2624
24895573,101744190,419,1974,WAYNE TWITCHELL,10,23,0,1973,2651
90402438,101744190,419,1974,WAYNE TWITCHELL,9,124,23,1973,2651
81371319,101741200,120,1974,WILBUR WOOD,9,67,5,1973,2657
23625758,101741200,120,1974,WILBUR WOOD,8,125,73,1973,2657
81923127,101741650,165,1974,WILLIE DAVIS,9,32,0,1973,2664
25083991,101741650,165,1974,WILLIE DAVIS,8,115,33,1973,2664
90289852,101741150,115,1974,WILLIE HORTON,9,88,8,1973,2667
14391947,101741150,115,1974,WILLIE HORTON,8,152,100,1973,2667
11781135,101744800,480,1974,WILLIE CRAWFORD,9,62,0,1973,2663
21864030,101744800,480,1974,WILLIE CRAWFORD,9,62,0,1973,2663
20689462,101742501,250,1974,WILLIE MCCOVEY WA,9,57,2,1973,2669
15712382,101742502,250,1974,WILLIE MCCOVEY SD,9,130,2,1973,2669
6039289,101742501,250,1974,WILLIE MCCOVEY WA,8,301,66,1973,2669
24428943,101742502,250,1974,WILLIE MCCOVEY SD,8,399,140,1973,2669
30133805,101744730,473,1974,WORLD SERIES GAME 2,9,162,8,1973,2668
81931394,101744730,473,1974,WORLD SERIES GAME 2,8,425,181,1973,2668
90109695,101741000,100,1974,WILLIE STARGELL,9,127,5,1973,2675
24471627,101741000,100,1974,WILLIE STARGELL,9,127,5,1973,2675
81654548,101745150,515,1974,WILLIE MONTANEZ,9,63,8,1973,2671
10985278,101745150,515,1974,WILLIE MONTANEZ,8,85,74,1973,2671
90191181,101744670,467,1974,WINSTON LIENAS,9,122,5,1973,2680
24890406,101744670,467,1974,WINSTON LIENAS,9,122,5,1973,2680
11781146,101745550,555,1974,WOODIE FRYMAN,9,78,3,1973,2681
24749121,101745550,555,1974,WOODIE FRYMAN,9,78,3,1973,2681
24827275,101740160,16,1974,ORIOLES TEAM,9,40,3,1973,
23729641,101740160,16,1974,ORIOLES TEAM,8,84,46,1973,
90380959,101740310,31,1974,ASTROS LEADERS,9,58,2,1973,
24883871,101740310,31,1974,ASTROS LEADERS,9,58,2,1973,
24536888,101740360,36,1974,CARDINALS TEAM,10,12,0,1973,
2450954,101740360,36,1974,CARDINALS TEAM,9,145,12,1973,
2450956,101740560,56,1974,METS TEAM,9,103,17,1973,
15550530,101740560,56,1974,METS TEAM,8,135,124,1973,
24159186,101740740,74,1974,TWINS TEAMS,10,25,0,1973,
16740337,101740740,74,1974,TWINS TEAMS,10,25,0,1973,
90380966,101740780,78,1974,GIANTS MGR./COACHES,9,50,2,1973,
23625659,101740780,78,1974,GIANTS MGR./COACHES,9,50,2,1973,
11781081,101740940,94,1974,TIGERS TEAM,9,62,6,1973,
24983927,101740940,94,1974,TIGERS TEAM,8,124,69,1973,
81439134,101740990,99,1974,BREWERS LEADERS,9,53,8,1973,
23878702,101740990,99,1974,BREWERS LEADERS,9,53,8,1973,
90380972,101741140,114,1974,ANGELS TEAM,9,101,4,1973,
24807454,101741140,114,1974,ANGELS TEAM,9,101,4,1973,
81563741,101741190,119,1974,PHILLIES MGR./COACHES,9,48,2,1973,
21327667,101741190,119,1974,PHILLIES MGR./COACHES,8,71,50,1973,
30229700,101741260,126,1974,CHECKLIST 1-132,9,54,1,1973,
23808188,101741260,126,1974,CHECKLIST 1-132,8,95,59,1973,
14419619,101741440,144,1974,DODGERS MGR./COACHES,9,66,0,1973,
24953930,101741440,144,1974,DODGERS MGR./COACHES,8,148,69,1973,
90052640,101741540,154,1974,ASTROS TEAM,9,95,3,1973,
24749190,101741540,154,1974,ASTROS TEAM,9,95,3,1973,
23888775,101741660,166,1974,ROYALS LEADERS,9,47,1,1973,
23729647,101741660,166,1974,ROYALS LEADERS,8,97,52,1973,
23921035,101741790,179,1974,METS MGR./COACHES,9,60,2,1973,
23999770,101741790,179,1974,METS MGR./COACHES,8,205,68,1973,
81810658,101741840,184,1974,RANGERS TEAM,9,85,11,1973,
24265536,101741840,184,1974,RANGERS TEAM,9,85,11,1973,
16168787,101742010,201,1974,BATTING LEADERS,9,100,2,1973,
24719146,101742010,201,1974,BATTING LEADERS,8,377,112,1973,
6292258,101742020,202,1974,HOME RUN LEADERS,9,138,4,1973,
21303095,101742020,202,1974,HOME RUN LEADERS,8,291,144,1973,
16531060,101742030,203,1974,RBI LEADERS,9,74,4,1973,
23985203,101742030,203,1974,RBI LEADERS,8,240,86,1973,
30183392,101742040,204,1974,STOLEN BASE LEADERS,9,98,5,1973,
23982356,101742040,204,1974,STOLEN BASE LEADERS,8,189,105,1973,
90380979,101742050,205,1974,VICTORY LEADERS,9,66,3,1973,
23623469,101742050,205,1974,VICTORY LEADERS,8,128,70,1973,
30993618,101742060,206,1974,ERA LEADERS,9,99,1,1973,
22223147,101742060,206,1974,ERA LEADERS,8,321,101,1973,
24065685,101742070,207,1974,1973 STRIKEOUT LEADERS,9,92,3,1973,
50088993,101742070,207,1974,1973 STRIKEOUT LEADERS,8,578,102,1973,
81615821,101742080,208,1974,LEADING FIREMEN,9,97,4,1973,
23228584,101742080,208,1974,LEADING FIREMEN,8,118,104,1973,
6341234,101742110,211,1974,CUBS TEAM,9,156,25,1973,
23418929,101742110,211,1974,CUBS TEAM,9,156,25,1973,
21779578,101742210,221,1974,WHITE SOX MGR./COACHES,9,42,4,1973,
24318136,101742210,221,1974,WHITE SOX MGR./COACHES,9,42,4,1973,
24353577,101742262,226,1974,PADRES TEAM WA,9,36,0,1973,
15841704,101742261,226,1974,PADRES TEAM SD,9,36,1,1973,
21223161,101742262,226,1974,PADRES TEAM WA,8,168,38,1973,
23954265,101742261,226,1974,PADRES TEAM SD,8,102,38,1973,
40157542,101742360,236,1974,CARDINALS MGR./COACHES,9,57,2,1973,
81875431,101742360,236,1974,CARDINALS MGR./COACHES,8,157,60,1973,
24299305,101742460,246,1974,AS TEAM,10,20,0,1973,
90041057,101742460,246,1974,AS TEAM,9,129,20,1973,
16377401,101742630,263,1974,CHECKLIST 133-264,9,40,0,1973,
24889911,101742630,263,1974,CHECKLIST 133-264,9,40,0,1973,
24565193,101742730,273,1974,CHECKLIST 265-396,9,35,2,1973,
15571468,101742730,273,1974,CHECKLIST 265-396,8,87,39,1973,
40157549,101742760,276,1974,ANGELS MGR./COACHES,9,72,8,1973,
22311667,101742760,276,1974,ANGELS MGR./COACHES,8,73,81,1973,
6341226,101742810,281,1974,GIANTS TEAM,9,62,6,1973,
24625021,101742810,281,1974,GIANTS TEAM,9,62,6,1973,
11209009,101743060,306,1974,ORIOLES MGR./COACHES,9,110,3,1973,
25078703,101743060,306,1974,ORIOLES MGR./COACHES,9,110,3,1973,
6341227,101743140,314,1974,BREWERS TEAM,9,118,19,1973,
23648987,101743140,314,1974,BREWERS TEAM,9,118,19,1973,
11781087,101743260,326,1974,REDS MGR./COACHES,9,42,2,1973,
23992975,101743260,326,1974,REDS MGR./COACHES,8,145,47,1973,
18955323,101743310,331,1974,ALL-STAR CATCHERS,9,66,3,1973,
21242021,101743310,331,1974,ALL-STAR CATCHERS,8,224,74,1973,
3365844,101743320,332,1974,D.ALLEN/H.AARON,9,195,4,1973,
23969587,101743320,332,1974,D.ALLEN/H.AARON,8,335,205,1973,
24278037,101743330,333,1974,R.CAREW/J.MORGAN,9,53,1,1973,
24588859,101743330,333,1974,R.CAREW/J.MORGAN,9,53,1,1973,
4609498,101743340,334,1974,A/S 3RD BASEMEN,9,79,7,1973,
23991865,101743340,334,1974,A/S 3RD BASEMEN,8,201,91,1973,
30640462,101743350,335,1974,ALL-STAR SHORTSTOPS,9,84,1,1973,
14892426,101743350,335,1974,ALL-STAR SHORTSTOPS,8,137,85,1973,
30340981,101743360,336,1974,B.MURCER/P.ROSE,9,169,1,1973,
24878804,101743360,336,1974,B.MURCER/P.ROSE,8,388,174,1973,
60032605,101743370,337,1974,A/S CENTER FIELDERS,9,73,2,1973,
11972365,101743370,337,1974,A/S CENTER FIELDERS,8,70,75,1973,
1635924,101743380,338,1974,ALL-STAR RT.FIELDER,9,155,6,1973,
2250907,101743380,338,1974,ALL-STAR RT.FIELDER,9,155,6,1973,
81879232,101743390,339,1974,ALL-STAR PITCHERS,9,66,1,1973,
14578065,101743390,339,1974,ALL-STAR PITCHERS,8,104,67,1973,
90380998,101743430,343,1974,ROYALS TEAM,9,135,24,1973,
31781135,101743430,343,1974,ROYALS TEAM,9,135,24,1973,
6371167,101743540,354,1974,CUBS MGR./COACHES,9,67,3,1973,
81836348,101743540,354,1974,CUBS MGR./COACHES,8,83,72,1973,
1603321,101743630,363,1974,YANKEES TEAM,9,161,2,1973,
19335194,101743630,363,1974,YANKEES TEAM,8,194,168,1973,
90381007,101743790,379,1974,RANGERS MGR/COACHES,9,46,1,1973,
81809699,101743790,379,1974,RANGERS MGR/COACHES,8,95,49,1973,
90381011,101743830,383,1974,PHILLIES TEAM,9,41,11,1973,
15539986,101743830,383,1974,PHILLIES TEAM,8,96,53,1973,
30993625,101744030,403,1974,RED SOX MGR./COACHES,9,92,3,1973,
24582594,101744030,403,1974,RED SOX MGR./COACHES,9,92,3,1973,
90439823,101744160,416,1974,WHITE SOX TEAM,9,142,6,1973,
22254338,101744160,416,1974,WHITE SOX TEAM,9,142,6,1973,
11332215,101744140,414,1974,CHECKLIST 397-528,9,57,2,1973,
31715870,101744140,414,1974,CHECKLIST 397-528,8,86,59,1973,
11781124,101744470,447,1974,TWINS MGR./COACHES,9,49,2,1973,
14742414,101744470,447,1974,TWINS MGR./COACHES,8,54,53,1973,
30993648,101744590,459,1974,REDS TEAM,9,117,11,1973,
24140851,101744590,459,1974,REDS TEAM,8,151,131,1973,
31270808,101744750,475,1974,WORLD SERIES GAME 4,10,36,0,1973,
40162533,101744750,475,1974,WORLD SERIES GAME 4,9,214,36,1973,
24430041,101744760,476,1974,WORLD SERIES GAME 5,10,25,0,1973,
3739176,101744760,476,1974,WORLD SERIES GAME 5,9,210,25,1973,
23487827,101744780,478,1974,WORLD SERIES GAME 7,10,26,0,1973,
24909346,101744780,478,1974,WORLD SERIES GAME 7,10,26,0,1973,
4389393,101744790,479,1974,AS CELEBRATE,9,187,35,1973,
24371280,101744790,479,1974,AS CELEBRATE,9,187,35,1973,
2551414,101744830,483,1974,BRAVES TEAM,9,143,17,1973,
24990017,101744830,483,1974,BRAVES TEAM,9,143,17,1973,
31649497,101744890,489,1974,PIRATES MGR./COACHES,9,73,6,1973,
21327763,101744890,489,1974,PIRATES MGR./COACHES,8,84,80,1973,
81930910,101745080,508,1974,EXPOS TEAM,10,10,0,1973,
2551444,101745080,508,1974,EXPOS TEAM,9,112,10,1973,
11781139,101745210,521,1974,INDIANS MGR./COACHES,9,90,4,1973,
25030020,101745210,521,1974,INDIANS MGR./COACHES,9,90,4,1973,
60005799,101745310,531,1974,EXPOS MGR./COACHES,9,117,10,1973,
10888661,101745310,531,1974,EXPOS MGR./COACHES,8,90,128,1973,
2551367,101745410,541,1974,INDIANS TEAM,9,140,19,1973,
24371267,101745410,541,1974,INDIANS TEAM,9,140,19,1973,
30993656,101745670,567,1974,RED SOX TEAM,9,118,6,1973,
24104976,101745670,567,1974,RED SOX TEAM,8,134,125,1973,
40157606,101745960,596,1974,ROOKIE PITCHERS,9,70,9,1973,
23340757,101745960,596,1974,ROOKIE PITCHERS,8,80,81,1973,
14360871,101745970,597,1974,ROOKIE SHORTSTOPS,9,60,5,1973,
15171000,101745970,597,1974,ROOKIE SHORTSTOPS,8,112,69,1973,
60094552,101745980,598,1974,ROOKIE OUTFIELDERS,9,175,6,1973,
25197963,101745980,598,1974,ROOKIE OUTFIELDERS,8,455,189,1973,
24326482,101745991,599,1974,ROOKIE PITCHERS SD LARGE,8,80,65,1973,
14578120,101745992,599,1974,ROOKIE PITCHERS SD SMALL,7,39,44,1973,
31152146,101745990,599,1974,ROOKIE PITCHERS WA,10,13,0,1973,
90430136,101745991,599,1974,ROOKIE PITCHERS SD LARGE,10,7,0,1973,
3447290,101745992,599,1974,ROOKIE PITCHERS SD SMALL,8,38,6,1973,
2552100,101745990,599,1974,ROOKIE PITCHERS WA,9,149,13,1973,
4573088,101746000,600,1974,ROOKIE INFIELDERS,9,120,10,1973,
25124996,101746000,600,1974,ROOKIE INFIELDERS,8,227,138,1973,
23729642,101746010,601,1974,ROOKIE OUFIELDERS,9,69,2,1973,
23762196,101746010,601,1974,ROOKIE OUFIELDERS,9,69,2,1973,
30267379,101746020,602,1974,ROOKIE PITCHERS,9,37,1,1973,
20799704,101746020,602,1974,ROOKIE PITCHERS,8,89,41,1973,
16739533,101746030,603,1974,ROOKIE CATCHERS,9,58,6,1973,
24795803,101746030,603,1974,ROOKIE CATCHERS,8,109,66,1973,
40100850,101746040,604,1974,ROOKIE INFIELDERS,9,179,12,1973,
24750708,101746040,604,1974,ROOKIE INFIELDERS,8,231,197,1973,
30426021,101746050,605,1974,ROOKIE PITCHERS,9,99,5,1973,
24804951,101746050,605,1974,ROOKIE PITCHERS,8,225,107,1973,
15091081,101746060,606,1974,ROOKIE OUTFIELDERS,9,47,4,1973,
24428969,101746060,606,1974,ROOKIE OUTFIELDERS,8,112,55,1973,
6543041,101746070,607,1974,ROOKIE SHORTSTOPS,9,56,2,1973,
24802220,101746070,607,1974,ROOKIE SHORTSTOPS,8,99,60,1973,
81807513,101746081,608,1974,ROOKIE PITCHERS ERROR,9,91,4,1973,
15682815,101746082,608,1974,ROOKIE PITCHERS,9,61,7,1973,
12207004,101746081,608,1974,ROOKIE PITCHERS ERROR,9,91,4,1973,
24961746,101746082,608,1974,ROOKIE PITCHERS,8,89,73,1973,
3739180,101746260,626,1974,PIRATES TEAM,9,182,23,1973,
24890485,101746260,626,1974,PIRATES TEAM,9,182,23,1973,
11972484,101746340,634,1974,BRAVES MGR./COACHES,9,86,5,1973,
24961747,101746340,634,1974,BRAVES MGR./COACHES,8,177,92,1973,
15128659,101746370,637,1974,CHECKLIST 529-660,9,44,1,1973,
24618453,101746370,637,1974,CHECKLIST 529-660,8,75,47,1973,
3739181,101746430,643,1974,DODGERS TEAM,9,113,6,1973,
24750228,101746430,643,1974,DODGERS TEAM,9,113,6,1973,
22937174,101741910,191,1974,AL FITZMORRIS,10,9,0,1973,9
60006034,101741910,191,1974,AL FITZMORRIS,9,99,9,1973,9
11476883,101741080,108,1974,AL HRABOSKY,9,128,10,1973,12
24802768,101741080,108,1974,AL HRABOSKY,9,128,10,1973,12
11781101,101746140,614,1974,ADRIAN DEVINE,9,107,5,1973,2
25185332,101746140,614,1974,ADRIAN DEVINE,9,107,5,1973,2
60003567,101746560,656,1974,ADRIAN GARRETT,9,69,3,1973,3
81955913,101746560,656,1974,ADRIAN GARRETT,8,110,72,1973,3
7187833,101741370,137,1974,AL BUMBRY,9,81,8,1973,4
23663229,101741370,137,1974,AL BUMBRY,9,81,8,1973,4
11781082,101742150,215,1974,AL KALINE,9,87,3,1973,15
11726495,101742150,215,1974,AL KALINE,8,485,93,1973,15
23158797,101746200,620,1974,AL DOWNING,10,19,0,1973,7
40157609,101746200,620,1974,AL DOWNING,9,144,19,1973,7
81729611,101740520,52,1974,AL OLIVER,9,47,0,1973,20
25013476,101740520,52,1974,AL OLIVER,8,126,49,1973,20
30993644,101744420,442,1974,ALAN FOSTER,9,33,3,1973,31
81897771,101744420,442,1974,ALAN FOSTER,8,84,37,1973,31
6341224,101741070,107,1974,ALEX JOHNSON,9,70,5,1973,41
30112101,101741070,107,1974,ALEX JOHNSON,8,92,76,1973,41
11781136,101744880,488,1974,ANDY ETCHEBARREN,9,94,6,1973,62
25030008,101744880,488,1974,ANDY ETCHEBARREN,9,94,6,1973,62
14401541,101740650,65,1974,AMOS OTIS,9,30,1,1973,52
14373939,101740650,65,1974,AMOS OTIS,8,104,32,1973,52
30287352,101742670,267,1974,ANDY MESSERSMITH ,9,44,1,1973,67
24481927,101742670,267,1974,ANDY MESSERSMITH ,8,81,46,1973,67
14507037,101740340,34,1974,ANDY KOSCO,10,11,0,1973,65
81828401,101740340,34,1974,ANDY KOSCO,9,56,11,1973,65
90590675,101740720,72,1974,AURELIO RODRIGUEZ,9,77,7,1973,80
81494957,101740720,72,1974,AURELIO RODRIGUEZ,9,77,7,1973,80
31707374,101743130,313,1974,BERRY LERSCH,9,78,10,1973,92
9099656,101743130,313,1974,BERRY LERSCH,8,93,89,1973,92
30993647,101744530,453,1974,BALOR MOORE,9,108,10,1973,84
22630942,101744530,453,1974,BALOR MOORE,9,108,10,1973,84
12486734,101741390,139,1974,AURELIO MONTEAGUDO,9,63,2,1973,79
14373956,101741390,139,1974,AURELIO MONTEAGUDO,8,106,65,1973,79
81623679,101741470,147,1974,BART JOHNSON,9,40,6,1973,95
23625741,101741470,147,1974,BART JOHNSON,8,73,50,1973,95
12154529,101740980,98,1974,BERT BLYLEVEN,9,150,10,1973,105
23978935,101740980,98,1974,BERT BLYLEVEN,9,150,10,1973,105
90041046,101741550,155,1974,BERT CAMPANERIS,9,68,8,1973,106
23996418,101741550,155,1974,BERT CAMPANERIS,8,103,80,1973,106
3611691,101746210,621,1974,BERNIE CARBO,9,88,7,1973,103
24890488,101746210,621,1974,BERNIE CARBO,9,88,7,1973,103
81869809,101744740,474,1974,WORLD SERIES GAME 3,9,51,3,1973,106
14371063,101744740,474,1974,WORLD SERIES GAME 3,8,190,56,1973,106
40157577,101745280,528,1974,BILL BONHAM,9,61,2,1973,112
23481309,101745280,528,1974,BILL BONHAM,8,101,63,1973,112
81917789,101743910,391,1974,BILLY CHAMPION,10,26,0,1973,119
11332180,101743910,391,1974,BILLY CHAMPION,9,109,26,1973,119
90380957,101740260,26,1974,BILL CAMPBELL,9,54,3,1973,116
81807440,101740260,26,1974,BILL CAMPBELL,8,113,58,1973,116
11781147,101745580,558,1974,BILL FAHEY,9,52,2,1973,123
25030044,101745580,558,1974,BILL FAHEY,9,52,2,1973,123
3611686,101745050,505,1974,BILL BUCKNER,9,192,39,1973,113
24365129,101745050,505,1974,BILL BUCKNER,9,192,39,1973,113
6341233,101741620,162,1974,BILL FREEHAN,9,117,13,1973,124
24367156,101741620,162,1974,BILL FREEHAN,9,117,13,1973,124
81954955,101742420,242,1974,BILL GOGOLEWSKI,10,21,0,1973,126
40157543,101742420,242,1974,BILL GOGOLEWSKI,9,141,21,1973,126
40216871,101742710,271,1974,BILL HANDS ,9,60,3,1973,129
14886073,101742710,271,1974,BILL HANDS ,8,70,64,1973,129
24353559,101741021,102,1974,BILL GREIF WA,9,64,5,1973,127
16541948,101741022,102,1974,BILL GREIF SD,9,53,4,1973,127
23145600,101741021,102,1974,BILL GREIF WA,9,64,5,1973,127
24285837,101741022,102,1974,BILL GREIF SD,9,53,4,1973,127
11697164,101741700,170,1974,BILL MELTON,9,101,7,1973,139
24889886,101741700,170,1974,BILL MELTON,9,101,7,1973,139
24530790,101741180,118,1974,BILL LEE,10,10,0,1973,135
12582595,101741180,118,1974,BILL LEE,9,74,10,1973,135
30643326,101743450,345,1974,BILL NORTH,9,106,12,1973,142
14376598,101743450,345,1974,BILL NORTH,9,106,12,1973,142
90191185,101745740,574,1974,BILL PARSONS,9,119,12,1973,143
20864175,101745740,574,1974,BILL PARSONS,9,119,12,1973,143
15813903,101741740,174,1974,BILL ROBINSON,9,53,4,1973,147
24791673,101741740,174,1974,BILL ROBINSON,8,77,61,1973,147
40045219,101745190,519,1974,BILL SHARP,9,103,3,1973,151
15979369,101745190,519,1974,BILL SHARP,8,88,109,1973,151
81825166,101745240,524,1974,BILL PLUMMER,9,78,4,1973,145
40637147,101745240,524,1974,BILL PLUMMER,8,60,82,1973,145
90380982,101742390,239,1974,BILL RUSSELL,9,45,11,1973,148
23553485,101742390,239,1974,BILL RUSSELL,8,85,58,1973,148
40157593,101745450,545,1974,BILLY CONIGLIARO,9,107,9,1973,167
24101530,101745450,545,1974,BILLY CONIGLIARO,9,107,9,1973,167
15936441,101740630,63,1974,BILL SUDAKIS,10,11,0,1973,155
90191166,101740630,63,1974,BILL SUDAKIS,9,99,11,1973,155
15225316,101742100,210,1974,BILL SINGER,10,15,0,1973,152
81810623,101742100,210,1974,BILL SINGER,9,130,15,1973,152
81815029,101743520,352,1974,BILL STONEMAN,9,32,1,1973,154
14347219,101743520,352,1974,BILL STONEMAN,8,84,33,1973,154
40157540,101742140,214,1974,BILLY GRABARKEWITZ,9,102,5,1973,170
24367151,101742140,214,1974,BILLY GRABARKEWITZ,9,102,5,1973,170
21684112,101741100,110,1974,BILLY WILLIAMS,9,61,5,1973,182
24859804,101741100,110,1974,BILLY WILLIAMS,8,198,70,1973,182
40100844,101744610,461,1974,JOHN ODOM,9,44,2,1973,185
12552855,101744610,461,1974,JOHN ODOM,8,76,46,1973,185
14277048,101740970,97,1974,BOB BAILEY,9,91,5,1973,194
24342400,101740970,97,1974,BOB BAILEY,9,91,5,1973,194
3146154,101741310,131,1974,BOB BOONE,9,127,12,1973,198
25194518,101741310,131,1974,BOB BOONE,9,127,12,1973,198
81828389,101740210,21,1974,BOB GALLAGHER,9,57,5,1973,209
15652044,101740210,21,1974,BOB GALLAGHER,8,69,63,1973,209
90441481,101743500,350,1974,BOB GIBSON,10,25,0,1973,211
50038089,101743500,350,1974,BOB GIBSON,9,207,25,1973,211
30111979,101741240,124,1974,BOB COLUCCIO,9,83,10,1973,203
10659591,101741240,124,1974,BOB COLUCCIO,9,83,10,1973,203
31707184,101744820,482,1974,BOB DIDIER,9,92,2,1973,206
24883837,101744820,482,1974,BOB DIDIER,9,92,2,1973,206
90380984,101742690,269,1974,BOB JOHNSON,9,67,3,1973,218
24749175,101742690,269,1974,BOB JOHNSON,9,67,3,1973,218
16131976,101740510,51,1974,BOBBY HEISE,9,71,10,1973,214
81799031,101740510,51,1974,BOBBY HEISE,8,84,83,1973,214
40157534,101740620,62,1974,BOB LOCKER,9,68,6,1973,227
24345856,101740620,62,1974,BOB LOCKER,9,68,6,1973,227
11781104,101746240,624,1974,BOB MILLER,9,140,5,1973,233
24578357,101746240,624,1974,BOB MILLER,9,140,5,1973,233
90380991,101743010,301,1974,BOB MONTGOMERY,9,57,2,1973,235
24970478,101743010,301,1974,BOB MONTGOMERY,8,65,62,1973,235
30993620,101743820,382,1974,BOB MOOSE,9,67,2,1973,236
15519228,101743820,382,1974,BOB MOOSE,8,95,70,1973,236
81807281,101742430,243,1974,BOB OLIVER,9,68,6,1973,239
81907651,101742430,243,1974,BOB OLIVER,8,68,75,1973,239
40157546,101742590,259,1974,BOB REYNOLDS,9,62,6,1973,245
24588919,101742590,259,1974,BOB REYNOLDS,8,72,68,1973,245
40157586,101745400,540,1974,BOB ROBERTSON,9,74,3,1973,246
12285076,101745400,540,1974,BOB ROBERTSON,8,94,79,1973,246
90439842,101746530,653,1974,BOB STINSON,9,27,0,1973,252
24299323,101746530,653,1974,BOB STINSON,8,96,27,1973,252
30336933,101743700,370,1974,BOB WATSON,9,62,2,1973,260
81921363,101743700,370,1974,BOB WATSON,8,85,69,1973,260
30993641,101744270,427,1974,BOBBY BOLIN,9,117,11,1973,262
24241663,101744270,427,1974,BOBBY BOLIN,9,117,11,1973,262
14567390,101741090,109,1974,BOB GRICH,9,50,1,1973,272
17976032,101741090,109,1974,BOB GRICH,8,129,51,1973,272
40045177,101744970,497,1974,BOBBY MITCHELL,9,105,6,1973,275
24814076,101744970,497,1974,BOBBY MITCHELL,9,105,6,1973,275
90102853,101740300,30,1974,BOBBY BONDS,9,104,5,1973,263
25066177,101740300,30,1974,BOBBY BONDS,9,104,5,1973,263
