card_year,card_num,card_stat_year,card_desc,card_notes,card_player_id
1982,652,1981,Steve Nicosia,,2407
1983,462,1982,Steve Nicosia,,2407
1984,98,1983,Steve Nicosia,,2407
1985,191,1984,Steve Nicosia,,2407
1990,433,1989,Steve Olin,Rookie Card,2408
1975,483,1974,Steve Ontiveros,,2409
1976,284,1975,Steve Ontiveros,,2409
1978,76,1977,Steve Ontiveros,,2409
1979,299,1978,Steve Ontiveros,,2409
1980,514,1979,Steve Ontiveros,,2409
1986,507,1985,Steve Ontiveros,,2409
1987,161,1986,Steve Ontiveros,,2410
1988,272,1987,Steve Ontiveros,,2409
1989,692,1988,Steve Ontiveros,,2409
1989,482,1988,Steve Peters,,2411
1970,87,1969,Steve Renko,Rookie Card,2412
1971,209,1970,Steve Renko,,2412
1972,307,1971,Steve Renko,,2412
1972,308,1971,Steve Renko,In Action,2412
1973,307,1972,Steve Renko,,2412
1973,308,1972,Steve Renko,In Action,2412
1974,49,1973,Steve Renko,,2412
1975,34,1974,Steve Renko,,2412
1976,264,1975,Steve Renko,,2412
1977,586,1976,Steve Renko,,2412
1978,493,1977,Steve Renko,,2412
1979,352,1978,Steve Renko,,2412
1980,184,1979,Steve Renko,,2412
1981,63,1980,Steve Renko,,2412
1982,702,1981,Steve Renko,,2412
1983,236,1982,Steve Renko,,2412
1984,444,1983,Steve Renko,,2412
1974,169,1973,Steve Rogers,Rookie Card,2413
1975,173,1974,Steve Rogers,,2413
1976,71,1975,Steve Rogers,,2413
1977,316,1976,Steve Rogers,,2413
1978,425,1977,Steve Rogers,,2413
1979,235,1978,Steve Rogers,,2413
1980,520,1979,Steve Rogers,,2413
1981,725,1980,Steve Rogers,,2413
1982,605,1981,Steve Rogers,,2413
1983,320,1982,Steve Rogers,,2413
1983,405,1982,Steve Rogers,All-Star Card,2413
1984,80,1983,Steve Rogers,,2413
1984,393,1983,Steve Rogers,All-Star,2413
1984,394,1983,Steve Rogers,All-Star,2413
1985,205,1984,Steve Rogers,,2413
1989,616,1988,Steve Rosenberg,,2414
1983,245,1982,Steve Sax,,2415
1984,610,1983,Steve Sax,,2415
1985,470,1984,Steve Sax,,2415
1986,175,1985,Steve Sax,,2415
1987,596,1986,Steve Sax,,2415
1987,769,1986,Steve Sax,,2415
1988,305,1987,Steve Sax,,2415
1989,40,1988,Steve Sax,,2415
1989,167,1988,Steve Searcy,Future Star,2416
1988,632,1987,Steve Shields,,2417
1989,484,1988,Steve Shields,,2417
1978,521,1977,Steve Staggs,Rookie Card,2418
1972,327,1971,Steve Stone,Rookie Card,2419
1973,327,1972,Steve Stone,Rookie Card,2419
1974,486,1973,Steve Stone,,2419
1975,388,1974,Steve Stone,,2419
1976,378,1975,Steve Stone,,2419
1977,17,1976,Steve Stone,,2419
1978,153,1977,Steve Stone,,2419
1979,227,1978,Steve Stone,,2419
1980,688,1979,Steve Stone,,2419
1981,520,1980,Steve Stone,,2419
1982,419,1981,Steve Stone,,2419
1975,63,1974,Steve Swisher,Rookie Card,2420
1976,173,1975,Steve Swisher,,2420
1977,419,1976,Steve Swisher,,2420
1978,252,1977,Steve Swisher,,2420
1979,304,1978,Steve Swisher,,2420
1980,163,1979,Steve Swisher,,2420
1981,541,1980,Steve Swisher,,2420
1982,764,1981,Steve Swisher,,2420
1983,612,1982,Steve Swisher,,2420
1980,83,1979,Steve Trout,,2421
1981,552,1980,Steve Trout,,2421
1982,299,1981,Steve Trout,,2421
1983,461,1982,Steve Trout,,2421
1984,151,1983,Steve Trout,,2421
1985,668,1984,Steve Trout,,2421
1986,384,1985,Steve Trout,,2421
1987,750,1986,Steve Trout,,2421
1988,584,1987,Steve Trout,,2421
1989,54,1988,Steve Trout,,2421
1970,496,1969,Steve Whitaker,,2422
1974,593,1973,Steve Yeager,,2423
1975,376,1974,Steve Yeager,,2423
1976,515,1975,Steve Yeager,,2423
1977,105,1976,Steve Yeager,,2423
1978,285,1977,Steve Yeager,,2423
1979,75,1978,Steve Yeager,,2423
1980,726,1979,Steve Yeager,,2423
1981,318,1980,Steve Yeager,,2423
1982,477,1981,Steve Yeager,,2423
1983,555,1982,Steve Yeager,,2423
1984,661,1983,Steve Yeager,,2423
1985,148,1984,Steve Yeager,,2423
1986,32,1985,Steve Yeager,,2423
1987,258,1986,Steve Yeager,,2423
1986,179,1985,Stew Cliburn,,2424
1989,649,1988,Stew Cliburn,,2424
1983,268,1982,Storm Davis,Rookie Card,2425
1984,140,1983,Storm Davis,,2425
1985,599,1984,Storm Davis,,2425
1986,469,1985,Storm Davis,,2425
1987,349,1986,Storm Davis,,2425
1988,248,1987,Storm Davis,,2425
1989,701,1988,Storm Davis,,2425
1970,163,1969,Syd O'Brien,,2426
1971,561,1970,Syd O'Brien,,2426
1972,289,1971,Syd O'Brien,,2426
1973,289,1972,Syd O'Brien,,2426
1987,387,1986,T.R. Bryden,Rookie Card,2427
1979,658,1978,Taylor Duncan,Rookie Card,2428
1970,562,1969,Ted Abernathy,,2429
1971,187,1970,Ted Abernathy,,2430
1972,519,1971,Ted Abernathy,,2429
1973,519,1972,Ted Abernathy,,2429
1979,79,1978,Ted Cox,,2431
1980,252,1979,Ted Cox,,2431
1972,24,1971,Ted Ford,,2432
1973,24,1972,Ted Ford,,2432
1974,617,1973,Ted Ford,,2432
1970,688,1969,Ted Kubiak,,2433
1971,516,1970,Ted Kubiak,,2433
1972,23,1971,Ted Kubiak,,2433
1973,23,1972,Ted Kubiak,,2433
1974,228,1973,Ted Kubiak,,2433
1975,329,1974,Ted Kubiak,,2433
1976,578,1975,Ted Kubiak,,2433
1977,158,1976,Ted Kubiak,,2433
1972,544,1971,Ted Martinez,,2434
1973,544,1972,Ted Martinez,,2434
1974,487,1973,Ted Martinez,,2434
1975,637,1974,Ted Martinez,,2434
1976,356,1975,Ted Martinez,,2434
1978,546,1977,Ted Martinez,,2434
1979,128,1978,Ted Martinez,,2434
1980,191,1979,Ted Martinez,,2434
1984,554,1983,Ted Power,,2435
1985,342,1984,Ted Power,,2435
1986,108,1985,Ted Power,,2435
1987,437,1986,Ted Power,,2435
1988,236,1987,Ted Power,,2435
1989,777,1988,Ted Power,,2435
1970,602,1969,Ted Savage,,2436
1971,76,1970,Ted Savage,,2436
1971,117,1970,Ted Simmons,Rookie Card,2437
1972,154,1971,Ted Simmons,,2437
1973,154,1972,Ted Simmons,,2437
1974,260,1973,Ted Simmons,,2437
1975,75,1974,Ted Simmons,,2437
1976,290,1975,Ted Simmons,,2437
1977,470,1976,Ted Simmons,,2437
1978,380,1977,Ted Simmons,,2437
1979,510,1978,Ted Simmons,,2437
1980,85,1979,Ted Simmons,,2437
1981,705,1980,Ted Simmons,,2437
1982,150,1981,Ted Simmons,,2437
1983,450,1982,Ted Simmons,,2437
1983,451,1982,Ted Simmons,Super Veteran,2437
1984,404,1983,Ted Simmons,All-Star,2437
1984,630,1983,Ted Simmons,,2437
1985,318,1984,Ted Simmons,,2437
1986,237,1985,Ted Simmons,,2437
1987,516,1986,Ted Simmons,,2437
1988,791,1987,Ted Simmons,,2437
1970,174,1969,Ted Sizemore,,2438
1971,571,1970,Ted Sizemore,,2438
1972,514,1971,Ted Sizemore,,2438
1973,514,1972,Ted Sizemore,,2438
1974,209,1973,Ted Sizemore,,2438
1975,404,1974,Ted Sizemore,,2438
1976,522,1975,Ted Sizemore,,2438
1977,366,1976,Ted Sizemore,,2438
1978,136,1977,Ted Sizemore,,2438
1979,297,1978,Ted Sizemore,,2438
1980,81,1979,Ted Sizemore,,2438
1970,673,1969,Ted Uhlaender,,2439
1971,347,1970,Ted Uhlaender,,2439
1972,614,1971,Ted Uhlaender,,2439
1973,614,1972,Ted Uhlaender,,2439
1970,211,1969,Ted Williams,,2440
1971,380,1970,Ted Williams,Manager,2440
1972,510,1971,Ted Williams,Manager Card,2440
1973,510,1972,Ted Williams,Manager Card,2440
1976,347,1975,Ted Williams,All-Time Greats Card,2440
1986,347,1985,Teddy Higuera,Rookie Card,2441
1987,250,1986,Teddy Higuera,,2441
1987,615,1986,Teddy Higuera,All-Star Card,2441
1988,110,1987,Teddy Higuera,,2441
1989,595,1988,Teddy Higuera,,2441
1989,76,1988,Terry Blocker,,2442
1989,129,1988,Terry Clark,,2443
1971,453,1970,Terry Crowley,,2444
1972,628,1971,Terry Crowley,,2444
1973,628,1972,Terry Crowley,,2444
1974,648,1973,Terry Crowley,,2444
1975,447,1974,Terry Crowley,,2444
1976,491,1975,Terry Crowley,,2444
1979,91,1978,Terry Crowley,,2444
1980,188,1979,Terry Crowley,,2444
1981,543,1980,Terry Crowley,,2444
1982,232,1981,Terry Crowley,,2444
1983,372,1982,Terry Crowley,,2444
1984,732,1983,Terry Crowley,,2444
1983,181,1982,Terry Felton,,2445
1972,539,1971,Terry Forster,Rookie Card,2446
1973,539,1972,Terry Forster,Rookie Card,2446
1974,310,1973,Terry Forster,,2446
1975,137,1974,Terry Forster,,2446
1976,437,1975,Terry Forster,,2446
1977,271,1976,Terry Forster,,2446
1978,347,1977,Terry Forster,,2446
1979,23,1978,Terry Forster,,2446
1980,605,1979,Terry Forster,,2446
1981,104,1980,Terry Forster,,2446
1982,444,1981,Terry Forster,,2446
1983,583,1982,Terry Forster,,2446
1984,791,1983,Terry Forster,,2446
1985,248,1984,Terry Forster,,2446
1986,363,1985,Terry Forster,,2446
1987,652,1986,Terry Forster,,2446
1983,267,1982,Terry Francona,,2447
1984,496,1983,Terry Francona,,2447
1985,578,1984,Terry Francona,,2447
1986,374,1985,Terry Francona,,2447
1987,785,1986,Terry Francona,,2447
1988,686,1987,Terry Francona,,2447
1989,31,1988,Terry Francona,,2447
1970,486,1969,Terry Harmon,,2448
1971,682,1970,Terry Harmon,,2448
1972,377,1971,Terry Harmon,,2448
1973,377,1972,Terry Harmon,,2448
1974,642,1973,Terry Harmon,,2448
1975,399,1974,Terry Harmon,,2448
1976,247,1975,Terry Harmon,,2448
1977,388,1976,Terry Harmon,,2448
1978,118,1977,Terry Harmon,,2448
1982,507,1981,Terry Harper,,2449
1983,339,1982,Terry Harper,,2449
1984,624,1983,Terry Harper,,2449
1986,247,1985,Terry Harper,,2449
1987,49,1986,Terry Harper,,2449
1975,612,1974,Terry Hughes,,2450
1976,552,1975,Terry Humphrey,,2451
1977,369,1976,Terry Humphrey,,2451
1978,71,1977,Terry Humphrey,,2451
1979,503,1978,Terry Humphrey,,2451
1980,569,1979,Terry Kennedy,,2452
1981,353,1980,Terry Kennedy,,2452
1982,65,1981,Terry Kennedy,,2452
1983,274,1982,Terry Kennedy,,2452
1984,455,1983,Terry Kennedy,,2452
1985,635,1984,Terry Kennedy,,2452
1986,230,1985,Terry Kennedy,,2452
1986,306,1985,Terry Kennedy,Padres Leaders,2452
1987,540,1986,Terry Kennedy,,2452
1988,180,1987,Terry Kennedy,,2452
1989,705,1988,Terry Kennedy,,2452
1983,187,1982,Terry Leach,,2453
1986,774,1985,Terry Leach,,2453
1988,457,1987,Terry Leach,,2453
1989,207,1988,Terry Leach,,2453
1988,644,1987,Terry McGriff,,2454
1989,151,1988,Terry McGriff,,2454
1987,536,1986,Terry Mulholland,Rookie Card,2455
1989,41,1988,Terry Mulholland,,2455
1985,346,1984,Terry Pendleton,,2456
1986,528,1985,Terry Pendleton,,2456
1987,8,1986,Terry Pendleton,,2456
1988,635,1987,Terry Pendleton,,2456
1989,375,1988,Terry Pendleton,,2456
1978,553,1977,Terry Puhl,Rookie Card,2457
1979,617,1978,Terry Puhl,,2457
1980,147,1979,Terry Puhl,,2457
1981,411,1980,Terry Puhl,,2457
1982,277,1981,Terry Puhl,,2457
1983,39,1982,Terry Puhl,,2457
1984,383,1983,Terry Puhl,,2457
1985,613,1984,Terry Puhl,,2457
1986,763,1985,Terry Puhl,,2457
1987,693,1986,Terry Puhl,,2457
1988,587,1987,Terry Puhl,,2457
1989,119,1988,Terry Puhl,,2457
1988,551,1987,Terry Steinbach,,2458
1989,725,1988,Terry Steinbach,,2458
1989,597,1988,Terry Taylor,,2459
1978,236,1977,Terry Whitfield,,2460
1979,589,1978,Terry Whitfield,,2460
1980,713,1979,Terry Whitfield,,2460
1981,167,1980,Terry Whitfield,,2460
1985,31,1984,Terry Whitfield,,2460
1986,318,1985,Terry Whitfield,,2460
1978,619,1977,Thad Bosley,Rookie Card,2461
1979,127,1978,Thad Bosley,,2461
1980,412,1979,Thad Bosley,,2461
1982,350,1981,Thad Bosley,,2461
1984,657,1983,Thad Bosley,,2461
1985,432,1984,Thad Bosley,,2461
1986,512,1985,Thad Bosley,,2461
1987,58,1986,Thad Bosley,,2461
1988,247,1987,Thad Bosley,,2461
1970,189,1969,Thurman Munson,,2462
1971,5,1970,Thurman Munson,,2462
1972,441,1971,Thurman Munson,,2462
1972,442,1971,Thurman Munson,In Action,2462
1973,441,1972,Thurman Munson,,2462
1973,442,1972,Thurman Munson,In Action,2462
1974,340,1973,Thurman Munson,,2462
1975,20,1974,Thurman Munson,,2462
1976,650,1975,Thurman Munson,,2462
1977,170,1976,Thurman Munson,,2462
1978,60,1977,Thurman Munson,,2462
1979,310,1978,Thurman Munson,,2462
1985,281,1984,Tim Belcher,1983 First Draft Pick,2463
1989,456,1988,Tim Belcher,,2463
1988,501,1987,Tim Birtsas,,2464
1989,103,1988,Tim Birtsas,,2464
1978,449,1977,Tim Blackwell,Rookie Card,2465
1980,153,1979,Tim Blackwell,,2465
1981,553,1980,Tim Blackwell,,2465
1982,374,1981,Tim Blackwell,,2465
1983,57,1982,Tim Blackwell,,2465
1986,258,1985,Tim Burke,,2466
1987,624,1986,Tim Burke,,2466
1988,529,1987,Tim Burke,,2466
1989,48,1988,Tim Burke,,2466
1984,189,1983,Tim Conroy,,2467
1985,503,1984,Tim Conroy,,2467
1987,338,1986,Tim Conroy,,2467
1988,658,1987,Tim Conroy,,2467
1978,515,1977,Tim Corcoran,Rookie Card,2468
1979,272,1978,Tim Corcoran,,2468
1981,448,1980,Tim Corcoran,,2468
1985,302,1984,Tim Corcoran,,2468
1986,664,1985,Tim Corcoran,,2468
1988,57,1987,Tim Crews,,2469
1989,22,1988,Tim Crews,,2469
1970,49,1969,Tim Cullen,,2470
1971,566,1970,Tim Cullen,,2470
1972,461,1971,Tim Cullen,,2470
1973,461,1972,Tim Cullen,,2470
1981,579,1980,Tim Flannery,,2471
1982,249,1981,Tim Flannery,,2471
1983,38,1982,Tim Flannery,,2471
1984,674,1983,Tim Flannery,,2471
1985,182,1984,Tim Flannery,,2471
1986,413,1985,Tim Flannery,,2471
1987,763,1986,Tim Flannery,,2471
1988,513,1987,Tim Flannery,,2471
1989,379,1988,Tim Flannery,,2471
1972,707,1971,Tim Foli,,2472
1972,708,1971,Tim Foli,In Action,2472
1973,707,1972,Tim Foli,,2472
1973,708,1972,Tim Foli,In Action,2472
1974,217,1973,Tim Foli,,2472
1975,149,1974,Tim Foli,,2472
1976,397,1975,Tim Foli,,2472
1977,76,1976,Tim Foli,,2472
1978,167,1977,Tim Foli,,2472
1979,403,1978,Tim Foli,,2472
1980,246,1979,Tim Foli,,2472
1981,501,1980,Tim Foli,,2472
1982,618,1981,Tim Foli,,2472
1983,738,1982,Tim Foli,,2472
1984,342,1983,Tim Foli,,2472
1985,271,1984,Tim Foli,1968 First Draft Pick,2472
1985,456,1984,Tim Foli,,2472
1976,482,1975,Tim Hosley,,2473
1978,261,1977,Tim Hosley,,2473
1986,724,1985,Tim Hulett,,2474
1987,566,1986,Tim Hulett,,2474
1988,158,1987,Tim Hulett,,2474
1974,554,1973,Tim Johnson,Rookie Card,2475
1975,556,1974,Tim Johnson,,2475
1976,613,1975,Tim Johnson,,2475
1977,406,1976,Tim Johnson,,2475
1978,542,1977,Tim Johnson,,2475
1979,182,1978,Tim Johnson,,2475
1980,297,1979,Tim Johnson,,2475
1983,529,1982,Tim Laudner,,2476
1984,363,1983,Tim Laudner,,2476
1985,71,1984,Tim Laudner,,2476
1986,184,1985,Tim Laudner,,2476
1987,478,1986,Tim Laudner,,2476
1988,671,1987,Tim Laudner,,2476
1989,239,1988,Tim Laudner,,2476
1987,32,1986,Tim Leary,,2477
1988,367,1987,Tim Leary,,2477
1982,587,1981,Tim Lollar,,2478
1983,185,1982,Tim Lollar,,2478
1984,644,1983,Tim Lollar,,2478
1985,13,1984,Tim Lollar,,2478
1986,297,1985,Tim Lollar,,2478
1987,396,1986,Tim Lollar,,2478
1970,90,1969,Tim McCarver,,2479
1971,465,1970,Tim McCarver,,2479
1972,139,1971,Tim McCarver,,2479
1973,139,1972,Tim McCarver,,2479
1974,520,1973,Tim McCarver,,2479
1975,586,1974,Tim McCarver,,2479
1976,502,1975,Tim McCarver,,2479
1977,357,1976,Tim McCarver,,2479
1978,235,1977,Tim McCarver,,2479
1979,675,1978,Tim McCarver,,2479
1980,178,1979,Tim McCarver,,2479
1976,252,1975,Tim Nordbrook,Rookie Card,2480
1978,369,1977,Tim Nordbrook,,2480
1987,429,1986,Tim Pyznarski,Rookie Card,2481
1982,3,1981,Tim Raines,1981 Highlights,2482
1982,70,1981,Tim Raines,,2482
1983,403,1982,Tim Raines,All-Star Card,2482
1983,595,1982,Tim Raines,,2482
1984,370,1983,Tim Raines,,2482
1984,390,1983,Tim Raines,All-Star,2482
1985,630,1984,Tim Raines,,2482
1986,280,1985,Tim Raines,,2482
1987,30,1986,Tim Raines,,2482
1988,403,1987,Tim Raines,N.L. All-Star,2482
1988,720,1987,Tim Raines,,2482
1989,81,1988,Tim Raines,Expos Leaders,2482
1989,560,1988,Tim Raines,Rock Raines on Card,2482
1980,314,1979,Tim Stoddard,,2483
1981,91,1980,Tim Stoddard,,2483
1982,457,1981,Tim Stoddard,,2483
1983,217,1982,Tim Stoddard,,2483
1984,106,1983,Tim Stoddard,,2483
1985,693,1984,Tim Stoddard,,2483
1986,558,1985,Tim Stoddard,,2483
1987,788,1986,Tim Stoddard,,2483
1988,359,1987,Tim Stoddard,,2483
1985,239,1984,Tim Teufel,,2484
1986,667,1985,Tim Teufel,,2484
1987,158,1986,Tim Teufel,,2484
1988,508,1987,Tim Teufel,,2484
1989,9,1988,Tim Teufel,,2484
1986,272,1985,Tim Tolman,,2485
1982,191,1981,Tim Wallach,Rookie Card,2486
1983,552,1982,Tim Wallach,,2486
1984,232,1983,Tim Wallach,,2486
1985,473,1984,Tim Wallach,,2486
1986,685,1985,Tim Wallach,,2486
1986,703,1985,Tim Wallach,All-Star Baseball Card,2486
1987,55,1986,Tim Wallach,,2486
1988,399,1987,Tim Wallach,N.L. All-Star,2486
1988,560,1987,Tim Wallach,,2486
1989,720,1988,Tim Wallach,,2486
1976,41,1975,Tippy Martinez,Rookie Card,2487
1977,238,1976,Tippy Martinez,,2487
1978,393,1977,Tippy Martinez,,2487
1979,491,1978,Tippy Martinez,,2487
1980,706,1979,Tippy Martinez,,2487
1981,119,1980,Tippy Martinez,,2487
1982,583,1981,Tippy Martinez,,2487
1983,631,1982,Tippy Martinez,,2487
1984,215,1983,Tippy Martinez,,2487
1985,445,1984,Tippy Martinez,,2487
1986,82,1985,Tippy Martinez,,2487
1987,728,1986,Tippy Martinez,,2487
1970,663,1969,Tito Francona,,2488
1970,42,1969,Tito Fuentes,,2489
1971,378,1970,Tito Fuentes,,2489
1972,427,1971,Tito Fuentes,,2489
1972,428,1971,Tito Fuentes,In Action,2489
1973,427,1972,Tito Fuentes,,2489
1973,428,1972,Tito Fuentes,In Action,2489
1974,305,1973,Tito Fuentes,,2489
1975,425,1974,Tito Fuentes,,2489
1976,8,1975,Tito Fuentes,,2489
1977,63,1976,Tito Fuentes,,2489
1978,385,1977,Tito Fuentes,,2489
1982,658,1981,Tito Landrum,,2490
1983,337,1982,Tito Landrum,,2490
1985,33,1984,Tito Landrum,,2490
1986,498,1985,Tito Landrum,,2490
1987,288,1986,Tito Landrum,,2490
1988,581,1987,Tito Landrum,,2490
1972,104,1971,Toby Harrah,Rookie Card,2491
1973,104,1972,Toby Harrah,Rookie Card,2491
1974,511,1973,Toby Harrah,,2491
1975,131,1974,Toby Harrah,,2491
1976,412,1975,Toby Harrah,,2491
1977,301,1976,Toby Harrah,,2491
1978,44,1977,Toby Harrah,,2491
1979,234,1978,Toby Harrah,,2491
1980,636,1979,Toby Harrah,,2491
1981,721,1980,Toby Harrah,,2491
1982,532,1981,Toby Harrah,,2491
1983,480,1982,Toby Harrah,,2491
1984,348,1983,Toby Harrah,,2491
1985,94,1984,Toby Harrah,,2491
1986,535,1985,Toby Harrah,,2491
1987,152,1986,Toby Harrah,,2491
1988,96,1987,Todd Benzinger,,2492
1989,493,1988,Todd Benzinger,,2492
1980,492,1979,Todd Cruz,Rookie Card,2493
1983,132,1982,Todd Cruz,,2493
1985,366,1984,Todd Cruz,,2493
1988,378,1987,Todd Frohwirth,,2494
1989,542,1988,Todd Frohwirth,,2494
1989,722,1988,Todd Stottlemyre,,2495
1987,7,1986,Todd Worrell,'86 Record Breaker Card,2496
1987,465,1986,Todd Worrell,,2496
1987,605,1986,Todd Worrell,All-Star Card,2496
1988,715,1987,Todd Worrell,,2496
1989,535,1988,Todd Worrell,,2496
1988,442,1987,Tom Bolton,,2497
1989,269,1988,Tom Bolton,,2497
1971,588,1970,Tom Bradley,Rookie Card,2498
1972,248,1971,Tom Bradley,,2498
1973,248,1972,Tom Bradley,,2498
1974,455,1973,Tom Bradley,,2498
1975,179,1974,Tom Bradley,,2498
1976,644,1975,Tom Bradley,,2498
1983,524,1982,Tom Brennan,,2499
1984,662,1983,Tom Brennan,,2499
1980,416,1979,Tom Brookens,,2500
1981,251,1980,Tom Brookens,,2500
1982,753,1981,Tom Brookens,,2500
1983,119,1982,Tom Brookens,,2500
1984,14,1983,Tom Brookens,,2500
1985,512,1984,Tom Brookens,,2500
1986,643,1985,Tom Brookens,,2500
1987,713,1986,Tom Brookens,,2500
1988,474,1987,Tom Brookens,,2500
1989,342,1988,Tom Brookens,,2500
1986,652,1985,Tom Browning,,2501
1987,65,1986,Tom Browning,,2501
1988,577,1987,Tom Browning,,2501
1989,234,1988,Tom Browning,,2501
1983,232,1982,Tom Brunansky,,2502
1984,447,1983,Tom Brunansky,,2502
1985,122,1984,Tom Brunansky,,2502
1986,565,1985,Tom Brunansky,,2502
1987,776,1986,Tom Brunansky,,2502
1988,375,1987,Tom Brunansky,,2502
1989,60,1988,Tom Brunansky,,2502
1970,108,1969,Tom Burgmeier,,2503
1971,431,1970,Tom Burgmeier,,2503
1972,246,1971,Tom Burgmeier,,2503
1973,246,1972,Tom Burgmeier,,2503
1975,478,1974,Tom Burgmeier,,2503
1976,87,1975,Tom Burgmeier,,2503
1977,398,1976,Tom Burgmeier,,2503
1978,678,1977,Tom Burgmeier,,2503
1979,524,1978,Tom Burgmeier,,2503
1980,128,1979,Tom Burgmeier,,2503
1981,320,1980,Tom Burgmeier,,2503
1982,455,1981,Tom Burgmeier,,2503
1983,213,1982,Tom Burgmeier,,2503
1984,33,1983,Tom Burgmeier,,2503
1989,174,1988,Tom Burns,,2504
1975,403,1974,Tom Buskey,Rookie Card,2505
1976,178,1975,Tom Buskey,,2505
1977,236,1976,Tom Buskey,,2505
1980,506,1979,Tom Buskey,,2505
1984,262,1983,Tom Candiotti,,2506
1987,463,1986,Tom Candiotti,,2506
1988,123,1987,Tom Candiotti,,2506
1989,599,1988,Tom Candiotti,,2506
1975,507,1974,Tom Carroll,Rookie Card,2507
1976,561,1975,Tom Carroll,,2507
1975,469,1974,Tom Dettore,Rookie Card,2508
1976,126,1975,Tom Dettore,,2508
1979,361,1978,Tom Dixon,Rookie Card,2509
1980,513,1979,Tom Dixon,,2509
1980,454,1979,Tom Donohue,Rookie Card,2510
1981,621,1980,Tom Donohue,,2510
1971,106,1970,Tom Dukes,,2511
1970,4,1969,Tom Egan,,2512
1971,537,1970,Tom Egan,,2512
1972,207,1971,Tom Egan,,2512
1973,207,1972,Tom Egan,,2512
1975,88,1974,Tom Egan,,2512
1983,508,1982,Tom Filer,,2513
1986,312,1985,Tom Filer,,2513
1989,419,1988,Tom Filer,,2513
1984,632,1983,Tom Foley,,2514
1985,107,1984,Tom Foley,,2514
1986,466,1985,Tom Foley,,2514
1987,78,1986,Tom Foley,,2514
1988,251,1987,Tom Foley,,2514
1989,529,1988,Tom Foley,,2514
1988,779,1987,Tom Glavine,,2515
1989,157,1988,Tom Glavine,,2515
1984,774,1983,Tom Gorman,,2516
1985,53,1984,Tom Gorman,,2517
1986,414,1985,Tom Gorman,,2517
1971,167,1970,Tom Grieve,Rookie Card,2518
1972,609,1971,Tom Grieve,,2518
1973,609,1972,Tom Grieve,,2518
1974,268,1973,Tom Grieve,,2518
1975,234,1974,Tom Grieve,,2518
1976,106,1975,Tom Grieve,,2518
1977,403,1976,Tom Grieve,,2518
1978,337,1977,Tom Grieve,,2518
1979,277,1978,Tom Grieve,,2518
1970,578,1969,Tom Griffin,,2519
1971,471,1970,Tom Griffin,,2519
1974,256,1973,Tom Griffin,,2519
1975,188,1974,Tom Griffin,,2519
1976,454,1975,Tom Griffin,,2519
1977,39,1976,Tom Griffin,,2519
1978,318,1977,Tom Griffin,,2519
1979,291,1978,Tom Griffin,,2519
1980,649,1979,Tom Griffin,,2519
1982,777,1981,Tom Griffin,,2519
1970,169,1969,Tom Hall,,2520
1971,313,1970,Tom Hall,,2520
1972,417,1971,Tom Hall,,2520
1973,417,1972,Tom Hall,,2520
1974,248,1973,Tom Hall,,2520
1975,108,1974,Tom Hall,,2520
1976,621,1975,Tom Hall,,2520
1970,685,1969,Tom Haller,,2521
1971,639,1970,Tom Haller,,2521
1972,175,1971,Tom Haller,,2521
1972,176,1971,Tom Haller,In Action,2521
1973,175,1972,Tom Haller,,2521
1973,176,1972,Tom Haller,In Action,2521
1976,452,1975,Tom Hausman,Rookie Card,2522
1977,99,1976,Tom Hausman,,2522
1979,643,1978,Tom Hausman,,2522
1980,151,1979,Tom Hausman,,2522
1981,359,1980,Tom Hausman,,2522
1982,524,1981,Tom Hausman,,2522
1983,417,1982,Tom Hausman,,2522
1986,333,1985,Tom Henke,,2523
1987,510,1986,Tom Henke,,2523
1988,220,1987,Tom Henke,,2523
1988,396,1987,Tom Henke,A.L. All-Star,2523
1989,75,1988,Tom Henke,,2523
1981,266,1980,Tom Herr,,2524
1982,27,1981,Tom Herr,,2524
1983,489,1982,Tom Herr,,2524
1984,649,1983,Tom Herr,,2524
1985,113,1984,Tom Herr,,2524
1986,550,1985,Tom Herr,,2524
1986,702,1985,Tom Herr,All-Star Baseball Card,2524
1987,721,1986,Tom Herr,,2524
1988,310,1987,Tom Herr,,2524
1989,709,1988,Tom Herr,,2524
1970,482,1969,Tom Hilgendorf,Rookie Card,2525
1974,13,1973,Tom Hilgendorf,,2525
1975,377,1974,Tom Hilgendorf,,2525
1976,168,1975,Tom Hilgendorf,,2525
1974,164,1973,Tom House,,2526
1975,525,1974,Tom House,,2526
1976,231,1975,Tom House,,2526
1977,358,1976,Tom House,,2526
1978,643,1977,Tom House,,2526
1979,31,1978,Tom House,,2526
1979,301,1978,Tom Hume,,2527
1980,149,1979,Tom Hume,,2527
1981,419,1980,Tom Hume,,2527
1982,763,1981,Tom Hume,,2527
1983,86,1982,Tom Hume,,2527
1984,607,1983,Tom Hume,,2527
1985,223,1984,Tom Hume,,2527
1986,573,1985,Tom Hume,,2527
1987,719,1986,Tom Hume,,2527
1974,443,1973,Tom Hutton,,2528
1975,477,1974,Tom Hutton,,2528
1976,91,1975,Tom Hutton,,2528
1977,264,1976,Tom Hutton,,2528
1978,568,1977,Tom Hutton,,2528
1979,673,1978,Tom Hutton,,2528
1980,427,1979,Tom Hutton,,2528
1981,374,1980,Tom Hutton,,2528
1976,448,1975,Tom Johnson,,2529
1977,202,1976,Tom Johnson,,2529
