card_year,card_num,card_stat_year,card_desc,card_notes,card_player_id
1971,417,1970,Dick Hall,,685
1980,424,1979,Dick Howser,New York Yankees Team Checklist,
1983,96,1982,Dick Howser,Manager Card,
1984,471,1983,Dick Howser,,
1985,334,1984,Dick Howser,Manager Card,
1986,199,1985,Dick Howser,Manager Card | Team Card,
1987,18,1986,Dick Howser,Manager Card,
1970,474,1969,Dick Kelley,,686
1972,412,1971,Dick Kelley,,686
1973,412,1972,Dick Kelley,,686
1974,429,1973,Dick Lange,Rookie Card,687
1975,114,1974,Dick Lange,,687
1976,176,1975,Dick Lange,,687
1970,475,1969,Dick McAuliffe,,688
1971,3,1970,Dick McAuliffe,,688
1972,725,1971,Dick McAuliffe,,688
1973,725,1972,Dick McAuliffe,,688
1974,495,1973,Dick McAuliffe,,688
1975,513,1974,Dick Pole,,689
1976,326,1975,Dick Pole,,689
1977,187,1976,Dick Pole,,689
1978,233,1977,Dick Pole,,689
1974,47,1973,Dick Ruthven,Rookie Card,690
1975,267,1974,Dick Ruthven,,690
1976,431,1975,Dick Ruthven,,690
1977,575,1976,Dick Ruthven,,690
1978,75,1977,Dick Ruthven,,690
1979,419,1978,Dick Ruthven,,690
1980,136,1979,Dick Ruthven,,690
1981,691,1980,Dick Ruthven,,690
1982,317,1981,Dick Ruthven,,690
1983,484,1982,Dick Ruthven,,690
1984,736,1983,Dick Ruthven,,690
1985,563,1984,Dick Ruthven,,690
1986,98,1985,Dick Ruthven,,690
1970,251,1969,Dick Schofield,,691
1971,396,1970,Dick Schofield,,691
1985,629,1984,Dick Schofield,,692
1986,311,1985,Dick Schofield,,692
1987,502,1986,Dick Schofield,,692
1988,43,1987,Dick Schofield,,692
1989,477,1988,Dick Schofield,,692
1970,24,1969,Dick Selma,,693
1971,705,1970,Dick Selma,,693
1972,726,1971,Dick Selma,,693
1973,726,1972,Dick Selma,,693
1974,48,1973,Dick Sharon,Rookie Card,694
1975,293,1974,Dick Sharon,,694
1971,283,1970,Dick Such,,695
1974,231,1973,Dick Tidrow,,696
1975,241,1974,Dick Tidrow,,696
1976,248,1975,Dick Tidrow,,696
1977,461,1976,Dick Tidrow,,696
1978,179,1977,Dick Tidrow,,696
1979,89,1978,Dick Tidrow,,696
1980,594,1979,Dick Tidrow,,696
1981,352,1980,Dick Tidrow,,696
1982,699,1981,Dick Tidrow,,696
1983,787,1982,Dick Tidrow,,696
1984,153,1983,Dick Tidrow,,696
1971,714,1970,Dick Williams,Manager,
1972,137,1971,Dick Williams,Manager Card,
1973,137,1972,Dick Williams,Manager Card,
1975,236,1974,Dick Williams,California Angels Team Photo,
1976,304,1975,Dick Williams,California Angels Checklist Card,
1977,647,1976,Dick Williams,Montreal Expos Team Checklist,
1978,522,1977,Dick Williams,Manager,
1979,606,1978,Dick Williams,Montreal Expos Checklist / Manager Card,
1980,479,1979,Dick Williams,Montreal Expos Team Checklist,
1981,680,1980,Dick Williams,Expos Team checklist,
1983,366,1982,Dick Williams,Manager Card,
1985,66,1984,Dick Williams,Manager Card,
1986,681,1985,Dick Williams,,
1987,418,1986,Dick Williams,Manager Card,
1988,104,1987,Dick Williams,Manager,
1970,479,1969,Dick Woodson,Rookie Card,697
1971,586,1970,Dick Woodson,,697
1972,634,1971,Dick Woodson,,697
1973,634,1972,Dick Woodson,,697
1974,143,1973,Dick Woodson,,697
1981,406,1980,Dickie Noles,,698
1982,530,1981,Dickie Noles,,698
1983,99,1982,Dickie Noles,,698
1984,618,1983,Dickie Noles,,698
1985,149,1984,Dickie Noles,,698
1986,388,1985,Dickie Noles,,698
1987,244,1986,Dickie Noles,,698
1988,768,1987,Dickie Noles,,698
1981,209,1980,Dickie Thon,,699
1982,404,1981,Dickie Thon,,699
1983,558,1982,Dickie Thon,,699
1984,692,1983,Dickie Thon,,699
1985,44,1984,Dickie Thon,,699
1986,166,1985,Dickie Thon,,699
1987,386,1986,Dickie Thon,,699
1989,726,1988,Dickie Thon,,699
1970,2,1969,Diego Segui,,700
1971,215,1970,Diego Segui,,700
1972,735,1971,Diego Segui,,700
1973,735,1972,Diego Segui,,700
1974,151,1973,Diego Segui,,700
1975,232,1974,Diego Segui,,700
1977,653,1976,Diego Segui,,700
1985,228,1984,Dion James,,701
1986,76,1985,Dion James,,701
1988,408,1987,Dion James,,701
1989,678,1988,Dion James,,701
1988,374,1987,Doc Edwards,Manager,
1989,534,1988,Doc Edwards,,
1974,445,1973,Doc Medich,,702
1975,426,1974,Doc Medich,,702
1976,146,1975,Doc Medich,,702
1977,294,1976,Doc Medich,,702
1978,583,1977,Doc Medich,George Medich on Card,702
1979,657,1978,Doc Medich,George Medich on Card,702
1980,336,1979,Doc Medich,,702
1981,702,1980,Doc Medich,,702
1982,78,1981,Doc Medich,,702
1970,551,1969,Dock Ellis,,703
1971,2,1970,Dock Ellis,,703
1972,179,1971,Dock Ellis,,703
1972,180,1971,Dock Ellis,In Action,703
1973,179,1972,Dock Ellis,,703
1973,180,1972,Dock Ellis,In Action,703
1974,145,1973,Dock Ellis,,703
1975,385,1974,Dock Ellis,,703
1976,528,1975,Dock Ellis,,703
1977,71,1976,Dock Ellis,,703
1978,209,1977,Dock Ellis,,703
1979,691,1978,Dock Ellis,,703
1980,117,1979,Dock Ellis,,703
1984,194,1983,Domingo Ramos,,704
1985,349,1984,Domingo Ramos,,704
1986,462,1985,Domingo Ramos,,704
1987,641,1986,Domingo Ramos,,704
1988,206,1987,Domingo Ramos,,704
1978,12,1977,Don Aase,,705
1979,368,1978,Don Aase,,705
1980,239,1979,Don Aase,,705
1981,601,1980,Don Aase,,705
1982,199,1981,Don Aase,,705
1983,599,1982,Don Aase,,705
1985,86,1984,Don Aase,,705
1986,288,1985,Don Aase,,705
1987,766,1986,Don Aase,,705
1988,467,1987,Don Aase,,705
1985,392,1984,Don August,Team USA Baseball Card,706
1989,696,1988,Don August,,706
1974,187,1973,Don Baylor,,707
1975,382,1974,Don Baylor,,707
1976,125,1975,Don Baylor,,707
1977,462,1976,Don Baylor,,707
1978,48,1977,Don Baylor,,707
1979,635,1978,Don Baylor,,707
1980,285,1979,Don Baylor,,707
1981,580,1980,Don Baylor,,707
1982,415,1981,Don Baylor,,707
1983,105,1982,Don Baylor,,707
1984,335,1983,Don Baylor,,707
1985,70,1984,Don Baylor,,707
1986,765,1985,Don Baylor,,707
1987,230,1986,Don Baylor,,707
1988,545,1987,Don Baylor,,707
1989,673,1988,Don Baylor,,707
1970,527,1969,Don Bosch,,708
1970,473,1969,Don Bryant,,709
1970,305,1969,Don Buford,World Series Game 1,710
1970,428,1969,Don Buford,,710
1971,29,1970,Don Buford,,710
1971,328,1970,Don Buford,World Series Game 2,710
1972,370,1971,Don Buford,,710
1973,370,1972,Don Buford,,710
1970,83,1969,Don Cardwell,,711
1986,532,1985,Don Carman,,712
1987,355,1986,Don Carman,,712
1988,415,1987,Don Carman,,712
1989,154,1988,Don Carman,,712
1972,76,1971,Don Carrithers,Rookie Card,713
1973,76,1972,Don Carrithers,Rookie Card,713
1974,361,1973,Don Carrithers,,713
1975,438,1974,Don Carrithers,,713
1976,312,1975,Don Carrithers,,713
1977,579,1976,Don Carrithers,,713
1978,113,1977,Don Carrithers,,713
1982,409,1981,Don Cooper,Rookie Card,714
1975,391,1974,Don DeMola,Rookie Card,715
1976,571,1975,Don DeMola,,715
1988,144,1987,Don Gordon,,716
1971,124,1970,Don Gullett,Rookie Card,717
1972,157,1971,Don Gullett,,717
1973,157,1972,Don Gullett,,717
1974,385,1973,Don Gullett,,717
1975,65,1974,Don Gullett,,717
1976,390,1975,Don Gullett,,717
1977,15,1976,Don Gullett,,717
1978,225,1977,Don Gullett,,717
1979,140,1978,Don Gullett,,717
1980,435,1979,Don Gullett,,717
1970,123,1969,Don Gutteridge,,718
1971,94,1970,Don Hahn,Rookie Card,719
1972,269,1971,Don Hahn,,719
1973,269,1972,Don Hahn,,719
1974,291,1973,Don Hahn,,719
1975,182,1974,Don Hahn,,719
1989,499,1988,Don Heinkel,,720
1974,436,1973,Don Hood,,721
1975,516,1974,Don Hood,,721
1976,132,1975,Don Hood,,721
1977,296,1976,Don Hood,,721
1978,398,1977,Don Hood,,721
1979,667,1978,Don Hood,,721
1980,89,1979,Don Hood,,721
1983,443,1982,Don Hood,,721
1984,743,1983,Don Hood,,721
1970,80,1969,Don Kessinger,,722
1970,456,1969,Don Kessinger,All-Star Card,722
1971,455,1970,Don Kessinger,,722
1972,145,1971,Don Kessinger,,722
1973,145,1972,Don Kessinger,,722
1974,38,1973,Don Kessinger,,722
1975,315,1974,Don Kessinger,,722
1976,574,1975,Don Kessinger,,722
1977,229,1976,Don Kessinger,,722
1978,672,1977,Don Kessinger,,722
1979,404,1978,Don Kessinger,Chicago White Sox Checklist / Manager Card,722
1979,467,1978,Don Kessinger,,722
1976,108,1975,Don Kirkwood,Rookie Card,723
1977,519,1976,Don Kirkwood,,723
1978,251,1977,Don Kirkwood,,723
1979,632,1978,Don Kirkwood,,723
1971,548,1970,Don Mason,,724
1972,739,1971,Don Mason,,724
1973,739,1972,Don Mason,,724
1984,8,1983,Don Mattingly,,725
1985,665,1984,Don Mattingly,,725
1986,180,1985,Don Mattingly,,725
1986,712,1985,Don Mattingly,All-Star Baseball Card,725
1987,500,1986,Don Mattingly,,725
1987,606,1986,Don Mattingly,All-Star Card,725
1988,2,1987,Don Mattingly,Record Breaker,725
1988,300,1987,Don Mattingly,,725
1988,386,1987,Don Mattingly,A.L. All-Star,725
1989,397,1988,Don Mattingly,All Star,725
1989,700,1988,Don Mattingly,,725
1970,519,1969,Don McMahon,,726
1971,354,1970,Don McMahon,,726
1972,509,1971,Don McMahon,,726
1973,509,1972,Don McMahon,,726
1970,185,1969,Don Mincher,,727
1971,680,1970,Don Mincher,,727
1972,242,1971,Don Mincher,,727
1973,242,1972,Don Mincher,,727
1970,645,1969,Don Money,,728
1971,49,1970,Don Money,,728
1972,635,1971,Don Money,,728
1973,635,1972,Don Money,,728
1974,413,1973,Don Money,,728
1975,175,1974,Don Money,,728
1976,402,1975,Don Money,,728
1977,79,1976,Don Money,,728
1978,24,1977,Don Money,,728
1979,265,1978,Don Money,,728
1980,595,1979,Don Money,,728
1981,106,1980,Don Money,,728
1982,709,1981,Don Money,,728
1983,608,1982,Don Money,,728
1984,374,1983,Don Money,,728
1974,33,1973,Don Newhauser,Rookie Card,729
1971,679,1970,Don O'Riley,,730
1970,504,1969,Don Pavletich,,731
1971,409,1970,Don Pavletich,,731
1972,359,1971,Don Pavletich,,731
1973,359,1972,Don Pavletich,,731
1979,292,1978,Don Reynolds,Rookie Card,732
1979,264,1978,Don Robinson,,733
1980,719,1979,Don Robinson,,733
1981,168,1980,Don Robinson,,733
1982,332,1981,Don Robinson,,733
1983,44,1982,Don Robinson,,733
1984,616,1983,Don Robinson,,733
1985,537,1984,Don Robinson,,733
1986,731,1985,Don Robinson,,733
1987,712,1986,Don Robinson,,733
1988,52,1987,Don Robinson,,733
1989,473,1988,Don Robinson,,733
1985,93,1984,Don Schulze,,734
1986,542,1985,Don Schulze,,734
1987,297,1986,Don Schulze,,734
1988,131,1987,Don Schulze,,734
1970,476,1969,Don Shaw,,735
1971,654,1970,Don Shaw,,735
1972,479,1971,Don Shaw,,735
1973,479,1972,Don Shaw,,735
1984,196,1983,Don Slaught,,736
1985,542,1984,Don Slaught,,736
1986,761,1985,Don Slaught,,736
1987,308,1986,Don Slaught,,736
1988,462,1987,Don Slaught,,736
1989,611,1988,Don Slaught,,736
1975,493,1974,Don Stanhouse,,737
1977,274,1976,Don Stanhouse,,737
1978,629,1977,Don Stanhouse,,737
1979,119,1978,Don Stanhouse,,737
1980,517,1979,Don Stanhouse,,737
1981,24,1980,Don Stanhouse,,737
1970,622,1969,Don Sutton,,738
1971,361,1970,Don Sutton,,738
1972,530,1971,Don Sutton,,738
1973,530,1972,Don Sutton,,738
1974,220,1973,Don Sutton,,738
1975,220,1974,Don Sutton,,738
1976,530,1975,Don Sutton,,738
1977,620,1976,Don Sutton,,738
1978,310,1977,Don Sutton,,738
1979,170,1978,Don Sutton,,738
1980,440,1979,Don Sutton,,738
1981,605,1980,Don Sutton,,738
1982,305,1981,Don Sutton,,738
1982,306,1981,Don Sutton,In Action,738
1983,145,1982,Don Sutton,,738
1983,146,1982,Don Sutton,Super Veteran,738
1984,35,1983,Don Sutton,,738
1985,10,1984,Don Sutton,Record Breaker Card,738
1985,729,1984,Don Sutton,,738
1986,335,1985,Don Sutton,,738
1987,673,1986,Don Sutton,,738
1988,575,1987,Don Sutton,,738
1983,504,1982,Don Werner,,739
1970,33,1969,Don Wert,,740
1971,307,1970,Don Wert,,740
1970,515,1969,Don Wilson,,741
1971,484,1970,Don Wilson,,741
1972,20,1971,Don Wilson,,741
1973,20,1972,Don Wilson,,741
1974,304,1973,Don Wilson,,741
1975,455,1974,Don Wilson,,741
1970,117,1969,Don Young,,742
1977,309,1976,Don Zimmer,Boston Red Sox Team Checklist,
1978,63,1977,Don Zimmer,Manager,
1979,214,1978,Don Zimmer,Boston Red Sox Checklist / Manager Card,
1980,689,1979,Don Zimmer,Boston Red Sox Team Checklist,
1981,673,1980,Don Zimmer,Rangers Team checklist,
1989,134,1988,Don Zimmer,,
1990,314,1989,Donald Harris,Rookie Card,743
1988,146,1987,Donell Nixon,,744
1989,447,1988,Donell Nixon,,744
1970,280,1969,Donn Clendenon,,745
1970,306,1969,Donn Clendenon,World Series Game 2,745
1971,115,1970,Donn Clendenon,,745
1972,671,1971,Donn Clendenon,,745
1973,671,1972,Donn Clendenon,,745
1989,458,1988,Donn Pall,,746
1984,265,1983,Donnie Hill,,747
1986,484,1985,Donnie Hill,,747
1987,339,1986,Donnie Hill,,747
1988,132,1987,Donnie Hill,,747
1989,512,1988,Donnie Hill,,747
1978,523,1977,Donnie Moore,Rookie Card,748
1979,17,1978,Donnie Moore,,748
1984,207,1983,Donnie Moore,,748
1985,699,1984,Donnie Moore,,748
1986,345,1985,Donnie Moore,,748
1987,115,1986,Donnie Moore,,748
1988,471,1987,Donnie Moore,,748
1985,496,1984,Donnie Scott,,749
1986,568,1985,Donnie Scott,,749
1978,267,1977,Doug Ault,,750
1979,392,1978,Doug Ault,,750
1978,353,1977,Doug Bair,Rookie Card,751
1979,126,1978,Doug Bair,,751
1980,449,1979,Doug Bair,,751
1981,73,1980,Doug Bair,,751
1982,262,1981,Doug Bair,,751
1983,627,1982,Doug Bair,,751
1984,536,1983,Doug Bair,,751
1985,744,1984,Doug Bair,,751
1985,269,1984,Doug Baker,,752
1974,17,1973,Doug Bird,,753
1975,364,1974,Doug Bird,,753
1976,96,1975,Doug Bird,,753
1977,556,1976,Doug Bird,,753
1978,183,1977,Doug Bird,,753
1979,664,1978,Doug Bird,,753
1980,421,1979,Doug Bird,,753
1981,516,1980,Doug Bird,,753
1982,273,1981,Doug Bird,,753
1983,759,1982,Doug Bird,,753
1984,82,1983,Doug Bird,,753
1978,477,1977,Doug Capilla,Rookie Card,754
1980,628,1979,Doug Capilla,,754
1981,136,1980,Doug Capilla,,754
1982,537,1981,Doug Capilla,,754
1981,162,1980,Doug Corbett,,755
1982,560,1981,Doug Corbett,,755
1983,27,1982,Doug Corbett,,755
1985,682,1984,Doug Corbett,,755
1986,234,1985,Doug Corbett,,755
1987,359,1986,Doug Corbett,,755
1989,149,1988,Doug Dascenzo,,756
1976,438,1975,Doug DeCinces,,757
1977,216,1976,Doug DeCinces,,757
1978,9,1977,Doug DeCinces,,757
1979,421,1978,Doug DeCinces,,757
1980,615,1979,Doug DeCinces,,757
1981,188,1980,Doug DeCinces,,757
1982,564,1981,Doug DeCinces,,757
1983,341,1982,Doug DeCinces,,757
1984,790,1983,Doug DeCinces,,757
1985,111,1984,Doug DeCinces,,757
1986,257,1985,Doug DeCinces,,757
1987,22,1986,Doug DeCinces,,757
1988,446,1987,Doug DeCinces,,757
1987,283,1986,Doug Drabek,Rookie Card,758
1988,591,1987,Doug Drabek,,758
1989,478,1988,Doug Drabek,,758
1976,518,1975,Doug Flynn,Rookie Card,759
1977,186,1976,Doug Flynn,,759
1978,453,1977,Doug Flynn,,759
1979,229,1978,Doug Flynn,,759
1980,58,1979,Doug Flynn,,759
1981,634,1980,Doug Flynn,,759
1982,302,1981,Doug Flynn,,759
1983,169,1982,Doug Flynn,,759
1984,749,1983,Doug Flynn,,759
1985,554,1984,Doug Flynn,,759
1986,436,1985,Doug Flynn,,759
1984,264,1983,Doug Frobel,,760
1985,587,1984,Doug Frobel,,760
1972,703,1971,Doug Griffin,,761
1972,704,1971,Doug Griffin,In Action,761
1973,703,1972,Doug Griffin,,761
1973,704,1972,Doug Griffin,In Action,761
1974,219,1973,Doug Griffin,,761
1975,454,1974,Doug Griffin,,761
1976,654,1975,Doug Griffin,,761
1977,191,1976,Doug Griffin,,761
1984,753,1983,Doug Gwosdz,,762
1989,166,1988,Doug Jennings,,763
1988,293,1987,Doug Jones,,764
1989,6,1988,Doug Jones,Record Breaker,764
1989,690,1988,Doug Jones,,764
1976,602,1975,Doug Konieczny,,765
1970,355,1969,Doug Rader,,766
1971,425,1970,Doug Rader,,766
1972,536,1971,Doug Rader,,766
1973,536,1972,Doug Rader,,766
1974,395,1973,Doug Rader,,766
1975,165,1974,Doug Rader,,766
1976,44,1975,Doug Rader,,766
1977,9,1976,Doug Rader,,766
1978,651,1977,Doug Rader,,766
1981,378,1980,Doug Rader,,766
1984,412,1983,Doug Rader,,766
1985,519,1984,Doug Rader,Manager Card,766
1974,64,1973,Doug Rau,,767
1975,269,1974,Doug Rau,,767
1976,124,1975,Doug Rau,,767
1977,421,1976,Doug Rau,,767
1978,641,1977,Doug Rau,,767
1979,347,1978,Doug Rau,,767
1980,527,1979,Doug Rau,,767
1981,174,1980,Doug Rau,,767
1984,599,1983,Doug Sisk,,768
1985,315,1984,Doug Sisk,,768
1986,144,1985,Doug Sisk,,768
1987,404,1986,Doug Sisk,,768
1988,763,1987,Doug Sisk,,768
1989,13,1988,Doug Sisk,,768
1990,641,1989,Doug Strange,Rookie Card,769
1972,579,1971,Doyle Alexander,Rookie Card,770
1973,579,1972,Doyle Alexander,Rookie Card,770
1974,282,1973,Doyle Alexander,,770
1975,491,1974,Doyle Alexander,,770
1976,638,1975,Doyle Alexander,,770
1977,254,1976,Doyle Alexander,,770
1978,146,1977,Doyle Alexander,,770
1979,442,1978,Doyle Alexander,,770
1980,67,1979,Doyle Alexander,,770
1981,708,1980,Doyle Alexander,,770
1982,364,1981,Doyle Alexander,,770
1983,512,1982,Doyle Alexander,,770
1984,677,1983,Doyle Alexander,,770
1985,218,1984,Doyle Alexander,,770
1986,196,1985,Doyle Alexander,,770
1987,686,1986,Doyle Alexander,,770
1988,492,1987,Doyle Alexander,,770
1989,77,1988,Doyle Alexander,,770
1988,262,1987,Drew Hall,,771
1989,593,1988,Drew Hall,,771
1970,263,1969,Duane Josephson,,772
1971,56,1970,Duane Josephson,,772
1972,543,1971,Duane Josephson,,772
1973,543,1972,Duane Josephson,,772
1976,508,1975,Duane Kuiper,Rookie Card,773
1977,85,1976,Duane Kuiper,,773
1978,332,1977,Duane Kuiper,,773
1979,146,1978,Duane Kuiper,,773
1980,429,1979,Duane Kuiper,,773
1981,612,1980,Duane Kuiper,,773
1982,233,1981,Duane Kuiper,,773
1983,767,1982,Duane Kuiper,,773
1984,542,1983,Duane Kuiper,,773
1985,22,1984,Duane Kuiper,,773
1983,243,1982,Duane Walker,,774
1984,659,1983,Duane Walker,,774
1985,441,1984,Duane Walker,,774
1986,22,1985,Duane Walker,,774
1987,153,1986,Duane Ward,Rookie Card,775
1988,696,1987,Duane Ward,,775
1989,502,1988,Duane Ward,,775
1970,692,1969,Duffy Dyer,,776
1971,136,1970,Duffy Dyer,,776
1972,127,1971,Duffy Dyer,,776
1973,127,1972,Duffy Dyer,,776
1974,536,1973,Duffy Dyer,,776
1975,538,1974,Duffy Dyer,,776
1976,88,1975,Duffy Dyer,,776
1977,318,1976,Duffy Dyer,,776
1978,637,1977,Duffy Dyer,,776
1979,286,1978,Duffy Dyer,,776
1980,446,1979,Duffy Dyer,,776
1981,196,1980,Duffy Dyer,,776
1970,275,1969,Duke Sims,,777
1971,172,1970,Duke Sims,,777
1972,63,1971,Duke Sims,,777
1973,63,1972,Duke Sims,,777
1974,398,1973,Duke Sims,,777
1972,764,1971,Dusty Baker,,778
1973,764,1972,Dusty Baker,,778
1974,320,1973,Dusty Baker,,778
1975,33,1974,Dusty Baker,,778
1976,28,1975,Dusty Baker,,778
1977,146,1976,Dusty Baker,,778
1978,668,1977,Dusty Baker,,778
1979,562,1978,Dusty Baker,,778
1980,255,1979,Dusty Baker,,778
1981,495,1980,Dusty Baker,,778
1982,375,1981,Dusty Baker,,778
1983,220,1982,Dusty Baker,,778
1984,40,1983,Dusty Baker,,778
1985,165,1984,Dusty Baker,,778
1986,645,1985,Dusty Baker,,778
1987,565,1986,Dusty Baker,,778
1988,178,1987,Dwayne Henry,,779
1989,496,1988,Dwayne Henry,,779
1980,461,1979,Dwayne Murphy,,780
1981,341,1980,Dwayne Murphy,,780
1982,29,1981,Dwayne Murphy,,780
1983,598,1982,Dwayne Murphy,,780
1984,103,1983,Dwayne Murphy,,780
1985,231,1984,Dwayne Murphy,,780
1986,8,1985,Dwayne Murphy,,780
1986,216,1985,Dwayne Murphy,Athletics Leaders,780
1987,743,1986,Dwayne Murphy,,780
1988,424,1987,Dwayne Murphy,,780
1989,667,1988,Dwayne Murphy,,780
1983,244,1982,Dwight Bernard,,781
1974,351,1973,Dwight Evans,,782
1975,255,1974,Dwight Evans,,782
1976,575,1975,Dwight Evans,,782
1977,25,1976,Dwight Evans,,782
1978,695,1977,Dwight Evans,,782
1979,155,1978,Dwight Evans,,782
1980,405,1979,Dwight Evans,,782
1981,275,1980,Dwight Evans,,782
1982,355,1981,Dwight Evans,,782
1983,135,1982,Dwight Evans,,782
1984,720,1983,Dwight Evans,,782
1985,580,1984,Dwight Evans,,782
1986,60,1985,Dwight Evans,,782
1986,396,1985,Dwight Evans,Red Sox Leaders,782
1987,3,1986,Dwight Evans,'86 Record Breaker Card,782
1987,645,1986,Dwight Evans,,782
1988,470,1987,Dwight Evans,,782
1989,205,1988,Dwight Evans,,782
1985,3,1984,Dwight Gooden,Record Breaker Card,783
1985,620,1984,Dwight Gooden,,783
1986,202,1985,Dwight Gooden,Record Breaker Card,783
1986,250,1985,Dwight Gooden,,783
1986,709,1985,Dwight Gooden,All-Star Baseball Card,783
1987,130,1986,Dwight Gooden,,783
1987,603,1986,Dwight Gooden,All-Star Card,783
1988,405,1987,Dwight Gooden,N.L. All-Star,783
1988,480,1987,Dwight Gooden,,783
1989,30,1988,Dwight Gooden,Doc Gooden on Card,783
1989,661,1988,Dwight Gooden,Turn Back The Clock,783
1987,483,1986,Dwight Lowry,Rookie Card,784
1976,555,1975,Dyar Miller,,785
1977,77,1976,Dyar Miller,,785
1978,239,1977,Dyar Miller,,785
1979,313,1978,Dyar Miller,,785
1981,472,1980,Dyar Miller,,785
1982,178,1981,Dyar Miller,,785
1990,134,1989,Earl Cunningham,Rookie Card,786
1972,380,1971,Earl Williams,,787
1973,380,1972,Earl Williams,,787
1974,375,1973,Earl Williams,,787
1975,97,1974,Earl Williams,,787
1976,458,1975,Earl Williams,,787
1977,223,1976,Earl Williams,,787
1978,604,1977,Earl Williams,,787
1970,95,1969,Earl Wilson,,788
1971,301,1970,Earl Wilson,,788
1972,123,1971,Ed Acosta,,789
1973,123,1972,Ed Acosta,,789
1976,652,1975,Ed Armbrister,,790
1977,203,1976,Ed Armbrister,,790
1978,556,1977,Ed Armbrister,,790
1970,711,1969,Ed Brinkman,,791
1971,389,1970,Ed Brinkman,,791
1972,535,1971,Ed Brinkman,,791
1973,535,1972,Ed Brinkman,,791
1974,138,1973,Ed Brinkman,,791
1975,439,1974,Ed Brinkman,,791
1987,334,1986,Ed Correa,Rookie Card,792
1988,227,1987,Ed Correa,,792
1971,672,1970,Ed Crosby,Rookie Card,793
1976,457,1975,Ed Crosby,,793
1972,116,1971,Ed Farmer,Rookie Card,794
1973,116,1972,Ed Farmer,Rookie Card,794
1974,506,1973,Ed Farmer,,794
1980,702,1979,Ed Farmer,,794
1981,36,1980,Ed Farmer,,794
1982,328,1981,Ed Farmer,,794
1983,459,1982,Ed Farmer,,794
1975,476,1974,Ed Figueroa,Rookie Card,795
1976,27,1975,Ed Figueroa,,795
1977,195,1976,Ed Figueroa,,795
1978,365,1977,Ed Figueroa,,795
1979,35,1978,Ed Figueroa,,795
1980,555,1979,Ed Figueroa,,795
1981,245,1980,Ed Figueroa,,795
1979,343,1978,Ed Glynn,,796
1980,509,1979,Ed Glynn,,796
1981,93,1980,Ed Glynn,,796
1983,614,1982,Ed Glynn,,796
1974,494,1973,Ed Goodson,,797
1975,322,1974,Ed Goodson,,797
1976,386,1975,Ed Goodson,,797
1977,584,1976,Ed Goodson,,797
1978,586,1977,Ed Goodson,,797
1975,467,1974,Ed Halicki,Rookie Card,798
1976,423,1975,Ed Halicki,,798
1977,343,1976,Ed Halicki,,798
1978,107,1977,Ed Halicki,,798
1979,672,1978,Ed Halicki,,798
1980,217,1979,Ed Halicki,,798
1981,69,1980,Ed Halicki,,798
1987,433,1986,Ed Hearn,Rookie Card,799
1988,56,1987,Ed Hearne,,800
1989,348,1988,Ed Hearne,,800
1970,368,1969,Ed Herrmann,,801
1971,169,1970,Ed Herrmann,,801
1972,452,1971,Ed Herrmann,,801
1973,452,1972,Ed Herrmann,,801
1974,438,1973,Ed Herrmann,,801
1975,219,1974,Ed Herrmann,,801
1976,406,1975,Ed Herrmann,,801
1977,143,1976,Ed Herrmann,,801
1978,677,1977,Ed Herrmann,,801
1979,374,1978,Ed Herrmann,,801
1985,639,1984,Ed Hodge,,802
1984,628,1983,Ed Jurak,,803
1985,233,1984,Ed Jurak,,803
1986,749,1985,Ed Jurak,,803
1970,165,1969,Ed Kirkpatrick,,804
1971,299,1970,Ed Kirkpatrick,,804
1972,569,1971,Ed Kirkpatrick,,804
1972,570,1971,Ed Kirkpatrick,In Action,804
1973,569,1972,Ed Kirkpatrick,,804
1973,570,1972,Ed Kirkpatrick,In Action,804
1974,262,1973,Ed Kirkpatrick,,804
1975,171,1974,Ed Kirkpatrick,,804
1976,294,1975,Ed Kirkpatrick,,804
1977,582,1976,Ed Kirkpatrick,,804
1978,77,1977,Ed Kirkpatrick,,804
1970,557,1969,Ed Kranepool,,805
1971,573,1970,Ed Kranepool,,805
1972,181,1971,Ed Kranepool,,805
1972,182,1971,Ed Kranepool,In Action,805
1973,181,1972,Ed Kranepool,,805
1973,182,1972,Ed Kranepool,In Action,805
1974,561,1973,Ed Kranepool,,805
1975,324,1974,Ed Kranepool,,805
1976,314,1975,Ed Kranepool,,805
1977,201,1976,Ed Kranepool,,805
1978,49,1977,Ed Kranepool,,805
1979,505,1978,Ed Kranepool,,805
1980,641,1979,Ed Kranepool,,805
1982,121,1981,Ed Lynch,Rookie Card,806
1983,601,1982,Ed Lynch,,806
1984,293,1983,Ed Lynch,,806
1985,467,1984,Ed Lynch,,806
1986,68,1985,Ed Lynch,,806
1987,697,1986,Ed Lynch,,806
1988,336,1987,Ed Lynch,,806
1987,159,1986,Ed Olwine,Rookie Card,807
1988,353,1987,Ed Olwine,,807
1977,197,1976,Ed Ott,,808
1978,28,1977,Ed Ott,,808
1979,561,1978,Ed Ott,,808
1980,383,1979,Ed Ott,,808
1981,246,1980,Ed Ott,,808
1982,469,1981,Ed Ott,,808
1983,131,1982,Ed Ott,,808
1980,59,1979,Ed Putman,Rookie Card,809
1982,408,1981,Ed Romero,,810
1983,271,1982,Ed Romero,,810
1984,146,1983,Ed Romero,,810
